type,severity,key,count,routeFamilies,locales,urls
"duplicate_semantic_entity","P2","test:big-five-personality-test-ocean-model","2","test_detail","en|zh","https://fermatmind.com/en/tests/big-five-personality-test-ocean-model|https://fermatmind.com/zh/tests/big-five-personality-test-ocean-model"
"duplicate_semantic_entity","P2","test:enneagram-personality-test-nine-types","2","test_detail","en|zh","https://fermatmind.com/en/tests/enneagram-personality-test-nine-types|https://fermatmind.com/zh/tests/enneagram-personality-test-nine-types"
"duplicate_semantic_entity","P2","test:eq-test-emotional-intelligence-assessment","2","test_detail","en|zh","https://fermatmind.com/en/tests/eq-test-emotional-intelligence-assessment|https://fermatmind.com/zh/tests/eq-test-emotional-intelligence-assessment"
"duplicate_semantic_entity","P2","test:holland-career-interest-test-riasec","2","test_detail","en|zh","https://fermatmind.com/en/tests/holland-career-interest-test-riasec|https://fermatmind.com/zh/tests/holland-career-interest-test-riasec"
"duplicate_semantic_entity","P2","test:iq-test-intelligence-quotient-assessment","2","test_detail","en|zh","https://fermatmind.com/en/tests/iq-test-intelligence-quotient-assessment|https://fermatmind.com/zh/tests/iq-test-intelligence-quotient-assessment"
"duplicate_semantic_entity","P2","test:mbti-personality-test-16-personality-types","2","test_detail","en|zh","https://fermatmind.com/en/tests/mbti-personality-test-16-personality-types|https://fermatmind.com/zh/tests/mbti-personality-test-16-personality-types"
"duplicate_semantic_entity","P2","tests_hub:tests","2","tests_hub","en|zh","https://fermatmind.com/en/tests|https://fermatmind.com/zh/tests"
"duplicate_semantic_entity","P2","topic:big-five","2","topic_detail","en|zh","https://fermatmind.com/en/topics/big-five|https://fermatmind.com/zh/topics/big-five"
"duplicate_semantic_entity","P2","topic:iq-eq","2","topic_detail","en|zh","https://fermatmind.com/en/topics/iq-eq|https://fermatmind.com/zh/topics/iq-eq"
"duplicate_semantic_entity","P2","topic:mbti","2","topic_detail","en|zh","https://fermatmind.com/en/topics/mbti|https://fermatmind.com/zh/topics/mbti"
"duplicate_semantic_entity","P2","topics_hub:topics","2","topics_hub","en|zh","https://fermatmind.com/en/topics|https://fermatmind.com/zh/topics"
"career_family_variant","P1","career-family:business-and-financial","6","career_family|career_industry_detail","en|zh","https://fermatmind.com/en/career/family/business-and-financial-37ec69bd|https://fermatmind.com/en/career/family/business-and-financial-a0352070|https://fermatmind.com/en/career/industries/business-and-financial|https://fermatmind.com/zh/career/family/business-and-financial-37ec69bd|https://fermatmind.com/zh/career/family/business-and-financial-a0352070|https://fermatmind.com/zh/career/industries/business-and-financial"
"career_family_variant","P1","career-family:computer-and-information-technology","4","career_family|career_industry_detail","en|zh","https://fermatmind.com/en/career/family/computer-and-information-technology|https://fermatmind.com/en/career/industries/computer-and-information-technology|https://fermatmind.com/zh/career/family/computer-and-information-technology|https://fermatmind.com/zh/career/industries/computer-and-information-technology"
"career_family_variant","P1","career-family:healthcare","4","career_family|career_industry_detail","en|zh","https://fermatmind.com/en/career/family/healthcare|https://fermatmind.com/en/career/industries/healthcare|https://fermatmind.com/zh/career/family/healthcare|https://fermatmind.com/zh/career/industries/healthcare"
