slug,locale,occupation,category,score,status,notes
construction-equipment-operators,zh-CN,Operating Engineers And Other Construction Equipment Operators,physical_trade_service,3,ready,
construction-equipment-operators,en,Operating Engineers And Other Construction Equipment Operators,physical_trade_service,3,ready,
construction-laborers,zh-CN,Construction Laborers,physical_trade_service,3,ready,
construction-laborers,en,Construction Laborers,physical_trade_service,3,ready,
construction-laborers-and-helpers,zh-CN,Construction Laborers,physical_trade_service,3,ready,
construction-laborers-and-helpers,en,Construction Laborers,physical_trade_service,3,ready,
construction-managers,zh-CN,Construction managers,physical_trade_service,6,ready,
construction-managers,en,Construction managers,physical_trade_service,6,ready,
continuous-mining-machine-operators,zh-CN,Continuous Mining Machine Operators,physical_trade_service,4,ready,
continuous-mining-machine-operators,en,Continuous Mining Machine Operators,physical_trade_service,4,ready,
control-and-valve-installers-and-repairers-except-mechanical-door,zh-CN,"Control And Valve Installers And Repairers, Except Mechanical Door",physical_trade_service,5,ready,
control-and-valve-installers-and-repairers-except-mechanical-door,en,"Control And Valve Installers And Repairers, Except Mechanical Door",physical_trade_service,5,ready,
conveyor-operators-and-tenders,zh-CN,Conveyor Operators And Tenders,physical_trade_service,4,ready,
conveyor-operators-and-tenders,en,Conveyor Operators And Tenders,physical_trade_service,4,ready,
cooks,zh-CN,"Cooks, Restaurant",physical_trade_service,4,ready,
cooks,en,"Cooks, Restaurant",physical_trade_service,4,ready,
cooks-fast-food,zh-CN,"Cooks, Fast Food",physical_trade_service,4,ready,
cooks-fast-food,en,"Cooks, Fast Food",physical_trade_service,4,ready,
cooks-institution-and-cafeteria,zh-CN,"Cooks, Institution And Cafeteria",physical_trade_service,4,ready,
cooks-institution-and-cafeteria,en,"Cooks, Institution And Cafeteria",physical_trade_service,4,ready,
cooks-private-household,zh-CN,"Cooks, Private Household",physical_trade_service,4,ready,
cooks-private-household,en,"Cooks, Private Household",physical_trade_service,4,ready,
cooks-restaurant,zh-CN,"Cooks, Restaurant",physical_trade_service,4,ready,
cooks-restaurant,en,"Cooks, Restaurant",physical_trade_service,4,ready,
cooks-short-order,zh-CN,"Cooks, Short Order",physical_trade_service,4,ready,
cooks-short-order,en,"Cooks, Short Order",physical_trade_service,4,ready,
cooling-and-freezing-equipment-operators-and-tenders,zh-CN,Cooling And Freezing Equipment Operators And Tenders,physical_trade_service,5,ready,
cooling-and-freezing-equipment-operators-and-tenders,en,Cooling And Freezing Equipment Operators And Tenders,physical_trade_service,5,ready,
coroners,zh-CN,Coroners,legal_regulatory,5,ready,
coroners,en,Coroners,legal_regulatory,5,ready,
correctional-officers,zh-CN,Correctional officers and bailiffs,legal_regulatory,5,ready,
correctional-officers,en,Correctional officers and bailiffs,legal_regulatory,5,ready,
cost-estimators,zh-CN,Cost Estimators,physical_trade_service,6,ready,
cost-estimators,en,Cost Estimators,physical_trade_service,6,ready,
court-reporters,zh-CN,Court reporters and simultaneous captioners,legal_regulatory,5,ready,
court-reporters,en,Court reporters and simultaneous captioners,legal_regulatory,5,ready,
court-municipal-and-license-clerks,zh-CN,"Court, Municipal, And License Clerks",legal_regulatory,5,ready,
court-municipal-and-license-clerks,en,"Court, Municipal, And License Clerks",legal_regulatory,5,ready,
craft-and-fine-artists,zh-CN,"Fine Artists, Including Painters, Sculptors, And Illustrators",creative_performance,5,ready,
craft-and-fine-artists,en,"Fine Artists, Including Painters, Sculptors, And Illustrators",creative_performance,5,ready,
craft-artists,zh-CN,Craft Artists,creative_performance,5,ready,
craft-artists,en,Craft Artists,creative_performance,5,ready,
crane-and-tower-operators,zh-CN,Crane And Tower Operators,physical_trade_service,3,ready,
crane-and-tower-operators,en,Crane And Tower Operators,physical_trade_service,3,ready,
credit-analysts,zh-CN,Credit Analysts,education_counseling,7,ready,
credit-analysts,en,Credit Analysts,education_counseling,7,ready,
credit-authorizers-checkers-and-clerks,zh-CN,"Credit Authorizers, Checkers, And Clerks",education_counseling,7,ready,
credit-authorizers-checkers-and-clerks,en,"Credit Authorizers, Checkers, And Clerks",education_counseling,7,ready,
credit-counselors,zh-CN,Credit counselors,education_counseling,7,ready,
credit-counselors,en,Credit counselors,education_counseling,7,ready,
crematory-operators,zh-CN,Crematory Operators,physical_trade_service,3,ready,
crematory-operators,en,Crematory Operators,physical_trade_service,3,ready,
criminal-justice-and-law-enforcement-teachers-postsecondary,zh-CN,"Criminal Justice And Law Enforcement Teachers, Postsecondary",legal_regulatory,5,ready,
criminal-justice-and-law-enforcement-teachers-postsecondary,en,"Criminal Justice And Law Enforcement Teachers, Postsecondary",legal_regulatory,5,ready,
critical-care-nurses,zh-CN,Critical Care Nurses,medical_clinical,5,ready,
critical-care-nurses,en,Critical Care Nurses,medical_clinical,5,ready,
crossing-guards-and-flaggers,zh-CN,Crossing Guards And Flaggers,physical_trade_service,3,ready,
crossing-guards-and-flaggers,en,Crossing Guards And Flaggers,physical_trade_service,3,ready,
crushing-grinding-and-polishing-machine-setters-operators-and-tenders,zh-CN,"Crushing, Grinding, And Polishing Machine Setters, Operators, And Tenders",physical_trade_service,4,ready,
crushing-grinding-and-polishing-machine-setters-operators-and-tenders,en,"Crushing, Grinding, And Polishing Machine Setters, Operators, And Tenders",physical_trade_service,4,ready,
cutting-and-slicing-machine-setters-operators-and-tenders,zh-CN,"Cutting And Slicing Machine Setters, Operators, And Tenders",physical_trade_service,4,ready,
cutting-and-slicing-machine-setters-operators-and-tenders,en,"Cutting And Slicing Machine Setters, Operators, And Tenders",physical_trade_service,4,ready,
cutting-punching-and-press-machine-setters-operators-and-tenders-metal-and-plastic,zh-CN,"Cutting, Punching, And Press Machine Setters, Operators, And Tenders, Metal And Plastic",physical_trade_service,4,ready,
cutting-punching-and-press-machine-setters-operators-and-tenders-metal-and-plastic,en,"Cutting, Punching, And Press Machine Setters, Operators, And Tenders, Metal And Plastic",physical_trade_service,4,ready,
dancers-and-choreographers,zh-CN,Dancers,creative_performance,5,ready,
dancers-and-choreographers,en,Dancers,creative_performance,5,ready,
data-entry-keyers,zh-CN,Data Entry Keyers,engineering_architecture_validation,8,ready,
data-entry-keyers,en,Data Entry Keyers,engineering_architecture_validation,8,ready,
data-scientists,zh-CN,Data scientists,engineering_architecture_validation,8,ready,
data-scientists,en,Data scientists,engineering_architecture_validation,8,ready,
data-warehousing-specialists,zh-CN,Data Warehousing Specialists,engineering_architecture_validation,8,ready,
data-warehousing-specialists,en,Data Warehousing Specialists,engineering_architecture_validation,8,ready,
database-administrators,zh-CN,Database Administrators,engineering_architecture_validation,8,ready,
database-administrators,en,Database Administrators,engineering_architecture_validation,8,ready,
database-architects,zh-CN,Database Architects,engineering_architecture_validation,8,ready,
database-architects,en,Database Architects,engineering_architecture_validation,8,ready,
delivery-truck-drivers-and-driver-sales-workers,zh-CN,Light Truck Drivers,physical_trade_service,3,ready,
delivery-truck-drivers-and-driver-sales-workers,en,Light Truck Drivers,physical_trade_service,3,ready,
dental-and-ophthalmic-laboratory-technicians-and-medical-appliance-technicians,zh-CN,Dental Laboratory Technicians,medical_clinical,5,ready,
dental-and-ophthalmic-laboratory-technicians-and-medical-appliance-technicians,en,Dental Laboratory Technicians,medical_clinical,5,ready,
dental-assistants,zh-CN,Dental assistants,medical_clinical,5,ready,
dental-assistants,en,Dental assistants,medical_clinical,5,ready,
dental-hygienists,zh-CN,Dental hygienists,medical_clinical,5,ready,
dental-hygienists,en,Dental hygienists,medical_clinical,5,ready,
dental-laboratory-technicians,zh-CN,Dental Laboratory Technicians,medical_clinical,5,ready,
dental-laboratory-technicians,en,Dental Laboratory Technicians,medical_clinical,5,ready,
dentists,zh-CN,"Dentists, General",medical_clinical,5,ready,
dentists,en,"Dentists, General",medical_clinical,5,ready,
dentists-all-other-specialists,zh-CN,"Dentists, All Other Specialists",medical_clinical,5,ready,
dentists-all-other-specialists,en,"Dentists, All Other Specialists",medical_clinical,5,ready,
dentists-general,zh-CN,"Dentists, General",medical_clinical,5,ready,
dentists-general,en,"Dentists, General",medical_clinical,5,ready,
dermatologists,zh-CN,Dermatologists,medical_clinical,5,ready,
dermatologists,en,Dermatologists,medical_clinical,5,ready,
derrick-operators-oil-and-gas,zh-CN,"Derrick Operators, Oil And Gas",physical_trade_service,4,ready,
derrick-operators-oil-and-gas,en,"Derrick Operators, Oil And Gas",physical_trade_service,4,ready,
desktop-publishers,zh-CN,Desktop publishers,creative_performance,7,ready,
desktop-publishers,en,Desktop publishers,creative_performance,7,ready,
diagnostic-medical-sonographers,zh-CN,Diagnostic medical sonographers,medical_clinical,4,ready,
diagnostic-medical-sonographers,en,Diagnostic medical sonographers,medical_clinical,4,ready,
diesel-service-technicians-and-mechanics,zh-CN,Diesel Service Technicians And Mechanics,physical_trade_service,4,ready,
diesel-service-technicians-and-mechanics,en,Diesel Service Technicians And Mechanics,physical_trade_service,4,ready,
dietetic-technicians,zh-CN,Dietetic Technicians,education_counseling,5,ready,
dietetic-technicians,en,Dietetic Technicians,education_counseling,5,ready,
dietitians-and-nutritionists,zh-CN,Dietitians And Nutritionists,education_counseling,5,ready,
dietitians-and-nutritionists,en,Dietitians And Nutritionists,education_counseling,5,ready,
directors-religious-activities-and-education,zh-CN,"Directors, Religious Activities And Education",education_counseling,4,ready,
directors-religious-activities-and-education,en,"Directors, Religious Activities And Education",education_counseling,4,ready,
disc-jockeys-except-radio,zh-CN,"Disc Jockeys, Except Radio",education_counseling,4,ready,
disc-jockeys-except-radio,en,"Disc Jockeys, Except Radio",education_counseling,4,ready,
document-management-specialists,zh-CN,Document Management Specialists,creative_performance,7,ready,
document-management-specialists,en,Document Management Specialists,creative_performance,7,ready,
drafters,zh-CN,Architectural And Civil Drafters,engineering_architecture_validation,7,ready,
drafters,en,Architectural And Civil Drafters,engineering_architecture_validation,7,ready,
dredge-operators,zh-CN,Dredge Operators,physical_trade_service,4,ready,
dredge-operators,en,Dredge Operators,physical_trade_service,4,ready,
drilling-and-boring-machine-tool-setters-operators-and-tenders-metal-and-plastic,zh-CN,"Drilling And Boring Machine Tool Setters, Operators, And Tenders, Metal And Plastic",physical_trade_service,4,ready,
drilling-and-boring-machine-tool-setters-operators-and-tenders-metal-and-plastic,en,"Drilling And Boring Machine Tool Setters, Operators, And Tenders, Metal And Plastic",physical_trade_service,4,ready,
driver-sales-workers,zh-CN,Driver/Sales Workers,physical_trade_service,3,ready,
driver-sales-workers,en,Driver/Sales Workers,physical_trade_service,3,ready,
drywall-and-ceiling-tile-installers,zh-CN,Drywall And Ceiling Tile Installers,physical_trade_service,3,ready,
drywall-and-ceiling-tile-installers,en,Drywall And Ceiling Tile Installers,physical_trade_service,3,ready,
drywall-and-ceiling-tile-installers-and-tapers,zh-CN,Drywall And Ceiling Tile Installers,physical_trade_service,3,ready,
drywall-and-ceiling-tile-installers-and-tapers,en,Drywall And Ceiling Tile Installers,physical_trade_service,3,ready,
economics-teachers-postsecondary,zh-CN,"Economics Teachers, Postsecondary",education_counseling,7,ready,
economics-teachers-postsecondary,en,"Economics Teachers, Postsecondary",education_counseling,7,ready,
editors,zh-CN,Editors,creative_performance,7,ready,
editors,en,Editors,creative_performance,7,ready,
education-administrators-kindergarten-through-secondary,zh-CN,"Education Administrators, Kindergarten Through Secondary",education_counseling,5,ready,
education-administrators-kindergarten-through-secondary,en,"Education Administrators, Kindergarten Through Secondary",education_counseling,5,ready,
education-administrators-postsecondary,zh-CN,"Education Administrators, Postsecondary",education_counseling,5,ready,
education-administrators-postsecondary,en,"Education Administrators, Postsecondary",education_counseling,5,ready,
education-and-childcare-administrators-preschool-and-daycare,zh-CN,"Education And Childcare Administrators, Preschool And Daycare",education_counseling,5,ready,
education-and-childcare-administrators-preschool-and-daycare,en,"Education And Childcare Administrators, Preschool And Daycare",education_counseling,5,ready,
education-teachers-postsecondary,zh-CN,"Education Teachers, Postsecondary",education_counseling,5,ready,
education-teachers-postsecondary,en,"Education Teachers, Postsecondary",education_counseling,5,ready,
educational-guidance-and-career-counselors-and-advisors,zh-CN,"Educational, Guidance, And Career Counselors And Advisors",education_counseling,5,ready,
educational-guidance-and-career-counselors-and-advisors,en,"Educational, Guidance, And Career Counselors And Advisors",education_counseling,5,ready,
electric-motor-power-tool-and-related-repairers,zh-CN,"Electric Motor, Power Tool, And Related Repairers",physical_trade_service,4,ready,
electric-motor-power-tool-and-related-repairers,en,"Electric Motor, Power Tool, And Related Repairers",physical_trade_service,4,ready,
electrical-and-electronics-engineering-technicians,zh-CN,Electrical and electronic engineering technologists and technicians,physical_trade_service,6,ready,
electrical-and-electronics-engineering-technicians,en,Electrical and electronic engineering technologists and technicians,physical_trade_service,6,ready,
electrical-and-electronic-equipment-assemblers,zh-CN,Electrical And Electronic Equipment Assemblers,physical_trade_service,6,ready,
electrical-and-electronic-equipment-assemblers,en,Electrical And Electronic Equipment Assemblers,physical_trade_service,6,ready,
electrical-and-electronics-drafters,zh-CN,Electrical And Electronics Drafters,engineering_architecture_validation,7,ready,
electrical-and-electronics-drafters,en,Electrical And Electronics Drafters,engineering_architecture_validation,7,ready,
electrical-and-electronics-engineers,zh-CN,Electrical and electronics engineers,physical_trade_service,6,ready,
electrical-and-electronics-engineers,en,Electrical and electronics engineers,physical_trade_service,6,ready,
electrical-and-electronics-installers-and-repairers,zh-CN,Electrical And Electronics Installers And Repairers,physical_trade_service,6,ready,
electrical-and-electronics-installers-and-repairers,en,Electrical And Electronics Installers And Repairers,physical_trade_service,6,ready,
electrical-and-electronics-installers-and-repairers-transportation-equipment,zh-CN,"Electrical And Electronics Installers And Repairers, Transportation Equipment",aviation_transport_safety,5,ready,
electrical-and-electronics-installers-and-repairers-transportation-equipment,en,"Electrical And Electronics Installers And Repairers, Transportation Equipment",aviation_transport_safety,5,ready,
electrical-and-electronics-repairers-commercial-and-industrial-equipment,zh-CN,"Electrical And Electronics Repairers, Commercial And Industrial Equipment",aviation_transport_safety,5,ready,
electrical-and-electronics-repairers-commercial-and-industrial-equipment,en,"Electrical And Electronics Repairers, Commercial And Industrial Equipment",aviation_transport_safety,5,ready,
electrical-and-electronics-repairers-powerhouse-substation-and-relay,zh-CN,"Electrical And Electronics Repairers, Powerhouse, Substation, And Relay",aviation_transport_safety,5,ready,
electrical-and-electronics-repairers-powerhouse-substation-and-relay,en,"Electrical And Electronics Repairers, Powerhouse, Substation, And Relay",aviation_transport_safety,5,ready,
electrical-engineers,zh-CN,Electrical Engineers,engineering_architecture_validation,7,ready,
electrical-engineers,en,Electrical Engineers,engineering_architecture_validation,7,ready,
line-installers-and-repairers,zh-CN,Electrical Power Line Installers And Repairers,aviation_transport_safety,5,ready,
line-installers-and-repairers,en,Electrical Power Line Installers And Repairers,aviation_transport_safety,5,ready,
electricians,zh-CN,Electricians,physical_trade_service,4,ready,
electricians,en,Electricians,physical_trade_service,4,ready,
electro-mechanical-technicians,zh-CN,Electro Mechanical And Mechatronics Technologists And Technicians,physical_trade_service,4,ready,
electro-mechanical-technicians,en,Electro Mechanical And Mechatronics Technologists And Technicians,physical_trade_service,4,ready,
electromechanical-equipment-assemblers,zh-CN,Electromechanical Equipment Assemblers,physical_trade_service,4,ready,
electromechanical-equipment-assemblers,en,Electromechanical Equipment Assemblers,physical_trade_service,4,ready,
electronic-equipment-installers-and-repairers-motor-vehicles,zh-CN,"Electronic Equipment Installers And Repairers, Motor Vehicles",aviation_transport_safety,5,ready,
electronic-equipment-installers-and-repairers-motor-vehicles,en,"Electronic Equipment Installers And Repairers, Motor Vehicles",aviation_transport_safety,5,ready,
electronics-engineers-except-computer,zh-CN,"Electronics Engineers, Except Computer",engineering_architecture_validation,7,ready,
electronics-engineers-except-computer,en,"Electronics Engineers, Except Computer",engineering_architecture_validation,7,ready,
elementary-school-teachers-except-special-education,zh-CN,"Elementary School Teachers, Except Special Education",aviation_transport_safety,5,ready,
elementary-school-teachers-except-special-education,en,"Elementary School Teachers, Except Special Education",aviation_transport_safety,5,ready,
elementary-middle-and-high-school-principals,zh-CN,"Education Administrators, Kindergarten Through Secondary",aviation_transport_safety,5,ready,
elementary-middle-and-high-school-principals,en,"Education Administrators, Kindergarten Through Secondary",aviation_transport_safety,5,ready,
elevator-installers-and-repairers,zh-CN,Elevator And Escalator Installers And Repairers,aviation_transport_safety,5,ready,
elevator-installers-and-repairers,en,Elevator And Escalator Installers And Repairers,aviation_transport_safety,5,ready,
emergency-management-directors,zh-CN,Emergency management directors,medical_clinical,5,ready,
emergency-management-directors,en,Emergency management directors,medical_clinical,5,ready,
emergency-medical-technicians,zh-CN,Emergency Medical Technicians,medical_clinical,5,ready,
emergency-medical-technicians,en,Emergency Medical Technicians,medical_clinical,5,ready,
emergency-medicine-physicians,zh-CN,Emergency Medicine Physicians,medical_clinical,5,ready,
emergency-medicine-physicians,en,Emergency Medicine Physicians,medical_clinical,5,ready,
emts-and-paramedics,zh-CN,Emergency Medical Technicians,medical_clinical,5,ready,
emts-and-paramedics,en,Emergency Medical Technicians,medical_clinical,5,ready,
endoscopy-technicians,zh-CN,Endoscopy Technicians,medical_clinical,5,ready,
endoscopy-technicians,en,Endoscopy Technicians,medical_clinical,5,ready,
energy-auditors,zh-CN,Energy Auditors,engineering_architecture_validation,7,ready,
energy-auditors,en,Energy Auditors,engineering_architecture_validation,7,ready,
energy-engineers-except-wind-and-solar,zh-CN,"Energy Engineers, Except Wind And Solar",engineering_architecture_validation,7,ready,
energy-engineers-except-wind-and-solar,en,"Energy Engineers, Except Wind And Solar",engineering_architecture_validation,7,ready,
engineering-teachers-postsecondary,zh-CN,"Engineering Teachers, Postsecondary",aviation_transport_safety,5,ready,
engineering-teachers-postsecondary,en,"Engineering Teachers, Postsecondary",aviation_transport_safety,5,ready,
english-language-and-literature-teachers-postsecondary,zh-CN,"English Language And Literature Teachers, Postsecondary",aviation_transport_safety,5,ready,
english-language-and-literature-teachers-postsecondary,en,"English Language And Literature Teachers, Postsecondary",aviation_transport_safety,5,ready,
entertainment-and-recreation-managers,zh-CN,Entertainment And Recreation Managers,education_counseling,4,ready,
entertainment-and-recreation-managers,en,Entertainment And Recreation Managers,education_counseling,4,ready,
entertainment-and-recreation-managers-except-gambling,zh-CN,"Entertainment And Recreation Managers, Except Gambling",education_counseling,4,ready,
entertainment-and-recreation-managers-except-gambling,en,"Entertainment And Recreation Managers, Except Gambling",education_counseling,4,ready,
environmental-compliance-inspectors,zh-CN,Environmental Compliance Inspectors,legal_regulatory,7,ready,
environmental-compliance-inspectors,en,Environmental Compliance Inspectors,legal_regulatory,7,ready,
environmental-economists,zh-CN,Environmental Economists,engineering_architecture_validation,7,ready,
environmental-economists,en,Environmental Economists,engineering_architecture_validation,7,ready,
environmental-engineering-technicians,zh-CN,Environmental engineering technologists and technicians,engineering_architecture_validation,7,ready,
environmental-engineering-technicians,en,Environmental engineering technologists and technicians,engineering_architecture_validation,7,ready,
environmental-engineers,zh-CN,Environmental Engineers,engineering_architecture_validation,7,ready,
environmental-engineers,en,Environmental Engineers,engineering_architecture_validation,7,ready,
environmental-restoration-planners,zh-CN,Environmental Restoration Planners,engineering_architecture_validation,7,ready,
environmental-restoration-planners,en,Environmental Restoration Planners,engineering_architecture_validation,7,ready,
environmental-science-and-protection-technicians,zh-CN,Environmental Science And Protection Technicians,engineering_architecture_validation,7,ready,
environmental-science-and-protection-technicians,en,Environmental Science And Protection Technicians,engineering_architecture_validation,7,ready,
environmental-science-and-protection-technicians-including-health,zh-CN,"Environmental Science And Protection Technicians, Including Health",medical_clinical,7,ready,
environmental-science-and-protection-technicians-including-health,en,"Environmental Science And Protection Technicians, Including Health",medical_clinical,7,ready,
environmental-science-teachers-postsecondary,zh-CN,"Environmental Science Teachers, Postsecondary",education_counseling,7,ready,
environmental-science-teachers-postsecondary,en,"Environmental Science Teachers, Postsecondary",education_counseling,7,ready,
environmental-scientists-and-specialists,zh-CN,Environmental Scientists And Specialists,engineering_architecture_validation,7,ready,
environmental-scientists-and-specialists,en,Environmental Scientists And Specialists,engineering_architecture_validation,7,ready,
environmental-scientists-and-specialists-including-health,zh-CN,"Environmental Scientists And Specialists, Including Health",medical_clinical,7,ready,
environmental-scientists-and-specialists-including-health,en,"Environmental Scientists And Specialists, Including Health",medical_clinical,7,ready,
epidemiologists,zh-CN,Epidemiologists,engineering_architecture_validation,7,ready,
epidemiologists,en,Epidemiologists,engineering_architecture_validation,7,ready,
excavating-and-loading-machine-and-dragline-operators-surface-mining,zh-CN,"Excavating And Loading Machine And Dragline Operators, Surface Mining",physical_trade_service,3,ready,
excavating-and-loading-machine-and-dragline-operators-surface-mining,en,"Excavating And Loading Machine And Dragline Operators, Surface Mining",physical_trade_service,3,ready,
exercise-physiologists,zh-CN,Exercise physiologists,education_counseling,4,ready,
exercise-physiologists,en,Exercise physiologists,education_counseling,4,ready,
exercise-trainers-and-group-fitness-instructors,zh-CN,Exercise Trainers And Group Fitness Instructors,education_counseling,4,ready,
exercise-trainers-and-group-fitness-instructors,en,Exercise Trainers And Group Fitness Instructors,education_counseling,4,ready,
extruding-and-drawing-machine-setters-operators-and-tenders-metal-and-plastic,zh-CN,"Extruding And Drawing Machine Setters, Operators, And Tenders, Metal And Plastic",physical_trade_service,4,ready,
extruding-and-drawing-machine-setters-operators-and-tenders-metal-and-plastic,en,"Extruding And Drawing Machine Setters, Operators, And Tenders, Metal And Plastic",physical_trade_service,4,ready,
extruding-and-forming-machine-setters-operators-and-tenders-synthetic-and-glass-fibers,zh-CN,"Extruding And Forming Machine Setters, Operators, And Tenders, Synthetic And Glass Fibers",physical_trade_service,4,ready,
extruding-and-forming-machine-setters-operators-and-tenders-synthetic-and-glass-fibers,en,"Extruding And Forming Machine Setters, Operators, And Tenders, Synthetic And Glass Fibers",physical_trade_service,4,ready,
extruding-forming-pressing-and-compacting-machine-setters-operators-and-tenders,zh-CN,"Extruding, Forming, Pressing, And Compacting Machine Setters, Operators, And Tenders",physical_trade_service,4,ready,
extruding-forming-pressing-and-compacting-machine-setters-operators-and-tenders,en,"Extruding, Forming, Pressing, And Compacting Machine Setters, Operators, And Tenders",physical_trade_service,4,ready,
facilities-managers,zh-CN,Facilities Managers,physical_trade_service,5,ready,
facilities-managers,en,Facilities Managers,physical_trade_service,5,ready,
family-and-consumer-sciences-teachers-postsecondary,zh-CN,"Family And Consumer Sciences Teachers, Postsecondary",education_counseling,5,ready,
family-and-consumer-sciences-teachers-postsecondary,en,"Family And Consumer Sciences Teachers, Postsecondary",education_counseling,5,ready,
family-medicine-physicians,zh-CN,Family Medicine Physicians,medical_clinical,6,ready,
family-medicine-physicians,en,Family Medicine Physicians,medical_clinical,6,ready,
farm-and-home-management-educators,zh-CN,Farm And Home Management Educators,education_counseling,5,ready,
farm-and-home-management-educators,en,Farm And Home Management Educators,education_counseling,5,ready,
farm-equipment-mechanics-and-service-technicians,zh-CN,Farm Equipment Mechanics And Service Technicians,physical_trade_service,4,ready,
farm-equipment-mechanics-and-service-technicians,en,Farm Equipment Mechanics And Service Technicians,physical_trade_service,4,ready,
farm-labor-contractors,zh-CN,Farm Labor Contractors,creative_performance,3,ready,
farm-labor-contractors,en,Farm Labor Contractors,creative_performance,3,ready,
farmworkers-and-laborers-crop-nursery-and-greenhouse,zh-CN,"Farmworkers And Laborers, Crop, Nursery, And Greenhouse",medical_clinical,3,ready,
farmworkers-and-laborers-crop-nursery-and-greenhouse,en,"Farmworkers And Laborers, Crop, Nursery, And Greenhouse",medical_clinical,3,ready,
fashion-designers,zh-CN,Fashion Designers,creative_performance,6,ready,
fashion-designers,en,Fashion Designers,creative_performance,6,ready,
fast-food-and-counter-workers,zh-CN,Fast Food And Counter Workers,physical_trade_service,4,ready,
fast-food-and-counter-workers,en,Fast Food And Counter Workers,physical_trade_service,4,ready,
film-and-video-editors,zh-CN,Film And Video Editors,creative_performance,6,ready,
film-and-video-editors,en,Film And Video Editors,creative_performance,6,ready,
film-and-video-editors-and-camera-operators,zh-CN,Film And Video Editors,creative_performance,6,ready,
film-and-video-editors-and-camera-operators,en,Film And Video Editors,creative_performance,6,ready,
fine-artists-including-painters-sculptors-and-illustrators,zh-CN,"Fine Artists, Including Painters, Sculptors, And Illustrators",creative_performance,6,ready,
fine-artists-including-painters-sculptors-and-illustrators,en,"Fine Artists, Including Painters, Sculptors, And Illustrators",creative_performance,6,ready,
fire-inspectors-and-investigators,zh-CN,Fire Inspectors And Investigators,engineering_architecture_validation,4,ready,
fire-inspectors-and-investigators,en,Fire Inspectors And Investigators,engineering_architecture_validation,4,ready,
fire-prevention-and-protection-engineers,zh-CN,Fire Prevention And Protection Engineers,engineering_architecture_validation,4,ready,
fire-prevention-and-protection-engineers,en,Fire Prevention And Protection Engineers,engineering_architecture_validation,4,ready,
first-line-supervisors-of-air-crew-members,zh-CN,First Line Supervisors Of Air Crew Members,military_command,5,ready,
first-line-supervisors-of-air-crew-members,en,First Line Supervisors Of Air Crew Members,military_command,5,ready,
first-line-supervisors-of-all-other-tactical-operations-specialists,zh-CN,First Line Supervisors Of All Other Tactical Operations Specialists,military_command,5,ready,
first-line-supervisors-of-all-other-tactical-operations-specialists,en,First Line Supervisors Of All Other Tactical Operations Specialists,military_command,5,ready,
first-line-supervisors-of-construction-trades-and-extraction-workers,zh-CN,First Line Supervisors Of Construction Trades And Extraction Workers,physical_trade_service,5,ready,
first-line-supervisors-of-construction-trades-and-extraction-workers,en,First Line Supervisors Of Construction Trades And Extraction Workers,physical_trade_service,5,ready,
first-line-supervisors-of-correctional-officers,zh-CN,First Line Supervisors Of Correctional Officers,legal_regulatory,5,ready,
first-line-supervisors-of-correctional-officers,en,First Line Supervisors Of Correctional Officers,legal_regulatory,5,ready,
first-line-supervisors-of-entertainment-and-recreation-workers-except-gambling-services,zh-CN,"First Line Supervisors Of Entertainment And Recreation Workers, Except Gambling Services",physical_trade_service,5,ready,
first-line-supervisors-of-entertainment-and-recreation-workers-except-gambling-services,en,"First Line Supervisors Of Entertainment And Recreation Workers, Except Gambling Services",physical_trade_service,5,ready,
first-line-supervisors-of-farming-fishing-and-forestry-workers,zh-CN,"First Line Supervisors Of Farming, Fishing, And Forestry Workers",legal_regulatory,4,ready,
first-line-supervisors-of-farming-fishing-and-forestry-workers,en,"First Line Supervisors Of Farming, Fishing, And Forestry Workers",legal_regulatory,4,ready,
first-line-supervisors-of-food-preparation-and-serving-workers,zh-CN,First Line Supervisors Of Food Preparation And Serving Workers,physical_trade_service,5,ready,
first-line-supervisors-of-food-preparation-and-serving-workers,en,First Line Supervisors Of Food Preparation And Serving Workers,physical_trade_service,5,ready,
first-line-supervisors-of-gambling-services-workers,zh-CN,First Line Supervisors Of Gambling Services Workers,physical_trade_service,5,ready,
first-line-supervisors-of-gambling-services-workers,en,First Line Supervisors Of Gambling Services Workers,physical_trade_service,5,ready,
first-line-supervisors-of-helpers-laborers-and-material-movers-hand,zh-CN,"First Line Supervisors Of Helpers, Laborers, And Material Movers, Hand",physical_trade_service,5,ready,
first-line-supervisors-of-helpers-laborers-and-material-movers-hand,en,"First Line Supervisors Of Helpers, Laborers, And Material Movers, Hand",physical_trade_service,5,ready,
first-line-supervisors-of-housekeeping-and-janitorial-workers,zh-CN,First Line Supervisors Of Housekeeping And Janitorial Workers,physical_trade_service,4,ready,
first-line-supervisors-of-housekeeping-and-janitorial-workers,en,First Line Supervisors Of Housekeeping And Janitorial Workers,physical_trade_service,4,ready,
first-line-supervisors-of-landscaping-lawn-service-and-groundskeeping-workers,zh-CN,"First Line Supervisors Of Landscaping, Lawn Service, And Groundskeeping Workers",legal_regulatory,4,ready,
first-line-supervisors-of-landscaping-lawn-service-and-groundskeeping-workers,en,"First Line Supervisors Of Landscaping, Lawn Service, And Groundskeeping Workers",legal_regulatory,4,ready,
