slug,locale,seed_ordinal,score,asset_row_hash,approval_status
economists,zh-CN,288,7,b8e424a44d208451659341d2e2406e580399dfc6b7b18247e53bdfbd0537e04d,approve
economists,en,288,7,ba03e09d55da9665d1136df2d9c067d98e05a5c053ad306bd03e146d90e9f938,approve
editors,zh-CN,289,7,a0dfcc0a56d4df8b03f2ab1760c77a2d63ffe5cb07b315222d195f9c518fc9e7,approve
editors,en,289,7,0499df535c0597a9bafa84b089d3f1987a88e3295deec52abecc13594a7ed17c,approve
education-administrators-kindergarten-through-secondary,zh-CN,290,5,17b5fcd1bf4b6c2aaf2dca2e6fdcb3da4a74633ef1392c5dccb0a27fd5e09944,approve
education-administrators-kindergarten-through-secondary,en,290,5,39ce71219f0933c2caa2ddcb0c74c2806e982ab33bfef938dc41870844249304,approve
education-administrators-postsecondary,zh-CN,291,5,73c0b474e139a38d0d6bff7c60930134e5cb1a99e2f060c54513c577ce7e820d,approve
education-administrators-postsecondary,en,291,5,b19d2638e27bd9c8bec47ebcfeea1e9323276c78b01be33c84135da46dd7cf22,approve
education-and-childcare-administrators-preschool-and-daycare,zh-CN,292,5,dd79d4c0d486d274a4ced2918da47dc990374525565407c2e9dc8c8cb9ca8170,approve
education-and-childcare-administrators-preschool-and-daycare,en,292,5,0d0cc47a959657291897051549872c0d4b42f99df3a767be2638176c1b639c03,approve
education-teachers-postsecondary,zh-CN,293,5,0cd3e881a5ced686cfc6b25c3786da9e1d748d21c33b41eb58f9fd966edff2c6,approve
education-teachers-postsecondary,en,293,5,48bbb94185be64d084fe045cc474a9de76f9c7055eea16fcd592e2728394031a,approve
educational-guidance-and-career-counselors-and-advisors,zh-CN,294,5,2c0046d45dffb8077a29d35f548076d121aaa949beb37eb62b3c88bf3ac26c2e,approve
educational-guidance-and-career-counselors-and-advisors,en,294,5,4353fae304c8370b0c81c2d27ab6055760f52f73d62bbdc43f9266508582070e,approve
electric-motor-power-tool-and-related-repairers,zh-CN,295,4,90d8748c7a23c0c9815bdc02076577519958b7d7b9acfa55716e3ff7fd973d3a,approve
electric-motor-power-tool-and-related-repairers,en,295,4,d018b93bdd7bc1f266599db6dcd6ae0dc47f682fee63694f610da801d1e0a9e2,approve
electrical-and-electronics-engineering-technicians,zh-CN,296,6,e7be0f6b7e9979f7f8e15d016766b8bf5cad4c80e3db2296ef110cdbbe8a20cb,approve
electrical-and-electronics-engineering-technicians,en,296,6,4d6b9250ef023f2ba9628a42c5d50f77f3ebdb8f197c6589f254c00c0e5caced,approve
electrical-and-electronic-equipment-assemblers,zh-CN,297,6,0d43015feca57028cd7e077d2bdd41fd771a3c328ac91a73bcc8e5656fecf3ac,approve
electrical-and-electronic-equipment-assemblers,en,297,6,c6e4afae65efba785ea9fbc27faa86abe125efdd8e424bb3792b0abdb5315705,approve
electrical-and-electronics-drafters,zh-CN,298,7,2bcf1ffb713dbe7aacae56ba730601669f26c28f1d840f2b2a8546226ff657f2,approve
electrical-and-electronics-drafters,en,298,7,e414b4b2bc215755482f900a249dca3a026285ac631b461330b2a314c518573f,approve
electrical-and-electronics-engineers,zh-CN,299,6,ddd3dd3f5b46f4785dc5826be33a2b738dac8d9efff54238b37232509e0debfe,approve
electrical-and-electronics-engineers,en,299,6,899b2d29ba82757d269720f2dfb0486aea4df09c87c030fbcc67dc17ffa80c08,approve
electrical-and-electronics-installers-and-repairers,zh-CN,300,6,c16352d339dbcf824813042a2606abe5db8b7c8473a02fe8d1372487a6f7ce37,approve
electrical-and-electronics-installers-and-repairers,en,300,6,223bbc79df2f74f4534130423a08db9cb9c3d783bc7e21779ca52780353b22a7,approve
electrical-and-electronics-installers-and-repairers-transportation-equipment,zh-CN,301,5,a2f6471130382ba08c9a73a051b4c0ec3dcb0add247e44851103af4455eedeca,approve
electrical-and-electronics-installers-and-repairers-transportation-equipment,en,301,5,752f48b3fa5324e5325c6d7736c1e7f1c8a5ceb4d96ef0473eb94c7044223417,approve
electrical-and-electronics-repairers-commercial-and-industrial-equipment,zh-CN,302,5,a6920ba80dcebbc48ae9cd8b613b814ec4bd5a39b60c98873aad58244fc5939f,approve
electrical-and-electronics-repairers-commercial-and-industrial-equipment,en,302,5,9e7990d2c79abac6fada69aafe1f41d81f86093bffb939f7ec317cf753e5bf79,approve
electrical-and-electronics-repairers-powerhouse-substation-and-relay,zh-CN,303,5,79854457129f4153d55e7dfee48f4aa98f6adc4d4b3074345ee9a25ec2b20698,approve
electrical-and-electronics-repairers-powerhouse-substation-and-relay,en,303,5,94ab8ec3544322cab4536232f374a5de40cfaa6fa0d80b2312f6cb229aa218cf,approve
electrical-engineers,zh-CN,304,7,18c83b9d9bb43f1e854c26ad0034705d3d68f309f036648f9bb1d30d2afde90b,approve
electrical-engineers,en,304,7,0772899eff52ccf11a4a01b0db9cd62b34e3fe177de8ee26a3a5047c77235aaa,approve
line-installers-and-repairers,zh-CN,305,5,06ee36a1ce3b1ff5fff0f009c937cffc392e4a0b11037ad939d66449cbf7c3cf,approve
line-installers-and-repairers,en,305,5,298b80b1057d1555e424c52b9c3956acfb0e723b2a1c9922a4e0fc3bcf8cef2a,approve
electricians,zh-CN,306,4,ab228ccb54a29fd70be96de7606ece9a0ab77ead551a2f5b16ffe30ed98d6242,approve
electricians,en,306,4,dda2e8ac48f64d2c9d892fd30367afc126bac239014263505abcd507f0a08ca7,approve
electro-mechanical-technicians,zh-CN,307,4,e45597fb2b80622b7144af5c93f45216e990e25d6b26b06a51cd340f742e8c67,approve
electro-mechanical-technicians,en,307,4,17fddcfd19d6c88afe4c3d71de351abab3cbb90404178d44248beb9d1b72a2cb,approve
electromechanical-equipment-assemblers,zh-CN,308,4,b09323e43f4c552f1a248394c390d910a0d9471bc3060cd0e33cd6991cb6090d,approve
electromechanical-equipment-assemblers,en,308,4,cd9e087efdb4bf77fe54c661a90c2ab92a059bd7f6fb903f20bb947f948b1df4,approve
electronic-equipment-installers-and-repairers-motor-vehicles,zh-CN,309,5,cf4b021aaf570bf829f89df6871c7be406e03d0594cd88bb8cb4b743240ec3ae,approve
electronic-equipment-installers-and-repairers-motor-vehicles,en,309,5,c6e842adda3780804a327702a85f58f395c4cee11be6b9184931aed2159b05c0,approve
electronics-engineers-except-computer,zh-CN,310,7,9cca0195e9d79e33e714df3beea06e47508b3e9ab4d292a862946461b1ca410d,approve
electronics-engineers-except-computer,en,310,7,955cb7cf4280823af2191bdf704edb9eefcacd3afab855a90e3ae3afb5112865,approve
elementary-school-teachers-except-special-education,zh-CN,311,5,70c83481c7a37471a9fdc81181adef7dd02db60cb92fb5dbf74ff75a8c94c1f3,approve
elementary-school-teachers-except-special-education,en,311,5,da072316fed58ce40eeb49fd1f44d102b857ff239478c3ffee6339c6744652ea,approve
elementary-middle-and-high-school-principals,zh-CN,312,5,26d92d10114b156848ccc2c4f4223aeadded02832e6accd6d9e02e28654ef2d7,approve
elementary-middle-and-high-school-principals,en,312,5,3c69376e70b851710c7498c5ca9be26accfaaccb7dbd363df1ad84271c62201b,approve
elevator-installers-and-repairers,zh-CN,313,5,6c94eeb2931f546c105d962f33e113a01009e7479162c13b30080b14b540e888,approve
elevator-installers-and-repairers,en,313,5,5b8d219136c8b1fd22f6bcaa2e2252b035b1b01574d93210c8dc97e66a7c8230,approve
eligibility-interviewers-government-programs,zh-CN,314,6,aa222bb1a20fe69907604c3cf05f9e3789dae7bf8cabb15da575c43f966cab24,approve
eligibility-interviewers-government-programs,en,314,6,c0196c23c02663b56ad1efc2d8e68c88dee9a12a5cae0c0af6f9d024a7f8c592,approve
embalmers,zh-CN,315,3,086f65d4434c21aad691a2d7ae3ad32843dd0a867fccd822cae821862fc80b9b,approve
embalmers,en,315,3,b4fa825a9d24e703d0cf35ca7252e1e165ff9b759043375f5329151a71389293,approve
emergency-management-directors,zh-CN,316,5,e754cb6b1fa8602dd2d8322e8d0827b7193593baee6f17b92c4f7e859525b74f,approve
emergency-management-directors,en,316,5,25e2d6e4af177c4055b6d6d967112606abdd4ec08b0b3c76626e3d20f218aa59,approve
emergency-medical-technicians,zh-CN,317,5,f59c3fbb54d0dbc95c489c4e3a75c128a58e4f06c59b8ff6847aebee5d828f66,approve
emergency-medical-technicians,en,317,5,cdad27f3445cae53d2ab50fb629a71dc41418fa997bb05f60c18f6a6aaeb6e27,approve
emergency-medicine-physicians,zh-CN,318,5,0555fc21ac9bdc243de371bee3b313ec44a43b0804a540f1a61fc348079fa71d,approve
emergency-medicine-physicians,en,318,5,1abc04cf9953287e59493d5311c420d68a6045cd3306518e8810a4e5f0234ec3,approve
emts-and-paramedics,zh-CN,319,5,a9926e08525c934bd40423ba9ec59183a711a8ec607d92cc00fb1d6b02d6d146,approve
emts-and-paramedics,en,319,5,a5a6c4ef6a1670a91b5590a79ab8f761a17380a92a4fe9bda17e43630d747571,approve
endoscopy-technicians,zh-CN,320,5,74fb4a399766775b72f89e844062e974a68fa69ed5f440993442b98fe3fc2115,approve
endoscopy-technicians,en,320,5,06684b852e329b4ef28c269ac27bab190f0faace78c71688acd80fb0c1eb142f,approve
energy-auditors,zh-CN,321,7,f67cd67fd56bfea9871e03679d8c58e06cf06a693f79addbed3a422585639e20,approve
energy-auditors,en,321,7,51195e96e232a8a36bf5459b94ea4d252e7d0aebc4bede36b8feef9551ab669d,approve
energy-engineers-except-wind-and-solar,zh-CN,322,7,6759d9d20527356d2c4072ca13f34c0c2e8c59c968a24f1f95ea9ecbb21b012b,approve
energy-engineers-except-wind-and-solar,en,322,7,785f018b35cdf5a293cd35a10d569b6c827b9a70e9d67bda117c4921d75c7c89,approve
engine-and-other-machine-assemblers,zh-CN,323,4,dfac72b5cb32aa1a9f6ad5f75cbda41f9b3ad90b2753db6b32c8b4343a37a88b,approve
engine-and-other-machine-assemblers,en,323,4,078f29a25ebf1071e41409757faec5c19fff4b485ca9b0cb3718eb0e88c7528f,approve
engineering-teachers-postsecondary,zh-CN,324,5,cc04e54bd55ca2f5711883b227968011a5b6ec3ec9cdcd27379c8cd752fbe0ed,approve
engineering-teachers-postsecondary,en,324,5,e591bd1487683a1103cb931e7b454b51163ecb5584f4c962180fc2367138f350,approve
english-language-and-literature-teachers-postsecondary,zh-CN,325,5,356fafd9e2c462ea0c05fdc68e91b74fe09fa45db2c795bc66a03d2066201e51,approve
english-language-and-literature-teachers-postsecondary,en,325,5,cfdf096109fa9a2c8b54b3f5e00440ae4cb0ac487a2f379405a775f25c3e81ed,approve
entertainment-and-recreation-managers,zh-CN,326,4,e09bf8c012a6202219b8e4dd743855c6e887820975e17c5009aac164afdea444,approve
entertainment-and-recreation-managers,en,326,4,e55c4d267517453229b4031d4f2062746fef08c51c356ab0365c1b687d0b7d2b,approve
entertainment-and-recreation-managers-except-gambling,zh-CN,327,4,dbe10c4ebb58f5ee975fd11ac51836f2623422bd660a659713eafe0be82e57ee,approve
entertainment-and-recreation-managers-except-gambling,en,327,4,bd13e81cf2dc46138a7c614f64b13745b9e90b84e16fe8c53a5690671c5ab3e2,approve
environmental-compliance-inspectors,zh-CN,328,7,39022584f543aa16b8f8a3326a38c2e1398039bba46e5e6900b8c22eeb0722da,approve
environmental-compliance-inspectors,en,328,7,f010302befee7577db8a2ae7edc08c569f113475fd713b379e5eb5ddac0b3d10,approve
environmental-economists,zh-CN,329,7,f33e4bced9be81bc5730842ec292692f4ef41b88002679f86f3a77eda2dbacd5,approve
environmental-economists,en,329,7,88c59ee2d8d31fa20d391b5795de0f3d0dc9c496ccabfae8dec7ed5473eb97c9,approve
environmental-engineering-technicians,zh-CN,330,7,8d5fcd1f7136976fef1cbbbbd9d56ce7d8ce2b222b5c94904681f9dda0783433,approve
environmental-engineering-technicians,en,330,7,b43c24eb39f8ac55849126b5ec3a7fa2353d77e31e9d3fcea2cd8a23bde05242,approve
environmental-engineers,zh-CN,331,7,f0e8e6e3cb2d69610e5cdd74128eb82f953748402eec38102a013ffbfe97d428,approve
environmental-engineers,en,331,7,817bfde5744e8ab3fffa557673986e3c84069f88f7b2716d2fe5582558715406,approve
environmental-restoration-planners,zh-CN,332,7,2e063f2b1974244d10fa6f0fbd584c4600e0efea69011fe7a31e97b9511c3582,approve
environmental-restoration-planners,en,332,7,0fb74fedb2e3b1a81b9ffbdc1b902e8d7b47f1e2ec8d0da8ead62492dc119cab,approve
environmental-science-and-protection-technicians,zh-CN,333,7,345bc94825c0d160a5c06de9e9e756ec28bd2eac69d7b0f1d9bb325295899faa,approve
environmental-science-and-protection-technicians,en,333,7,6cb05e3bd7284734d19a3843ffc1e2c4eecbe0dc72528663824319a73e789a35,approve
environmental-science-and-protection-technicians-including-health,zh-CN,334,7,6c49c1a3f52d7a1d40c652b046bd2ecb2fe56cb59a1953b08c14e95db97e07ef,approve
environmental-science-and-protection-technicians-including-health,en,334,7,95f325dcd7f02909f14adc84a2b096ad3ac42d2853cca18ff3a664226fa9ef4e,approve
environmental-science-teachers-postsecondary,zh-CN,335,7,9e61c46ce8ace79cf570dcf500cb3e2a87644bd77453208d672126e7921514f9,approve
environmental-science-teachers-postsecondary,en,335,7,aecfc3ae43e24a30a6dc45d257d76213e1cfdc534ce54085e0f5b3e619519a8c,approve
environmental-scientists-and-specialists,zh-CN,336,7,875e19f6595ccd599ad4afd7472f3daf34b052b135922a9db837e1c1c7f0a137,approve
environmental-scientists-and-specialists,en,336,7,fda67ac89467ff7cb37f402e4c80db635d11127a1fd2acd27bafc038d5ff2e57,approve
environmental-scientists-and-specialists-including-health,zh-CN,337,7,7bb2cb867f8cf225d30b71c6a0d2a71b1bc4ffbab57e6684a1b0178dced231ba,approve
environmental-scientists-and-specialists-including-health,en,337,7,a509cb789b6384197c23e73d7d4c0e9185f88f33ecc60fb30a74cb169412c771,approve
epidemiologists,zh-CN,338,7,28ccc4735d513c78d6569fd06c948151ce8d362d608b0bd34ae0547647fa0dbf,approve
epidemiologists,en,338,7,4da562d1ad36cde2b93636ad9208d0c475e6cb3ed6a4c552561114fcf4c3de81,approve
equal-opportunity-representatives-and-officers,zh-CN,339,6,575a26d0cf817f585f0b5d339b59032eb4541b34c2167a7ae0bd97048d532638,approve
equal-opportunity-representatives-and-officers,en,339,6,af7273411545d97a82fef2f09d5accd09ef6815d7b9288664f64f80c54a974de,approve
etchers-and-engravers,zh-CN,340,4,92848220dcc9cbcf1ec39fe7c4d2ca4eee9e1a83d791a79a1cc927a4fb9263a1,approve
etchers-and-engravers,en,340,4,d819a5ffdfc2f92c8729f436e882185c9ffc9f2f2afb0e8979d1c751cb8ad423,approve
excavating-and-loading-machine-and-dragline-operators-surface-mining,zh-CN,341,3,543e3d789399737d978d7c4c20335eb5c1aca90c1519c3e0c07e09bfa06cd6db,approve
excavating-and-loading-machine-and-dragline-operators-surface-mining,en,341,3,d07565600cb6aabd61f88a8b9ccf017273d857e95544a118839f63a5525fede5,approve
executive-secretaries-and-executive-administrative-assistants,zh-CN,342,6,ae096afb0443ba8da796d5d02a567cd89cea54c04f55780cd40b5b3b4b0cf324,approve
executive-secretaries-and-executive-administrative-assistants,en,342,6,c4c5f77bf6865825b74313e3df1f812e814599eb9856f43cc7ab798812585a0f,approve
exercise-physiologists,zh-CN,343,4,bb23e173668c7167cf76e8ee6f6c3ff3bddaf60356121372e7f4729c352d22ff,approve
exercise-physiologists,en,343,4,8185c65c2f687296be03dfa571d6d62bac462effa88042fb62cfcf03672745df,approve
exercise-trainers-and-group-fitness-instructors,zh-CN,344,4,bd6d415addacf876e6ce53842ddc88310be215baa6d387116c69ce268cff9752,approve
exercise-trainers-and-group-fitness-instructors,en,344,4,367a25911c2907b19260986132f0fa0b989afc9b8485cd0125274dced396ba49,approve
explosives-workers-ordnance-handling-experts-and-blasters,zh-CN,345,3,c3d846d99952b2b6cd2dba12e930a9a434656fec5dca4cd8b04c1aa695763be1,approve
explosives-workers-ordnance-handling-experts-and-blasters,en,345,3,7e2b3c19ec96feb9f712ece42e38064ee91e4894008c1068131a1643daf2df15,approve
extruding-and-drawing-machine-setters-operators-and-tenders-metal-and-plastic,zh-CN,346,4,d609bc4466e7ffce977cf5a8fe7d1151655e1d7ca2520debb18d0645fe73575c,approve
extruding-and-drawing-machine-setters-operators-and-tenders-metal-and-plastic,en,346,4,4de6f6b404a8f268d4dda7bf6a9f202d95e87c4814a8963bb455415e3b7205a7,approve
extruding-and-forming-machine-setters-operators-and-tenders-synthetic-and-glass-fibers,zh-CN,347,4,bae343038332a869f0bc64949eada07a21d4eda8da1a22a8978719cac0ec40f9,approve
extruding-and-forming-machine-setters-operators-and-tenders-synthetic-and-glass-fibers,en,347,4,da43c846cf19ee7179625d34567d1ca1a98f9f544e4d0b65daac8d19a1cb307e,approve
extruding-forming-pressing-and-compacting-machine-setters-operators-and-tenders,zh-CN,348,4,e6d99d5d327bf26ab3daf28bdf83d94da8384f6ac56c3533e9d679237bbdc860,approve
extruding-forming-pressing-and-compacting-machine-setters-operators-and-tenders,en,348,4,d4840e98a3762512001a2c26f8f5a791a77eb7625d17617dc4d35e9ab1304218,approve
fabric-and-apparel-patternmakers,zh-CN,349,4,01ae52fa4bb07aa58e9b94791f9e98386f304d03c9f993bbcd71d1dd19343b9c,approve
fabric-and-apparel-patternmakers,en,349,4,49fe49c65649745da1c5d13c2ef106944574bfb862ba2d9d9c2d8ba5bc7f26f2,approve
facilities-managers,zh-CN,350,5,fb247f56067baf28a2b9407cd8dabdfb2b22e0a6e1a93cdb958f6b0d36e384cd,approve
facilities-managers,en,350,5,19927f29df6e5e0f0eff06a122629e4493fe1068a6cb46cf99753a4bf19d611b,approve
fallers,zh-CN,351,3,915012f9fd3f7af98e4cbe8cf9da0759cc9dd636b2ff121482f2a8f83079f181,approve
fallers,en,351,3,635d9de047b55f2717e0b9fe56a1a47fe6872bd9ab9fbedc452d5e6f41dc3ec8,approve
family-and-consumer-sciences-teachers-postsecondary,zh-CN,352,5,4c8e9a8f2b1262db6c4bf558e47cdc20035e85919c64d82b7112c3aed78f6b41,approve
family-and-consumer-sciences-teachers-postsecondary,en,352,5,5286761b49e137d1845315cee371651871ac6608f0a1bef4833dcd26c1049c45,approve
family-medicine-physicians,zh-CN,353,6,fa2ff2270122fe4cabfbd3d67aa1455163264d61098362abe1d9fa50e98b4b7d,approve
family-medicine-physicians,en,353,6,e0e08c2f51f10ae62e91cd61019fa48115117bff1fdbcd07b7b3f6797e2a3169,approve
farm-and-home-management-educators,zh-CN,354,5,fac2af35073ae4e794166905e38720beb835cd3b913821d87e6f341e2bb1dae1,approve
farm-and-home-management-educators,en,354,5,640b473345d51a01af5bc5a69123c2718d7666effb59272ec84aeb1de6cba2c8,approve
farm-equipment-mechanics-and-service-technicians,zh-CN,355,4,5bffd4fb8c3764fca80c5512caff2864530559ecb8a6990639078d5896c465f0,approve
farm-equipment-mechanics-and-service-technicians,en,355,4,0ec21a2e134395d9322fffd4b63ea0fdef3d3ce46e789db44d934e022a12dc40,approve
farm-labor-contractors,zh-CN,356,3,9d4e58097ca0a1788a92b33e59fde227c1afc746de04b82036ec8fdd3e379a9f,approve
farm-labor-contractors,en,356,3,24a50cb7e3bf963ccd75f31325c160ee15328a9fd1e588fae5d483a2cd51e2c3,approve
farmers-ranchers-and-other-agricultural-managers,zh-CN,357,3,ec7cbaeb5691fdce27af745ec2f71ffb07a8db65f2c696001dd16eae884f02cf,approve
farmers-ranchers-and-other-agricultural-managers,en,357,3,f33f1fda9fa87f6f6efe9bb3860053e992d689b196f76c919a13258301932be8,approve
farmworkers-and-laborers-crop-nursery-and-greenhouse,zh-CN,358,3,c0773828a909ce13c0940c3379965b909215b141aa2dd8c127371f4ffc1d3b0e,approve
farmworkers-and-laborers-crop-nursery-and-greenhouse,en,358,3,ea6da640fa071e67e2a60007b18092da9f5d23629b8b32b48ee2aec66418fdc6,approve
farmworkers-farm-ranch-and-aquacultural-animals,zh-CN,359,3,ee381de31df8aa975f61effbf30e9143ed34f345d2690ec7f6e087d7e90bf637,approve
farmworkers-farm-ranch-and-aquacultural-animals,en,359,3,9c7c9cddd673185462d63d49bc01a7e729e4553be8bea1e47bdae965c56bfccf,approve
fashion-designers,zh-CN,360,6,b2c875aa580b8679627743e1737ac7d8a83ab6775ece548222f645f5a296fa93,approve
fashion-designers,en,360,6,7c61913a3a99bd7a48823a3d6510fd52b731366d61fa011784e06320ea96b178,approve
fast-food-and-counter-workers,zh-CN,361,4,e7247832cf3885c47dc3d4a673d0dc0ed237e828d5c5103fffac3752545632f1,approve
fast-food-and-counter-workers,en,361,4,94e4006ba0750193bff8fd79b7822087b209bc8155bfeb237fde6a48a7203e92,approve
fence-erectors,zh-CN,362,4,593e77eb3a3c7460d5ad6c6d34de18e016a6b935b53468b2ae67adb7efa4754b,approve
fence-erectors,en,362,4,dadc43bf806a6c19485913e3a1f67c5716708079dae425a56031d84b4974bf8d,approve
fiberglass-laminators-and-fabricators,zh-CN,363,4,215efc5b820109eb0a6b05fb185334903eea1997444d9c2fd584b52b882307b9,approve
fiberglass-laminators-and-fabricators,en,363,4,74cc90bd0e9d98beb5bc9c9271f095103f04506e3b621056bc742f52a09ed2a5,approve
file-clerks,zh-CN,364,7,43cf2c1580683bf0b9f778f220f449401339bcb57573015a844c9aeb1b97e366,approve
file-clerks,en,364,7,211f9f29a2439722236539f446d41b99e9db9efb46ca3840865ee1b04e296f2d,approve
film-and-video-editors,zh-CN,365,6,e4a7be4d484f769ad6a6bffccbe2058b392c617411ffc947309e333b81ed8456,approve
film-and-video-editors,en,365,6,f352211271f3e17cf45bd10e8e3e1617d674034c9964939ac105a637e077550f,approve
film-and-video-editors-and-camera-operators,zh-CN,366,6,821dec6a0d1d1606ecdba038ce5a17a03ae949a86c40ca77edb4ba1eafba7013,approve
film-and-video-editors-and-camera-operators,en,366,6,5318d5add8cf24688a92d3911ea7bf0a3803f2f818198690a0670ccd37b65e71,approve
financial-analysts,zh-CN,367,7,aca7952f105ff18ba46b86bf7af492c7858147cbc824189917e0b2266b88320a,approve
financial-analysts,en,367,7,147b6bb6830a28aac52e25c09b9855e094d727017bad8fd22ac000314d583363,approve
financial-and-investment-analysts,zh-CN,368,7,dad06c4dea26475041a830826e7d8a816802c46a756ab996ee49d04553167c48,approve
financial-and-investment-analysts,en,368,7,05ea6f78bb6fa47a21ddd8c03054b721479a52e45f7ca57bb2d14e80ef718633,approve
financial-clerks,zh-CN,369,7,9cacf8d80843015fbe14cc96ff7db538c5b16a97e1c7f48e728d6470e9c63b4f,approve
financial-clerks,en,369,7,2f589337225ad214936f5782f70385d957c44a99403285f2d9135534cd701ad4,approve
financial-examiners,zh-CN,370,7,366ed4660959301ab58f80ba80c298722d57f685c61c89c99a941e26070f95cc,approve
financial-examiners,en,370,7,f09c7cebbbd63e919380ab160fc034bbded57eb34b9caa3572a1c2f66fb56f24,approve
financial-managers,zh-CN,371,7,770532a578416d7fc8e4c3c94476c43d4002887023d1f5139ed80afc8e0c09b5,approve
financial-managers,en,371,7,86b93317eb5321733dbdd6fea2097a0599bb306470709b2c239d9bdbbb65b1a9,approve
financial-quantitative-analysts,zh-CN,372,7,2e822a159e403f290db095412ccee075425a1708462a1fa85ac7ffc71d5a9253,approve
financial-quantitative-analysts,en,372,7,243119c16495f7a9fa5a6683f0c8e1a7d1d41f545504986d3d33c08025c85f99,approve
financial-risk-specialists,zh-CN,373,7,26bf1b300585d7d311645ce82afab2786fde791b20169aaee32c03db4efe283a,approve
financial-risk-specialists,en,373,7,f253b7481f44d087986ae36df5fdb84fe78182faea315631b5d74d8033347ec2,approve
fine-artists-including-painters-sculptors-and-illustrators,zh-CN,374,6,073b8f788e8696b0536868f235fa263d1bb0254c3ef5db04eb72993e68c02826,approve
fine-artists-including-painters-sculptors-and-illustrators,en,374,6,bc58c5f5a2cb1d536abfeaa5e617ae101116b8898d5726f8c124699b4f56c8be,approve
fire-inspectors-and-investigators,zh-CN,375,4,41e6c2bc585ad7dcc97be5717408a1625a3a39f25c82ca48ce5e86dc74745556,approve
fire-inspectors-and-investigators,en,375,4,2f1a0de2d9b5d357d3ecec74702e16535b4a450fbfdf59c3a77ea414852f08b6,approve
fire-prevention-and-protection-engineers,zh-CN,376,4,c0d86587a8db4983d5819d29bb984d9864b7778ab89562659b6d8d594ea07ff0,approve
fire-prevention-and-protection-engineers,en,376,4,d78d1cc4d55f08a4f2d75f8937ee4a6818332eb6bb3053932d47be740092afb4,approve
firefighters,zh-CN,377,4,904bed1880f8fbf5686d9146bcb725daa2d0362f1bd5980f0af3998c8aa77768,approve
firefighters,en,377,4,0fea2593704d9da8fec46a2b64c4c036e0decea8ee5e0204790d9852a395e2db,approve
first-line-supervisors-of-air-crew-members,zh-CN,378,5,04fe3c5774cdb4160c00836c3eee2de95ea5a0197cf7597981170a491d6a476c,approve
first-line-supervisors-of-air-crew-members,en,378,5,68035d49ed6eb74b7ba82d7f16497ae6a9c409d2d4b47a3a35e881ce572ce33f,approve
first-line-supervisors-of-all-other-tactical-operations-specialists,zh-CN,379,5,d81557b28884ee038fd09771e1cd9a4da239b9ca56686b5311037b7049a3c1f2,approve
first-line-supervisors-of-all-other-tactical-operations-specialists,en,379,5,5e6d0a85f27b9fee8e8e89a14db4ebd2389d48d7aed00b6c316ed4d08fa2161a,approve
first-line-supervisors-of-construction-trades-and-extraction-workers,zh-CN,380,5,cae929e0995cb60f1e4664b527d698177d90f945b31df35c03b4ef69ed987a89,approve
first-line-supervisors-of-construction-trades-and-extraction-workers,en,380,5,fb5cfb8aa5e83bde3d499f69b2803862a6b9269e471b9e7fc085628f5378abe6,approve
first-line-supervisors-of-correctional-officers,zh-CN,381,5,e5c0da98df1dd92aca36c62b257f6ed84a222d0a2185ff6df7abace12921db9c,approve
first-line-supervisors-of-correctional-officers,en,381,5,94d80137b94d4a356cdab7057ca01f2f72d0f14c470e128902b72b5b2bfa9959,approve
first-line-supervisors-of-entertainment-and-recreation-workers-except-gambling-services,zh-CN,382,5,f4807241cfe114926cfc0fab67ad2e4028778503564ef653d5d55b20ecbe87a9,approve
first-line-supervisors-of-entertainment-and-recreation-workers-except-gambling-services,en,382,5,6904de1e1edb2a56bbc26107be3771559a6ac806b62bb6bbbf811150f9da0e1f,approve
first-line-supervisors-of-farming-fishing-and-forestry-workers,zh-CN,383,4,55cea8ae74c34ba632532d9826ddc4e294067f7d6fd8d7a10bc8cfbfc611f932,approve
first-line-supervisors-of-farming-fishing-and-forestry-workers,en,383,4,aaf8d69ef22b2b9c66df1816cdfe2acb3922a7a8b0465c4a2af62287dcc8d5cd,approve
first-line-supervisors-of-firefighting-and-prevention-workers,zh-CN,384,4,46ea101cea31935cb77a117fc4c11d3a2478a414363ffe697eabb6b9d8e73ec3,approve
first-line-supervisors-of-firefighting-and-prevention-workers,en,384,4,e503042517418b52c038c625a5e77a5443e7201a120433552578c6ec27363cf5,approve
first-line-supervisors-of-food-preparation-and-serving-workers,zh-CN,385,5,c68da68a4f9e0c2fd9dfb76e8c6ca55f4da5d814c3f034f548248a439e2f37ff,approve
first-line-supervisors-of-food-preparation-and-serving-workers,en,385,5,1f519016444bf2ed54310c3ee1ea43ce1515c6a69cc35e89c117f607699bf153,approve
first-line-supervisors-of-gambling-services-workers,zh-CN,386,5,89d2003c96837ba535cddcb5ccd499b115205faf14c3de6f10d2ba449b60dd0f,approve
first-line-supervisors-of-gambling-services-workers,en,386,5,a437a6d1ad1f64999d80ccf3226c11bda0ca9338d107b732559e49583bcadcce,approve
first-line-supervisors-of-helpers-laborers-and-material-movers-hand,zh-CN,387,5,f73d9ffa82f395668af366e7a5987ab88ae04ec28f4ac471f9fbe07939d611c3,approve
first-line-supervisors-of-helpers-laborers-and-material-movers-hand,en,387,5,5fa24f0302b2549a160877f605b9ff3a6992d115e1c27bb904448f8c54819d74,approve
