slug,locale,title_en,title_zh,score,confidence
database-architects,zh-CN,Database Architects,数据库架构师,8,high
database-architects,en,Database Architects,数据库架构师,8,high
delivery-truck-drivers-and-driver-sales-workers,zh-CN,Light Truck Drivers,轻型货车司机和驾驶销售员,3,high
delivery-truck-drivers-and-driver-sales-workers,en,Light Truck Drivers,轻型货车司机和驾驶销售员,3,high
demonstrators-and-product-promoters,zh-CN,Demonstrators And Product Promoters,产品演示与推广人员,5,medium
demonstrators-and-product-promoters,en,Demonstrators And Product Promoters,产品演示与推广人员,5,medium
dental-and-ophthalmic-laboratory-technicians-and-medical-appliance-technicians,zh-CN,Dental Laboratory Technicians,牙科、眼科实验室和医疗器具技术员,5,medium
dental-and-ophthalmic-laboratory-technicians-and-medical-appliance-technicians,en,Dental Laboratory Technicians,牙科、眼科实验室和医疗器具技术员,5,medium
dental-assistants,zh-CN,Dental assistants,牙科助理,5,medium
dental-assistants,en,Dental assistants,牙科助理,5,medium
dental-hygienists,zh-CN,Dental hygienists,口腔卫生师,5,high
dental-hygienists,en,Dental hygienists,口腔卫生师,5,high
dental-laboratory-technicians,zh-CN,Dental Laboratory Technicians,牙科技工,5,medium
dental-laboratory-technicians,en,Dental Laboratory Technicians,牙科技工,5,medium
dentists,zh-CN,"Dentists, General",牙医,5,medium
dentists,en,"Dentists, General",牙医,5,medium
dentists-all-other-specialists,zh-CN,"Dentists, All Other Specialists",其他专科牙医,5,medium
dentists-all-other-specialists,en,"Dentists, All Other Specialists",其他专科牙医,5,medium
dentists-general,zh-CN,"Dentists, General",全科牙医,5,medium
dentists-general,en,"Dentists, General",全科牙医,5,medium
dermatologists,zh-CN,Dermatologists,皮肤科医生,5,high
dermatologists,en,Dermatologists,皮肤科医生,5,high
derrick-operators-oil-and-gas,zh-CN,"Derrick Operators, Oil And Gas",油气井架操作员,4,medium
derrick-operators-oil-and-gas,en,"Derrick Operators, Oil And Gas",油气井架操作员,4,medium
desktop-publishers,zh-CN,Desktop publishers,桌面出版人员,7,medium
desktop-publishers,en,Desktop publishers,桌面出版人员,7,medium
detectives-and-criminal-investigators,zh-CN,Detectives And Criminal Investigators,侦探和刑事调查员,5,high
detectives-and-criminal-investigators,en,Detectives And Criminal Investigators,侦探和刑事调查员,5,high
diagnostic-medical-sonographers,zh-CN,Diagnostic medical sonographers,诊断医学超声技师,4,high
diagnostic-medical-sonographers,en,Diagnostic medical sonographers,诊断医学超声技师,4,high
diesel-service-technicians-and-mechanics,zh-CN,Diesel Service Technicians And Mechanics,柴油设备维修技师和机械师,4,medium
diesel-service-technicians-and-mechanics,en,Diesel Service Technicians And Mechanics,柴油设备维修技师和机械师,4,medium
dietetic-technicians,zh-CN,Dietetic Technicians,膳食技术员,5,medium
dietetic-technicians,en,Dietetic Technicians,膳食技术员,5,medium
dietitians-and-nutritionists,zh-CN,Dietitians And Nutritionists,营养师和膳食顾问,5,medium
dietitians-and-nutritionists,en,Dietitians And Nutritionists,营养师和膳食顾问,5,medium
dining-room-and-cafeteria-attendants-and-bartender-helpers,zh-CN,Dining Room And Cafeteria Attendants And Bartender Helpers,餐厅、自助餐厅服务员和酒吧助手,3,medium
dining-room-and-cafeteria-attendants-and-bartender-helpers,en,Dining Room And Cafeteria Attendants And Bartender Helpers,餐厅、自助餐厅服务员和酒吧助手,3,medium
directors-religious-activities-and-education,zh-CN,"Directors, Religious Activities And Education",宗教活动与教育主管,4,medium
directors-religious-activities-and-education,en,"Directors, Religious Activities And Education",宗教活动与教育主管,4,medium
disc-jockeys-except-radio,zh-CN,"Disc Jockeys, Except Radio",非电台唱片骑师,4,medium
disc-jockeys-except-radio,en,"Disc Jockeys, Except Radio",非电台唱片骑师,4,medium
dishwashers,zh-CN,Dishwashers,洗碗工,3,medium
dishwashers,en,Dishwashers,洗碗工,3,medium
dispatchers-except-police-fire-and-ambulance,zh-CN,"Dispatchers, Except Police, Fire, And Ambulance",调度员（不含警察、消防和急救）,5,medium
dispatchers-except-police-fire-and-ambulance,en,"Dispatchers, Except Police, Fire, And Ambulance",调度员（不含警察、消防和急救）,5,medium
document-management-specialists,zh-CN,Document Management Specialists,文档管理专员,7,medium
document-management-specialists,en,Document Management Specialists,文档管理专员,7,medium
door-to-door-sales-workers-news-and-street-vendors-and-related-workers,zh-CN,"Door To Door Sales Workers, News And Street Vendors, And Related Workers",上门销售、报刊和街头销售人员,5,medium
door-to-door-sales-workers-news-and-street-vendors-and-related-workers,en,"Door To Door Sales Workers, News And Street Vendors, And Related Workers",上门销售、报刊和街头销售人员,5,medium
drafters,zh-CN,Architectural And Civil Drafters,制图员,7,medium
drafters,en,Architectural And Civil Drafters,制图员,7,medium
dredge-operators,zh-CN,Dredge Operators,挖泥船操作员,4,medium
dredge-operators,en,Dredge Operators,挖泥船操作员,4,medium
drilling-and-boring-machine-tool-setters-operators-and-tenders-metal-and-plastic,zh-CN,"Drilling And Boring Machine Tool Setters, Operators, And Tenders, Metal And Plastic",金属和塑料钻孔镗削机床调机员、操作员和看管员,4,medium
drilling-and-boring-machine-tool-setters-operators-and-tenders-metal-and-plastic,en,"Drilling And Boring Machine Tool Setters, Operators, And Tenders, Metal And Plastic",金属和塑料钻孔镗削机床调机员、操作员和看管员,4,medium
driver-sales-workers,zh-CN,Driver/Sales Workers,驾驶销售员,3,medium
driver-sales-workers,en,Driver/Sales Workers,驾驶销售员,3,medium
drywall-and-ceiling-tile-installers,zh-CN,Drywall And Ceiling Tile Installers,石膏板和吊顶板安装工,3,medium
drywall-and-ceiling-tile-installers,en,Drywall And Ceiling Tile Installers,石膏板和吊顶板安装工,3,medium
drywall-and-ceiling-tile-installers-and-tapers,zh-CN,Drywall And Ceiling Tile Installers,石膏板、吊顶板安装工和嵌缝工,3,medium
drywall-and-ceiling-tile-installers-and-tapers,en,Drywall And Ceiling Tile Installers,石膏板、吊顶板安装工和嵌缝工,3,medium
earth-drillers-except-oil-and-gas,zh-CN,"Earth Drillers, Except Oil And Gas",钻地工（不含油气）,4,medium
earth-drillers-except-oil-and-gas,en,"Earth Drillers, Except Oil And Gas",钻地工（不含油气）,4,medium
economics-teachers-postsecondary,zh-CN,"Economics Teachers, Postsecondary",高等教育经济学教师,7,medium
economics-teachers-postsecondary,en,"Economics Teachers, Postsecondary",高等教育经济学教师,7,medium
economists,zh-CN,Economists,经济学家,7,medium
economists,en,Economists,经济学家,7,medium
editors,zh-CN,Editors,编辑,7,medium
editors,en,Editors,编辑,7,medium
education-administrators-kindergarten-through-secondary,zh-CN,"Education Administrators, Kindergarten Through Secondary",K-12 教育管理者,5,medium
education-administrators-kindergarten-through-secondary,en,"Education Administrators, Kindergarten Through Secondary",K-12 教育管理者,5,medium
education-administrators-postsecondary,zh-CN,"Education Administrators, Postsecondary",高等教育管理者,5,medium
education-administrators-postsecondary,en,"Education Administrators, Postsecondary",高等教育管理者,5,medium
education-and-childcare-administrators-preschool-and-daycare,zh-CN,"Education And Childcare Administrators, Preschool And Daycare",学前和日托教育管理者,5,medium
education-and-childcare-administrators-preschool-and-daycare,en,"Education And Childcare Administrators, Preschool And Daycare",学前和日托教育管理者,5,medium
education-teachers-postsecondary,zh-CN,"Education Teachers, Postsecondary",高等教育教育学教师,5,medium
education-teachers-postsecondary,en,"Education Teachers, Postsecondary",高等教育教育学教师,5,medium
educational-guidance-and-career-counselors-and-advisors,zh-CN,"Educational, Guidance, And Career Counselors And Advisors",教育、升学和职业顾问,5,high
educational-guidance-and-career-counselors-and-advisors,en,"Educational, Guidance, And Career Counselors And Advisors",教育、升学和职业顾问,5,high
electric-motor-power-tool-and-related-repairers,zh-CN,"Electric Motor, Power Tool, And Related Repairers",电机、电动工具及相关设备维修工,4,medium
electric-motor-power-tool-and-related-repairers,en,"Electric Motor, Power Tool, And Related Repairers",电机、电动工具及相关设备维修工,4,medium
electrical-and-electronics-engineering-technicians,zh-CN,Electrical and electronic engineering technologists and technicians,电气与电子工程技术员,6,medium
electrical-and-electronics-engineering-technicians,en,Electrical and electronic engineering technologists and technicians,电气与电子工程技术员,6,medium
electrical-and-electronic-equipment-assemblers,zh-CN,Electrical And Electronic Equipment Assemblers,电气和电子设备装配工,6,medium
electrical-and-electronic-equipment-assemblers,en,Electrical And Electronic Equipment Assemblers,电气和电子设备装配工,6,medium
electrical-and-electronics-drafters,zh-CN,Electrical And Electronics Drafters,电气与电子制图员,7,medium
electrical-and-electronics-drafters,en,Electrical And Electronics Drafters,电气与电子制图员,7,medium
electrical-and-electronics-engineers,zh-CN,Electrical and electronics engineers,电气与电子工程师,6,high
electrical-and-electronics-engineers,en,Electrical and electronics engineers,电气与电子工程师,6,high
electrical-and-electronics-installers-and-repairers,zh-CN,Electrical And Electronics Installers And Repairers,电气与电子设备安装维修工,6,medium
electrical-and-electronics-installers-and-repairers,en,Electrical And Electronics Installers And Repairers,电气与电子设备安装维修工,6,medium
electrical-and-electronics-installers-and-repairers-transportation-equipment,zh-CN,"Electrical And Electronics Installers And Repairers, Transportation Equipment",交通运输设备电气电子安装维修工,5,medium
electrical-and-electronics-installers-and-repairers-transportation-equipment,en,"Electrical And Electronics Installers And Repairers, Transportation Equipment",交通运输设备电气电子安装维修工,5,medium
electrical-and-electronics-repairers-commercial-and-industrial-equipment,zh-CN,"Electrical And Electronics Repairers, Commercial And Industrial Equipment",商业和工业设备电气电子维修工,5,medium
electrical-and-electronics-repairers-commercial-and-industrial-equipment,en,"Electrical And Electronics Repairers, Commercial And Industrial Equipment",商业和工业设备电气电子维修工,5,medium
electrical-and-electronics-repairers-powerhouse-substation-and-relay,zh-CN,"Electrical And Electronics Repairers, Powerhouse, Substation, And Relay",发电站、变电站和继电保护电气电子维修工,5,high
electrical-and-electronics-repairers-powerhouse-substation-and-relay,en,"Electrical And Electronics Repairers, Powerhouse, Substation, And Relay",发电站、变电站和继电保护电气电子维修工,5,high
electrical-engineers,zh-CN,Electrical Engineers,电气工程师,7,high
electrical-engineers,en,Electrical Engineers,电气工程师,7,high
line-installers-and-repairers,zh-CN,Electrical Power Line Installers And Repairers,电力线路安装维修工,5,medium
line-installers-and-repairers,en,Electrical Power Line Installers And Repairers,电力线路安装维修工,5,medium
electricians,zh-CN,Electricians,电工,4,medium
electricians,en,Electricians,电工,4,medium
electro-mechanical-technicians,zh-CN,Electro Mechanical And Mechatronics Technologists And Technicians,机电一体化技术员,4,medium
electro-mechanical-technicians,en,Electro Mechanical And Mechatronics Technologists And Technicians,机电一体化技术员,4,medium
electromechanical-equipment-assemblers,zh-CN,Electromechanical Equipment Assemblers,机电设备装配工,4,medium
electromechanical-equipment-assemblers,en,Electromechanical Equipment Assemblers,机电设备装配工,4,medium
electronic-equipment-installers-and-repairers-motor-vehicles,zh-CN,"Electronic Equipment Installers And Repairers, Motor Vehicles",机动车电子设备安装维修工,5,medium
electronic-equipment-installers-and-repairers-motor-vehicles,en,"Electronic Equipment Installers And Repairers, Motor Vehicles",机动车电子设备安装维修工,5,medium
electronics-engineers-except-computer,zh-CN,"Electronics Engineers, Except Computer",电子工程师（不含计算机）,7,medium
electronics-engineers-except-computer,en,"Electronics Engineers, Except Computer",电子工程师（不含计算机）,7,medium
elementary-school-teachers-except-special-education,zh-CN,"Elementary School Teachers, Except Special Education",小学教师（不含特殊教育）,5,high
elementary-school-teachers-except-special-education,en,"Elementary School Teachers, Except Special Education",小学教师（不含特殊教育）,5,high
elementary-middle-and-high-school-principals,zh-CN,"Education Administrators, Kindergarten Through Secondary",中小学及高中校长,5,medium
elementary-middle-and-high-school-principals,en,"Education Administrators, Kindergarten Through Secondary",中小学及高中校长,5,medium
elevator-installers-and-repairers,zh-CN,Elevator And Escalator Installers And Repairers,电梯和自动扶梯安装维修工,5,medium
elevator-installers-and-repairers,en,Elevator And Escalator Installers And Repairers,电梯和自动扶梯安装维修工,5,medium
eligibility-interviewers-government-programs,zh-CN,"Eligibility Interviewers, Government Programs",政府项目资格面谈员,6,high
eligibility-interviewers-government-programs,en,"Eligibility Interviewers, Government Programs",政府项目资格面谈员,6,high
embalmers,zh-CN,Embalmers,遗体防腐师,3,medium
embalmers,en,Embalmers,遗体防腐师,3,medium
emergency-management-directors,zh-CN,Emergency management directors,应急管理主管,5,high
emergency-management-directors,en,Emergency management directors,应急管理主管,5,high
emergency-medical-technicians,zh-CN,Emergency Medical Technicians,急诊医疗技术员,5,medium
emergency-medical-technicians,en,Emergency Medical Technicians,急诊医疗技术员,5,medium
emergency-medicine-physicians,zh-CN,Emergency Medicine Physicians,急诊医学医生,5,high
emergency-medicine-physicians,en,Emergency Medicine Physicians,急诊医学医生,5,high
emts-and-paramedics,zh-CN,Emergency Medical Technicians,急救医疗技术员和护理员,5,medium
emts-and-paramedics,en,Emergency Medical Technicians,急救医疗技术员和护理员,5,medium
endoscopy-technicians,zh-CN,Endoscopy Technicians,内镜技术员,5,medium
endoscopy-technicians,en,Endoscopy Technicians,内镜技术员,5,medium
energy-auditors,zh-CN,Energy Auditors,能源审计师,7,medium
energy-auditors,en,Energy Auditors,能源审计师,7,medium
energy-engineers-except-wind-and-solar,zh-CN,"Energy Engineers, Except Wind And Solar",能源工程师（不含风能和太阳能）,7,medium
energy-engineers-except-wind-and-solar,en,"Energy Engineers, Except Wind And Solar",能源工程师（不含风能和太阳能）,7,medium
engine-and-other-machine-assemblers,zh-CN,Engine And Other Machine Assemblers,发动机和其他机器装配工,4,medium
engine-and-other-machine-assemblers,en,Engine And Other Machine Assemblers,发动机和其他机器装配工,4,medium
engineering-teachers-postsecondary,zh-CN,"Engineering Teachers, Postsecondary",高等教育工程学教师,5,medium
engineering-teachers-postsecondary,en,"Engineering Teachers, Postsecondary",高等教育工程学教师,5,medium
english-language-and-literature-teachers-postsecondary,zh-CN,"English Language And Literature Teachers, Postsecondary",高等教育英语语言文学教师,5,medium
english-language-and-literature-teachers-postsecondary,en,"English Language And Literature Teachers, Postsecondary",高等教育英语语言文学教师,5,medium
entertainment-and-recreation-managers,zh-CN,Entertainment And Recreation Managers,娱乐与休闲经理,4,medium
entertainment-and-recreation-managers,en,Entertainment And Recreation Managers,娱乐与休闲经理,4,medium
entertainment-and-recreation-managers-except-gambling,zh-CN,"Entertainment And Recreation Managers, Except Gambling",娱乐与休闲经理（不含博彩）,4,medium
entertainment-and-recreation-managers-except-gambling,en,"Entertainment And Recreation Managers, Except Gambling",娱乐与休闲经理（不含博彩）,4,medium
environmental-compliance-inspectors,zh-CN,Environmental Compliance Inspectors,环境合规检查员,7,high
environmental-compliance-inspectors,en,Environmental Compliance Inspectors,环境合规检查员,7,high
environmental-economists,zh-CN,Environmental Economists,环境经济学家,7,medium
environmental-economists,en,Environmental Economists,环境经济学家,7,medium
environmental-engineering-technicians,zh-CN,Environmental engineering technologists and technicians,环境工程技术员,7,medium
environmental-engineering-technicians,en,Environmental engineering technologists and technicians,环境工程技术员,7,medium
environmental-engineers,zh-CN,Environmental Engineers,环境工程师,7,medium
environmental-engineers,en,Environmental Engineers,环境工程师,7,medium
environmental-restoration-planners,zh-CN,Environmental Restoration Planners,环境修复规划师,7,medium
environmental-restoration-planners,en,Environmental Restoration Planners,环境修复规划师,7,medium
environmental-science-and-protection-technicians,zh-CN,Environmental Science And Protection Technicians,环境科学与保护技术员,7,medium
environmental-science-and-protection-technicians,en,Environmental Science And Protection Technicians,环境科学与保护技术员,7,medium
environmental-science-and-protection-technicians-including-health,zh-CN,"Environmental Science And Protection Technicians, Including Health",环境科学与健康保护技术员,7,medium
environmental-science-and-protection-technicians-including-health,en,"Environmental Science And Protection Technicians, Including Health",环境科学与健康保护技术员,7,medium
environmental-science-teachers-postsecondary,zh-CN,"Environmental Science Teachers, Postsecondary",高等教育环境科学教师,7,medium
environmental-science-teachers-postsecondary,en,"Environmental Science Teachers, Postsecondary",高等教育环境科学教师,7,medium
environmental-scientists-and-specialists,zh-CN,Environmental Scientists And Specialists,环境科学家和专员,7,medium
environmental-scientists-and-specialists,en,Environmental Scientists And Specialists,环境科学家和专员,7,medium
environmental-scientists-and-specialists-including-health,zh-CN,"Environmental Scientists And Specialists, Including Health",环境科学家和健康环境专员,7,medium
environmental-scientists-and-specialists-including-health,en,"Environmental Scientists And Specialists, Including Health",环境科学家和健康环境专员,7,medium
epidemiologists,zh-CN,Epidemiologists,流行病学家,7,high
epidemiologists,en,Epidemiologists,流行病学家,7,high
equal-opportunity-representatives-and-officers,zh-CN,Equal Opportunity Representatives And Officers,平等机会代表和官员,6,medium
equal-opportunity-representatives-and-officers,en,Equal Opportunity Representatives And Officers,平等机会代表和官员,6,medium
etchers-and-engravers,zh-CN,Etchers And Engravers,蚀刻工和雕刻工,4,medium
etchers-and-engravers,en,Etchers And Engravers,蚀刻工和雕刻工,4,medium
excavating-and-loading-machine-and-dragline-operators-surface-mining,zh-CN,"Excavating And Loading Machine And Dragline Operators, Surface Mining",露天采矿挖掘、装载和拉铲机操作员,3,medium
excavating-and-loading-machine-and-dragline-operators-surface-mining,en,"Excavating And Loading Machine And Dragline Operators, Surface Mining",露天采矿挖掘、装载和拉铲机操作员,3,medium
executive-secretaries-and-executive-administrative-assistants,zh-CN,Executive Secretaries And Executive Administrative Assistants,行政秘书和高级行政助理,6,medium
executive-secretaries-and-executive-administrative-assistants,en,Executive Secretaries And Executive Administrative Assistants,行政秘书和高级行政助理,6,medium
exercise-physiologists,zh-CN,Exercise physiologists,运动生理学家,4,medium
exercise-physiologists,en,Exercise physiologists,运动生理学家,4,medium
exercise-trainers-and-group-fitness-instructors,zh-CN,Exercise Trainers And Group Fitness Instructors,健身教练和团体课程教练,4,medium
exercise-trainers-and-group-fitness-instructors,en,Exercise Trainers And Group Fitness Instructors,健身教练和团体课程教练,4,medium
explosives-workers-ordnance-handling-experts-and-blasters,zh-CN,"Explosives Workers, Ordnance Handling Experts, And Blasters",爆破工、军械处理专家和爆破专家,3,high
explosives-workers-ordnance-handling-experts-and-blasters,en,"Explosives Workers, Ordnance Handling Experts, And Blasters",爆破工、军械处理专家和爆破专家,3,high
extruding-and-drawing-machine-setters-operators-and-tenders-metal-and-plastic,zh-CN,"Extruding And Drawing Machine Setters, Operators, And Tenders, Metal And Plastic",金属和塑料挤压拉拔机调机员、操作员和看管员,4,medium
extruding-and-drawing-machine-setters-operators-and-tenders-metal-and-plastic,en,"Extruding And Drawing Machine Setters, Operators, And Tenders, Metal And Plastic",金属和塑料挤压拉拔机调机员、操作员和看管员,4,medium
extruding-and-forming-machine-setters-operators-and-tenders-synthetic-and-glass-fibers,zh-CN,"Extruding And Forming Machine Setters, Operators, And Tenders, Synthetic And Glass Fibers",合成纤维和玻璃纤维挤出成型机调机员、操作员和看管员,4,medium
extruding-and-forming-machine-setters-operators-and-tenders-synthetic-and-glass-fibers,en,"Extruding And Forming Machine Setters, Operators, And Tenders, Synthetic And Glass Fibers",合成纤维和玻璃纤维挤出成型机调机员、操作员和看管员,4,medium
extruding-forming-pressing-and-compacting-machine-setters-operators-and-tenders,zh-CN,"Extruding, Forming, Pressing, And Compacting Machine Setters, Operators, And Tenders",挤出、成型、压制和压实设备调机员、操作员和看管员,4,medium
extruding-forming-pressing-and-compacting-machine-setters-operators-and-tenders,en,"Extruding, Forming, Pressing, And Compacting Machine Setters, Operators, And Tenders",挤出、成型、压制和压实设备调机员、操作员和看管员,4,medium
fabric-and-apparel-patternmakers,zh-CN,Fabric And Apparel Patternmakers,织物和服装制版师,4,medium
fabric-and-apparel-patternmakers,en,Fabric And Apparel Patternmakers,织物和服装制版师,4,medium
facilities-managers,zh-CN,Facilities Managers,设施经理,5,high
facilities-managers,en,Facilities Managers,设施经理,5,high
fallers,zh-CN,Fallers,伐木工,3,high
fallers,en,Fallers,伐木工,3,high
family-and-consumer-sciences-teachers-postsecondary,zh-CN,"Family And Consumer Sciences Teachers, Postsecondary",高等教育家庭与消费者科学教师,5,medium
family-and-consumer-sciences-teachers-postsecondary,en,"Family And Consumer Sciences Teachers, Postsecondary",高等教育家庭与消费者科学教师,5,medium
family-medicine-physicians,zh-CN,Family Medicine Physicians,家庭医学医生,6,high
family-medicine-physicians,en,Family Medicine Physicians,家庭医学医生,6,high
farm-and-home-management-educators,zh-CN,Farm And Home Management Educators,农场与家庭管理教育者,5,medium
farm-and-home-management-educators,en,Farm And Home Management Educators,农场与家庭管理教育者,5,medium
farm-equipment-mechanics-and-service-technicians,zh-CN,Farm Equipment Mechanics And Service Technicians,农业设备机械与维修技师,4,medium
farm-equipment-mechanics-and-service-technicians,en,Farm Equipment Mechanics And Service Technicians,农业设备机械与维修技师,4,medium
farm-labor-contractors,zh-CN,Farm Labor Contractors,农场劳务承包商,3,medium
farm-labor-contractors,en,Farm Labor Contractors,农场劳务承包商,3,medium
farmers-ranchers-and-other-agricultural-managers,zh-CN,"Farmers, Ranchers, And Other Agricultural Managers",农场主、牧场主和其他农业经理,3,medium
farmers-ranchers-and-other-agricultural-managers,en,"Farmers, Ranchers, And Other Agricultural Managers",农场主、牧场主和其他农业经理,3,medium
farmworkers-and-laborers-crop-nursery-and-greenhouse,zh-CN,"Farmworkers And Laborers, Crop, Nursery, And Greenhouse",农作物、苗圃和温室农场工人,3,medium
farmworkers-and-laborers-crop-nursery-and-greenhouse,en,"Farmworkers And Laborers, Crop, Nursery, And Greenhouse",农作物、苗圃和温室农场工人,3,medium
farmworkers-farm-ranch-and-aquacultural-animals,zh-CN,"Farmworkers, Farm, Ranch, And Aquacultural Animals",农场、牧场和水产养殖工人,3,medium
farmworkers-farm-ranch-and-aquacultural-animals,en,"Farmworkers, Farm, Ranch, And Aquacultural Animals",农场、牧场和水产养殖工人,3,medium
fashion-designers,zh-CN,Fashion Designers,时装设计师,6,high
fashion-designers,en,Fashion Designers,时装设计师,6,high
fast-food-and-counter-workers,zh-CN,Fast Food And Counter Workers,快餐与柜台服务员,4,medium
fast-food-and-counter-workers,en,Fast Food And Counter Workers,快餐与柜台服务员,4,medium
fence-erectors,zh-CN,Fence Erectors,围栏安装工,4,medium
fence-erectors,en,Fence Erectors,围栏安装工,4,medium
fiberglass-laminators-and-fabricators,zh-CN,Fiberglass Laminators And Fabricators,玻璃纤维层压与制造工,4,medium
fiberglass-laminators-and-fabricators,en,Fiberglass Laminators And Fabricators,玻璃纤维层压与制造工,4,medium
file-clerks,zh-CN,File Clerks,文件档案文员,7,medium
file-clerks,en,File Clerks,文件档案文员,7,medium
film-and-video-editors,zh-CN,Film And Video Editors,影视剪辑师,6,medium
film-and-video-editors,en,Film And Video Editors,影视剪辑师,6,medium
film-and-video-editors-and-camera-operators,zh-CN,Film And Video Editors,影视剪辑师和摄影机操作员,6,medium
film-and-video-editors-and-camera-operators,en,Film And Video Editors,影视剪辑师和摄影机操作员,6,medium
financial-analysts,zh-CN,Financial and Investment Analysts,金融与投资分析师,7,medium
financial-analysts,en,Financial and Investment Analysts,金融与投资分析师,7,medium
financial-and-investment-analysts,zh-CN,Financial And Investment Analysts,金融与投资分析师,7,medium
financial-and-investment-analysts,en,Financial And Investment Analysts,金融与投资分析师,7,medium
financial-clerks,zh-CN,"Financial Clerks, All Other",财务事务文员,7,medium
financial-clerks,en,"Financial Clerks, All Other",财务事务文员,7,medium
financial-examiners,zh-CN,Financial examiners,金融审查员,7,medium
financial-examiners,en,Financial examiners,金融审查员,7,medium
financial-managers,zh-CN,Financial managers,财务经理,7,medium
financial-managers,en,Financial managers,财务经理,7,medium
financial-quantitative-analysts,zh-CN,Financial Quantitative Analysts,金融量化分析师,7,high
financial-quantitative-analysts,en,Financial Quantitative Analysts,金融量化分析师,7,high
financial-risk-specialists,zh-CN,Financial Risk Specialists,金融风险专员,7,medium
financial-risk-specialists,en,Financial Risk Specialists,金融风险专员,7,medium
fine-artists-including-painters-sculptors-and-illustrators,zh-CN,"Fine Artists, Including Painters, Sculptors, And Illustrators",美术艺术家（画家、雕塑家和插画师）,6,medium
fine-artists-including-painters-sculptors-and-illustrators,en,"Fine Artists, Including Painters, Sculptors, And Illustrators",美术艺术家（画家、雕塑家和插画师）,6,medium
fire-inspectors-and-investigators,zh-CN,Fire Inspectors And Investigators,消防检查员和调查员,4,medium
fire-inspectors-and-investigators,en,Fire Inspectors And Investigators,消防检查员和调查员,4,medium
fire-prevention-and-protection-engineers,zh-CN,Fire Prevention And Protection Engineers,工程师,4,medium
fire-prevention-and-protection-engineers,en,Fire Prevention And Protection Engineers,工程师,4,medium
firefighters,zh-CN,Firefighters,消防员,4,high
firefighters,en,Firefighters,消防员,4,high
first-line-supervisors-of-air-crew-members,zh-CN,First Line Supervisors Of Air Crew Members,航空机组一线主管,5,medium
first-line-supervisors-of-air-crew-members,en,First Line Supervisors Of Air Crew Members,航空机组一线主管,5,medium
first-line-supervisors-of-all-other-tactical-operations-specialists,zh-CN,First Line Supervisors Of All Other Tactical Operations Specialists,其他战术行动专员一线主管,5,medium
first-line-supervisors-of-all-other-tactical-operations-specialists,en,First Line Supervisors Of All Other Tactical Operations Specialists,其他战术行动专员一线主管,5,medium
first-line-supervisors-of-construction-trades-and-extraction-workers,zh-CN,First Line Supervisors Of Construction Trades And Extraction Workers,建筑工种与采掘工人一线主管,5,high
first-line-supervisors-of-construction-trades-and-extraction-workers,en,First Line Supervisors Of Construction Trades And Extraction Workers,建筑工种与采掘工人一线主管,5,high
first-line-supervisors-of-correctional-officers,zh-CN,First Line Supervisors Of Correctional Officers,惩教官一线主管,5,medium
first-line-supervisors-of-correctional-officers,en,First Line Supervisors Of Correctional Officers,惩教官一线主管,5,medium
first-line-supervisors-of-entertainment-and-recreation-workers-except-gambling-services,zh-CN,"First Line Supervisors Of Entertainment And Recreation Workers, Except Gambling Services",主管工人,5,medium
first-line-supervisors-of-entertainment-and-recreation-workers-except-gambling-services,en,"First Line Supervisors Of Entertainment And Recreation Workers, Except Gambling Services",主管工人,5,medium
first-line-supervisors-of-farming-fishing-and-forestry-workers,zh-CN,"First Line Supervisors Of Farming, Fishing, And Forestry Workers",农业、渔业和林业工人一线主管,4,medium
first-line-supervisors-of-farming-fishing-and-forestry-workers,en,"First Line Supervisors Of Farming, Fishing, And Forestry Workers",农业、渔业和林业工人一线主管,4,medium
first-line-supervisors-of-firefighting-and-prevention-workers,zh-CN,First Line Supervisors Of Firefighting And Prevention Workers,消防与防火工作人员一线主管,4,medium
first-line-supervisors-of-firefighting-and-prevention-workers,en,First Line Supervisors Of Firefighting And Prevention Workers,消防与防火工作人员一线主管,4,medium
first-line-supervisors-of-food-preparation-and-serving-workers,zh-CN,First Line Supervisors Of Food Preparation And Serving Workers,备餐与餐饮服务人员一线主管,5,medium
first-line-supervisors-of-food-preparation-and-serving-workers,en,First Line Supervisors Of Food Preparation And Serving Workers,备餐与餐饮服务人员一线主管,5,medium
first-line-supervisors-of-gambling-services-workers,zh-CN,First Line Supervisors Of Gambling Services Workers,博彩服务人员一线主管,5,medium
first-line-supervisors-of-gambling-services-workers,en,First Line Supervisors Of Gambling Services Workers,博彩服务人员一线主管,5,medium
first-line-supervisors-of-helpers-laborers-and-material-movers-hand,zh-CN,"First Line Supervisors Of Helpers, Laborers, And Material Movers, Hand",助手、体力工和手工搬运人员一线主管,5,medium
first-line-supervisors-of-helpers-laborers-and-material-movers-hand,en,"First Line Supervisors Of Helpers, Laborers, And Material Movers, Hand",助手、体力工和手工搬运人员一线主管,5,medium
first-line-supervisors-of-housekeeping-and-janitorial-workers,zh-CN,First Line Supervisors Of Housekeeping And Janitorial Workers,客房与保洁人员一线主管,4,medium
first-line-supervisors-of-housekeeping-and-janitorial-workers,en,First Line Supervisors Of Housekeeping And Janitorial Workers,客房与保洁人员一线主管,4,medium
