edge_status,source_url,target_url,locale,edge_type,anchor_text_suggestion,priority,reason,safe_public_route,publish_blocker_if_any
"recommended","https://fermatmind.com/zh/personality/entp-a-vs-entp-t","https://fermatmind.com/zh/personality/entp-a","zh-CN","comparison_to_variant","ENTP-A 人格","P1","Return comparison readers to the underlying A/T variant profile pages.","true",""
"recommended","https://fermatmind.com/zh/personality/entp-a-vs-entp-t","https://fermatmind.com/zh/personality/entp-t","zh-CN","comparison_to_variant","ENTP-T 人格","P1","Return comparison readers to the underlying A/T variant profile pages.","true",""
"recommended","https://fermatmind.com/zh/personality/entp-t","https://fermatmind.com/zh/personality/entp-a","zh-CN","variant_at_pair","ENTP-A","P2","Connect A/T sibling pages so readers can compare confidence-style variants without leaving the type cluster.","true",""
"recommended","https://fermatmind.com/zh/personality/entp-t","https://fermatmind.com/zh/personality/entp-a-vs-entp-t","zh-CN","variant_to_comparison","ENTP-A 与 ENTP-T 对比","P1","Connect variant pages to the dedicated A-vs-T comparison page for the same MBTI code.","true",""
"recommended","https://fermatmind.com/zh/personality/esfj-a","https://fermatmind.com/zh/personality/esfj-t","zh-CN","variant_at_pair","ESFJ-T","P2","Connect A/T sibling pages so readers can compare confidence-style variants without leaving the type cluster.","true",""
"recommended","https://fermatmind.com/zh/personality/esfj-a","https://fermatmind.com/zh/personality/esfj-a-vs-esfj-t","zh-CN","variant_to_comparison","ESFJ-A 与 ESFJ-T 对比","P1","Connect variant pages to the dedicated A-vs-T comparison page for the same MBTI code.","true",""
"recommended","https://fermatmind.com/zh/personality/esfj-a-vs-esfj-t","https://fermatmind.com/zh/personality/esfj-a","zh-CN","comparison_to_variant","ESFJ-A 人格","P1","Return comparison readers to the underlying A/T variant profile pages.","true",""
"recommended","https://fermatmind.com/zh/personality/esfj-a-vs-esfj-t","https://fermatmind.com/zh/personality/esfj-t","zh-CN","comparison_to_variant","ESFJ-T 人格","P1","Return comparison readers to the underlying A/T variant profile pages.","true",""
"recommended","https://fermatmind.com/zh/personality/esfj-t","https://fermatmind.com/zh/personality/esfj-a","zh-CN","variant_at_pair","ESFJ-A","P2","Connect A/T sibling pages so readers can compare confidence-style variants without leaving the type cluster.","true",""
"recommended","https://fermatmind.com/zh/personality/esfj-t","https://fermatmind.com/zh/personality/esfj-a-vs-esfj-t","zh-CN","variant_to_comparison","ESFJ-A 与 ESFJ-T 对比","P1","Connect variant pages to the dedicated A-vs-T comparison page for the same MBTI code.","true",""
"recommended","https://fermatmind.com/zh/personality/esfp-a","https://fermatmind.com/zh/personality/esfp-t","zh-CN","variant_at_pair","ESFP-T","P2","Connect A/T sibling pages so readers can compare confidence-style variants without leaving the type cluster.","true",""
"recommended","https://fermatmind.com/zh/personality/esfp-a","https://fermatmind.com/zh/personality/esfp-a-vs-esfp-t","zh-CN","variant_to_comparison","ESFP-A 与 ESFP-T 对比","P1","Connect variant pages to the dedicated A-vs-T comparison page for the same MBTI code.","true",""
"recommended","https://fermatmind.com/zh/personality/esfp-a-vs-esfp-t","https://fermatmind.com/zh/personality/esfp-a","zh-CN","comparison_to_variant","ESFP-A 人格","P1","Return comparison readers to the underlying A/T variant profile pages.","true",""
"recommended","https://fermatmind.com/zh/personality/esfp-a-vs-esfp-t","https://fermatmind.com/zh/personality/esfp-t","zh-CN","comparison_to_variant","ESFP-T 人格","P1","Return comparison readers to the underlying A/T variant profile pages.","true",""
"recommended","https://fermatmind.com/zh/personality/esfp-t","https://fermatmind.com/zh/personality/esfp-a","zh-CN","variant_at_pair","ESFP-A","P2","Connect A/T sibling pages so readers can compare confidence-style variants without leaving the type cluster.","true",""
"recommended","https://fermatmind.com/zh/personality/esfp-t","https://fermatmind.com/zh/personality/esfp-a-vs-esfp-t","zh-CN","variant_to_comparison","ESFP-A 与 ESFP-T 对比","P1","Connect variant pages to the dedicated A-vs-T comparison page for the same MBTI code.","true",""
"recommended","https://fermatmind.com/zh/personality/estj-a","https://fermatmind.com/zh/personality/estj-t","zh-CN","variant_at_pair","ESTJ-T","P2","Connect A/T sibling pages so readers can compare confidence-style variants without leaving the type cluster.","true",""
"recommended","https://fermatmind.com/zh/personality/estj-a","https://fermatmind.com/zh/personality/estj-a-vs-estj-t","zh-CN","variant_to_comparison","ESTJ-A 与 ESTJ-T 对比","P1","Connect variant pages to the dedicated A-vs-T comparison page for the same MBTI code.","true",""
"recommended","https://fermatmind.com/zh/personality/estj-a-vs-estj-t","https://fermatmind.com/zh/personality/estj-a","zh-CN","comparison_to_variant","ESTJ-A 人格","P1","Return comparison readers to the underlying A/T variant profile pages.","true",""
"recommended","https://fermatmind.com/zh/personality/estj-a-vs-estj-t","https://fermatmind.com/zh/personality/estj-t","zh-CN","comparison_to_variant","ESTJ-T 人格","P1","Return comparison readers to the underlying A/T variant profile pages.","true",""
"recommended","https://fermatmind.com/zh/personality/estj-t","https://fermatmind.com/zh/personality/estj-a","zh-CN","variant_at_pair","ESTJ-A","P2","Connect A/T sibling pages so readers can compare confidence-style variants without leaving the type cluster.","true",""
"recommended","https://fermatmind.com/zh/personality/estj-t","https://fermatmind.com/zh/personality/estj-a-vs-estj-t","zh-CN","variant_to_comparison","ESTJ-A 与 ESTJ-T 对比","P1","Connect variant pages to the dedicated A-vs-T comparison page for the same MBTI code.","true",""
"recommended","https://fermatmind.com/zh/personality/estp-a","https://fermatmind.com/zh/personality/estp-t","zh-CN","variant_at_pair","ESTP-T","P2","Connect A/T sibling pages so readers can compare confidence-style variants without leaving the type cluster.","true",""
"recommended","https://fermatmind.com/zh/personality/estp-a","https://fermatmind.com/zh/personality/estp-a-vs-estp-t","zh-CN","variant_to_comparison","ESTP-A 与 ESTP-T 对比","P1","Connect variant pages to the dedicated A-vs-T comparison page for the same MBTI code.","true",""
"recommended","https://fermatmind.com/zh/personality/estp-a-vs-estp-t","https://fermatmind.com/zh/personality/estp-a","zh-CN","comparison_to_variant","ESTP-A 人格","P1","Return comparison readers to the underlying A/T variant profile pages.","true",""
"recommended","https://fermatmind.com/zh/personality/estp-a-vs-estp-t","https://fermatmind.com/zh/personality/estp-t","zh-CN","comparison_to_variant","ESTP-T 人格","P1","Return comparison readers to the underlying A/T variant profile pages.","true",""
"recommended","https://fermatmind.com/zh/personality/estp-t","https://fermatmind.com/zh/personality/estp-a","zh-CN","variant_at_pair","ESTP-A","P2","Connect A/T sibling pages so readers can compare confidence-style variants without leaving the type cluster.","true",""
"recommended","https://fermatmind.com/zh/personality/estp-t","https://fermatmind.com/zh/personality/estp-a-vs-estp-t","zh-CN","variant_to_comparison","ESTP-A 与 ESTP-T 对比","P1","Connect variant pages to the dedicated A-vs-T comparison page for the same MBTI code.","true",""
"recommended","https://fermatmind.com/zh/personality/infj-a","https://fermatmind.com/zh/personality/infj-t","zh-CN","variant_at_pair","INFJ-T","P2","Connect A/T sibling pages so readers can compare confidence-style variants without leaving the type cluster.","true",""
"recommended","https://fermatmind.com/zh/personality/infj-a","https://fermatmind.com/zh/personality/infj-a-vs-infj-t","zh-CN","variant_to_comparison","INFJ-A 与 INFJ-T 对比","P1","Connect variant pages to the dedicated A-vs-T comparison page for the same MBTI code.","true",""
"recommended","https://fermatmind.com/zh/personality/infj-a-vs-infj-t","https://fermatmind.com/zh/personality/infj-a","zh-CN","comparison_to_variant","INFJ-A 人格","P1","Return comparison readers to the underlying A/T variant profile pages.","true",""
"recommended","https://fermatmind.com/zh/personality/infj-a-vs-infj-t","https://fermatmind.com/zh/personality/infj-t","zh-CN","comparison_to_variant","INFJ-T 人格","P1","Return comparison readers to the underlying A/T variant profile pages.","true",""
"recommended","https://fermatmind.com/zh/personality/infj-t","https://fermatmind.com/zh/personality/infj-a","zh-CN","variant_at_pair","INFJ-A","P2","Connect A/T sibling pages so readers can compare confidence-style variants without leaving the type cluster.","true",""
"recommended","https://fermatmind.com/zh/personality/infj-t","https://fermatmind.com/zh/personality/infj-a-vs-infj-t","zh-CN","variant_to_comparison","INFJ-A 与 INFJ-T 对比","P1","Connect variant pages to the dedicated A-vs-T comparison page for the same MBTI code.","true",""
"recommended","https://fermatmind.com/zh/personality/infp-a","https://fermatmind.com/zh/personality/infp-t","zh-CN","variant_at_pair","INFP-T","P0","Connect A/T sibling pages so readers can compare confidence-style variants without leaving the type cluster.","true",""
"recommended","https://fermatmind.com/zh/personality/infp-a","https://fermatmind.com/zh/personality/infp-a-vs-infp-t","zh-CN","variant_to_comparison","INFP-A 与 INFP-T 对比","P1","Connect variant pages to the dedicated A-vs-T comparison page for the same MBTI code.","true",""
"recommended","https://fermatmind.com/zh/personality/infp-a-vs-infp-t","https://fermatmind.com/zh/personality/infp-a","zh-CN","comparison_to_variant","INFP-A 人格","P1","Return comparison readers to the underlying A/T variant profile pages.","true",""
"recommended","https://fermatmind.com/zh/personality/infp-a-vs-infp-t","https://fermatmind.com/zh/personality/infp-t","zh-CN","comparison_to_variant","INFP-T 人格","P0","Return comparison readers to the underlying A/T variant profile pages.","true",""
"recommended","https://fermatmind.com/zh/personality/infp-t","https://fermatmind.com/zh/tests/big-five-personality-test-ocean-model","zh-CN","related_test","用大五人格测试交叉理解你的类型","P0","Safe public related-test route verified by V2.1 package and URL Truth.","true",""
"recommended","https://fermatmind.com/zh/personality/infp-t","https://fermatmind.com/zh/tests/holland-career-interest-test-riasec","zh-CN","related_test","用霍兰德职业兴趣测试探索职业方向","P0","Safe public related-test route verified by V2.1 package and URL Truth.","true",""
"recommended","https://fermatmind.com/zh/personality/infp-t","https://fermatmind.com/zh/personality/infp-a","zh-CN","variant_at_pair","INFP-A","P0","Connect A/T sibling pages so readers can compare confidence-style variants without leaving the type cluster.","true",""
"recommended","https://fermatmind.com/zh/personality/infp-t","https://fermatmind.com/zh/personality/infp-a-vs-infp-t","zh-CN","variant_to_comparison","INFP-A 与 INFP-T 对比","P0","Connect variant pages to the dedicated A-vs-T comparison page for the same MBTI code.","true",""
"recommended","https://fermatmind.com/zh/personality/intj-a","https://fermatmind.com/zh/tests/big-five-personality-test-ocean-model","zh-CN","related_test","用大五人格测试交叉理解你的类型","P0","Safe public related-test route verified by V2.1 package and URL Truth.","true",""
"recommended","https://fermatmind.com/zh/personality/intj-a","https://fermatmind.com/zh/tests/holland-career-interest-test-riasec","zh-CN","related_test","用霍兰德职业兴趣测试探索职业方向","P0","Safe public related-test route verified by V2.1 package and URL Truth.","true",""
"recommended","https://fermatmind.com/zh/personality/intj-a","https://fermatmind.com/zh/personality/intj-t","zh-CN","variant_at_pair","INTJ-T","P0","Connect A/T sibling pages so readers can compare confidence-style variants without leaving the type cluster.","true",""
"recommended","https://fermatmind.com/zh/personality/intj-a","https://fermatmind.com/zh/personality/intj-a-vs-intj-t","zh-CN","variant_to_comparison","INTJ-A 与 INTJ-T 对比","P0","Connect variant pages to the dedicated A-vs-T comparison page for the same MBTI code.","true",""
"recommended","https://fermatmind.com/zh/personality/intj-a-vs-intj-t","https://fermatmind.com/zh/personality/intj-a","zh-CN","comparison_to_variant","INTJ-A 人格","P0","Return comparison readers to the underlying A/T variant profile pages.","true",""
"recommended","https://fermatmind.com/zh/personality/intj-a-vs-intj-t","https://fermatmind.com/zh/personality/intj-t","zh-CN","comparison_to_variant","INTJ-T 人格","P0","Return comparison readers to the underlying A/T variant profile pages.","true",""
"recommended","https://fermatmind.com/zh/personality/intj-t","https://fermatmind.com/zh/tests/big-five-personality-test-ocean-model","zh-CN","related_test","用大五人格测试交叉理解你的类型","P0","Safe public related-test route verified by V2.1 package and URL Truth.","true",""
"recommended","https://fermatmind.com/zh/personality/intj-t","https://fermatmind.com/zh/tests/holland-career-interest-test-riasec","zh-CN","related_test","用霍兰德职业兴趣测试探索职业方向","P0","Safe public related-test route verified by V2.1 package and URL Truth.","true",""
"recommended","https://fermatmind.com/zh/personality/intj-t","https://fermatmind.com/zh/personality/intj-a","zh-CN","variant_at_pair","INTJ-A","P0","Connect A/T sibling pages so readers can compare confidence-style variants without leaving the type cluster.","true",""
"recommended","https://fermatmind.com/zh/personality/intj-t","https://fermatmind.com/zh/personality/intj-a-vs-intj-t","zh-CN","variant_to_comparison","INTJ-A 与 INTJ-T 对比","P0","Connect variant pages to the dedicated A-vs-T comparison page for the same MBTI code.","true",""
"recommended","https://fermatmind.com/zh/personality/intp-a","https://fermatmind.com/zh/personality/intp-t","zh-CN","variant_at_pair","INTP-T","P2","Connect A/T sibling pages so readers can compare confidence-style variants without leaving the type cluster.","true",""
"recommended","https://fermatmind.com/zh/personality/intp-a","https://fermatmind.com/zh/personality/intp-a-vs-intp-t","zh-CN","variant_to_comparison","INTP-A 与 INTP-T 对比","P1","Connect variant pages to the dedicated A-vs-T comparison page for the same MBTI code.","true",""
"recommended","https://fermatmind.com/zh/personality/intp-a-vs-intp-t","https://fermatmind.com/zh/personality/intp-a","zh-CN","comparison_to_variant","INTP-A 人格","P1","Return comparison readers to the underlying A/T variant profile pages.","true",""
"recommended","https://fermatmind.com/zh/personality/intp-a-vs-intp-t","https://fermatmind.com/zh/personality/intp-t","zh-CN","comparison_to_variant","INTP-T 人格","P1","Return comparison readers to the underlying A/T variant profile pages.","true",""
"recommended","https://fermatmind.com/zh/personality/intp-t","https://fermatmind.com/zh/personality/intp-a","zh-CN","variant_at_pair","INTP-A","P2","Connect A/T sibling pages so readers can compare confidence-style variants without leaving the type cluster.","true",""
"recommended","https://fermatmind.com/zh/personality/intp-t","https://fermatmind.com/zh/personality/intp-a-vs-intp-t","zh-CN","variant_to_comparison","INTP-A 与 INTP-T 对比","P1","Connect variant pages to the dedicated A-vs-T comparison page for the same MBTI code.","true",""
"recommended","https://fermatmind.com/zh/personality/isfj-a","https://fermatmind.com/zh/personality/isfj-t","zh-CN","variant_at_pair","ISFJ-T","P2","Connect A/T sibling pages so readers can compare confidence-style variants without leaving the type cluster.","true",""
"recommended","https://fermatmind.com/zh/personality/isfj-a","https://fermatmind.com/zh/personality/isfj-a-vs-isfj-t","zh-CN","variant_to_comparison","ISFJ-A 与 ISFJ-T 对比","P1","Connect variant pages to the dedicated A-vs-T comparison page for the same MBTI code.","true",""
"recommended","https://fermatmind.com/zh/personality/isfj-a-vs-isfj-t","https://fermatmind.com/zh/personality/isfj-a","zh-CN","comparison_to_variant","ISFJ-A 人格","P1","Return comparison readers to the underlying A/T variant profile pages.","true",""
"recommended","https://fermatmind.com/zh/personality/isfj-a-vs-isfj-t","https://fermatmind.com/zh/personality/isfj-t","zh-CN","comparison_to_variant","ISFJ-T 人格","P1","Return comparison readers to the underlying A/T variant profile pages.","true",""
"recommended","https://fermatmind.com/zh/personality/isfj-t","https://fermatmind.com/zh/personality/isfj-a","zh-CN","variant_at_pair","ISFJ-A","P2","Connect A/T sibling pages so readers can compare confidence-style variants without leaving the type cluster.","true",""
"recommended","https://fermatmind.com/zh/personality/isfj-t","https://fermatmind.com/zh/personality/isfj-a-vs-isfj-t","zh-CN","variant_to_comparison","ISFJ-A 与 ISFJ-T 对比","P1","Connect variant pages to the dedicated A-vs-T comparison page for the same MBTI code.","true",""
"recommended","https://fermatmind.com/zh/personality/isfp-a","https://fermatmind.com/zh/personality/isfp-t","zh-CN","variant_at_pair","ISFP-T","P2","Connect A/T sibling pages so readers can compare confidence-style variants without leaving the type cluster.","true",""
"recommended","https://fermatmind.com/zh/personality/isfp-a","https://fermatmind.com/zh/personality/isfp-a-vs-isfp-t","zh-CN","variant_to_comparison","ISFP-A 与 ISFP-T 对比","P1","Connect variant pages to the dedicated A-vs-T comparison page for the same MBTI code.","true",""
"recommended","https://fermatmind.com/zh/personality/isfp-a-vs-isfp-t","https://fermatmind.com/zh/personality/isfp-a","zh-CN","comparison_to_variant","ISFP-A 人格","P1","Return comparison readers to the underlying A/T variant profile pages.","true",""
"recommended","https://fermatmind.com/zh/personality/isfp-a-vs-isfp-t","https://fermatmind.com/zh/personality/isfp-t","zh-CN","comparison_to_variant","ISFP-T 人格","P1","Return comparison readers to the underlying A/T variant profile pages.","true",""
"recommended","https://fermatmind.com/zh/personality/isfp-t","https://fermatmind.com/zh/personality/isfp-a","zh-CN","variant_at_pair","ISFP-A","P2","Connect A/T sibling pages so readers can compare confidence-style variants without leaving the type cluster.","true",""
"recommended","https://fermatmind.com/zh/personality/isfp-t","https://fermatmind.com/zh/personality/isfp-a-vs-isfp-t","zh-CN","variant_to_comparison","ISFP-A 与 ISFP-T 对比","P1","Connect variant pages to the dedicated A-vs-T comparison page for the same MBTI code.","true",""
"recommended","https://fermatmind.com/zh/personality/istj-a","https://fermatmind.com/zh/tests/big-five-personality-test-ocean-model","zh-CN","related_test","用大五人格测试交叉理解你的类型","P0","Safe public related-test route verified by V2.1 package and URL Truth.","true",""
"recommended","https://fermatmind.com/zh/personality/istj-a","https://fermatmind.com/zh/tests/holland-career-interest-test-riasec","zh-CN","related_test","用霍兰德职业兴趣测试探索职业方向","P0","Safe public related-test route verified by V2.1 package and URL Truth.","true",""
"recommended","https://fermatmind.com/zh/personality/istj-a","https://fermatmind.com/zh/personality/istj-t","zh-CN","variant_at_pair","ISTJ-T","P0","Connect A/T sibling pages so readers can compare confidence-style variants without leaving the type cluster.","true",""
"recommended","https://fermatmind.com/zh/personality/istj-a","https://fermatmind.com/zh/personality/istj-a-vs-istj-t","zh-CN","variant_to_comparison","ISTJ-A 与 ISTJ-T 对比","P0","Connect variant pages to the dedicated A-vs-T comparison page for the same MBTI code.","true",""
"recommended","https://fermatmind.com/zh/personality/istj-a-vs-istj-t","https://fermatmind.com/zh/personality/istj-a","zh-CN","comparison_to_variant","ISTJ-A 人格","P0","Return comparison readers to the underlying A/T variant profile pages.","true",""
"recommended","https://fermatmind.com/zh/personality/istj-a-vs-istj-t","https://fermatmind.com/zh/personality/istj-t","zh-CN","comparison_to_variant","ISTJ-T 人格","P1","Return comparison readers to the underlying A/T variant profile pages.","true",""
"recommended","https://fermatmind.com/zh/personality/istj-t","https://fermatmind.com/zh/personality/istj-a","zh-CN","variant_at_pair","ISTJ-A","P0","Connect A/T sibling pages so readers can compare confidence-style variants without leaving the type cluster.","true",""
"recommended","https://fermatmind.com/zh/personality/istj-t","https://fermatmind.com/zh/personality/istj-a-vs-istj-t","zh-CN","variant_to_comparison","ISTJ-A 与 ISTJ-T 对比","P1","Connect variant pages to the dedicated A-vs-T comparison page for the same MBTI code.","true",""
"recommended","https://fermatmind.com/zh/personality/istp-a","https://fermatmind.com/zh/personality/istp-t","zh-CN","variant_at_pair","ISTP-T","P2","Connect A/T sibling pages so readers can compare confidence-style variants without leaving the type cluster.","true",""
"recommended","https://fermatmind.com/zh/personality/istp-a","https://fermatmind.com/zh/personality/istp-a-vs-istp-t","zh-CN","variant_to_comparison","ISTP-A 与 ISTP-T 对比","P1","Connect variant pages to the dedicated A-vs-T comparison page for the same MBTI code.","true",""
"recommended","https://fermatmind.com/zh/personality/istp-a-vs-istp-t","https://fermatmind.com/zh/personality/istp-a","zh-CN","comparison_to_variant","ISTP-A 人格","P1","Return comparison readers to the underlying A/T variant profile pages.","true",""
"recommended","https://fermatmind.com/zh/personality/istp-a-vs-istp-t","https://fermatmind.com/zh/personality/istp-t","zh-CN","comparison_to_variant","ISTP-T 人格","P1","Return comparison readers to the underlying A/T variant profile pages.","true",""
"recommended","https://fermatmind.com/zh/personality/istp-t","https://fermatmind.com/zh/personality/istp-a","zh-CN","variant_at_pair","ISTP-A","P2","Connect A/T sibling pages so readers can compare confidence-style variants without leaving the type cluster.","true",""
"recommended","https://fermatmind.com/zh/personality/istp-t","https://fermatmind.com/zh/personality/istp-a-vs-istp-t","zh-CN","variant_to_comparison","ISTP-A 与 ISTP-T 对比","P1","Connect variant pages to the dedicated A-vs-T comparison page for the same MBTI code.","true",""
"blocked","https://fermatmind.com/en/personality/enfj-a","https://fermatmind.com/en/results/lookup","en","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/en/personality/enfj-a-vs-enfj-t","https://fermatmind.com/en/results/lookup","en","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/en/personality/enfj-t","https://fermatmind.com/en/results/lookup","en","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/en/personality/enfp-a","https://fermatmind.com/en/results/lookup","en","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/en/personality/enfp-a-vs-enfp-t","https://fermatmind.com/en/results/lookup","en","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/en/personality/enfp-t","https://fermatmind.com/en/results/lookup","en","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/en/personality/entj-a","https://fermatmind.com/en/results/lookup","en","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/en/personality/entj-a-vs-entj-t","https://fermatmind.com/en/results/lookup","en","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/en/personality/entj-t","https://fermatmind.com/en/results/lookup","en","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/en/personality/entp-a","https://fermatmind.com/en/results/lookup","en","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/en/personality/entp-a-vs-entp-t","https://fermatmind.com/en/results/lookup","en","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/en/personality/entp-t","https://fermatmind.com/en/results/lookup","en","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/en/personality/esfj-a","https://fermatmind.com/en/results/lookup","en","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/en/personality/esfj-a-vs-esfj-t","https://fermatmind.com/en/results/lookup","en","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/en/personality/esfj-t","https://fermatmind.com/en/results/lookup","en","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/en/personality/esfp-a","https://fermatmind.com/en/results/lookup","en","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/en/personality/esfp-a-vs-esfp-t","https://fermatmind.com/en/results/lookup","en","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/en/personality/esfp-t","https://fermatmind.com/en/results/lookup","en","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/en/personality/estj-a","https://fermatmind.com/en/results/lookup","en","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/en/personality/estj-a-vs-estj-t","https://fermatmind.com/en/results/lookup","en","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/en/personality/estj-t","https://fermatmind.com/en/results/lookup","en","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/en/personality/estp-a","https://fermatmind.com/en/results/lookup","en","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/en/personality/estp-a-vs-estp-t","https://fermatmind.com/en/results/lookup","en","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/en/personality/estp-t","https://fermatmind.com/en/results/lookup","en","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/en/personality/infj-a","https://fermatmind.com/en/results/lookup","en","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/en/personality/infj-a-vs-infj-t","https://fermatmind.com/en/results/lookup","en","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/en/personality/infj-t","https://fermatmind.com/en/results/lookup","en","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/en/personality/infp-a","https://fermatmind.com/en/results/lookup","en","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/en/personality/infp-a-vs-infp-t","https://fermatmind.com/en/results/lookup","en","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/en/personality/infp-t","https://fermatmind.com/en/results/lookup","en","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/en/personality/intj-a","https://fermatmind.com/en/results/lookup","en","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/en/personality/intj-a-vs-intj-t","https://fermatmind.com/en/results/lookup","en","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/en/personality/intj-t","https://fermatmind.com/en/results/lookup","en","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
"blocked","https://fermatmind.com/en/personality/intp-a","https://fermatmind.com/en/results/lookup","en","forbidden_private_route_observed","","BLOCKED","Indexation audit observed a private/result/order/account style outbound URL; do not use as public internal-link graph target.","false","forbidden_private_route"
