market,source_sheet,authority_source,authority_code,source_title_zh,suggested_title_en,translation_status,action,matched_current_slug,matched_current_title_zh,matched_current_title_en,match_score,major_code,major_name_zh,release_year,release_status,marker,marker_meaning,definition,source_url,review_notes,source_title_en,suggested_title_zh
CN,China_2026_Directory,china_occupation_directory_2026,2-09-07-05,体育经理人,Sports 经 理 人,machine_assisted_rule_review,create,,,,0.444,2,专业技术人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,体育经理人
CN,China_2026_Directory,china_occupation_directory_2026,2-10-01-01,文字记者,文 字 journalist,machine_assisted_rule_review,create,,,,0.250,2,专业技术人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,文字记者
CN,China_2026_Directory,china_occupation_directory_2026,2-10-01-02,摄影记者,摄 影 journalist,machine_assisted_rule_review,create,,,,0.571,2,专业技术人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,摄影记者
CN,China_2026_Directory,china_occupation_directory_2026,2-10-02-01,文字编辑,文 字 editor,machine_assisted_rule_review,create,,,,0.667,2,专业技术人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,文字编辑
CN,China_2026_Directory,china_occupation_directory_2026,2-10-02-02,美术编辑,美 术 editor,machine_assisted_rule_review,create,,,,0.667,2,专业技术人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,美术编辑
CN,China_2026_Directory,china_occupation_directory_2026,2-10-02-03,技术编辑,技 术 editor,machine_assisted_rule_review,create,,,,0.667,2,专业技术人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,技术编辑
CN,China_2026_Directory,china_occupation_directory_2026,2-10-02-04,数字出版编辑,数 字 出 版 editor,machine_assisted_rule_review,create,,,,0.500,2,专业技术人员,2022,2022_official_base,S,数字职业,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,数字出版编辑
CN,China_2026_Directory,china_occupation_directory_2026,2-10-02-05,网络编辑,网 络 editor,machine_assisted_rule_review,create,,,,0.667,2,专业技术人员,2022,2022_official_base,S,数字职业,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,网络编辑
CN,China_2026_Directory,china_occupation_directory_2026,2-10-02-06,电子音乐编辑,Electronic 音 乐 editor,machine_assisted_rule_review,create,,,,0.500,2,专业技术人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,电子音乐编辑
CN,China_2026_Directory,china_occupation_directory_2026,2-10-03-00,校对员,校 对 worker,machine_assisted_rule_review,create,,,,0.500,2,专业技术人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,校对员
CN,China_2026_Directory,china_occupation_directory_2026,2-10-04-01,播音员,播 音 worker,machine_assisted_rule_review,create,,,,0.667,2,专业技术人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,播音员
CN,China_2026_Directory,china_occupation_directory_2026,2-10-04-02,节目主持人,节 目 主 持 人,machine_assisted_rule_review,create,,,,0.222,2,专业技术人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,节目主持人
CN,China_2026_Directory,china_occupation_directory_2026,2-10-05-00,翻译,翻 译,machine_assisted_rule_review,create,,,,0.222,2,专业技术人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,翻译
CN,China_2026_Directory,china_occupation_directory_2026,2-10-06-01,文献信息专业人员,文 献 信 息 professional,machine_assisted_rule_review,create,,,,0.500,2,专业技术人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,文献信息专业人员
CN,China_2026_Directory,china_occupation_directory_2026,2-10-06-02,微缩摄影专业人员,微 缩 摄 影 professional,machine_assisted_rule_review,create,,,,0.429,2,专业技术人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,微缩摄影专业人员
CN,China_2026_Directory,china_occupation_directory_2026,2-10-07-00,档案专业人员,档 案 professional,machine_assisted_rule_review,create,,,,0.500,2,专业技术人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,档案专业人员
CN,China_2026_Directory,china_occupation_directory_2026,2-10-08-01,考古专业人员,考 古 professional,machine_assisted_rule_review,create,,,,0.500,2,专业技术人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,考古专业人员
CN,China_2026_Directory,china_occupation_directory_2026,2-10-08-02,文物藏品专业人员,文 物 藏 品 professional,machine_assisted_rule_review,create,,,,0.429,2,专业技术人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,文物藏品专业人员
CN,China_2026_Directory,china_occupation_directory_2026,2-10-08-03,可移动文物保护专业人员,可 移 动 文 物 保 护 professional,machine_assisted_rule_review,create,,,,0.500,2,专业技术人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,可移动文物保护专业人员
CN,China_2026_Directory,china_occupation_directory_2026,2-10-08-04,不可移动文物保护专业人员,不 可 移 动 文 物 保 护 professional,machine_assisted_rule_review,create,,,,0.476,2,专业技术人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,不可移动文物保护专业人员
CN,China_2026_Directory,china_occupation_directory_2026,2-10-08-05,文物展陈专业人员,文 物 展 陈 professional,machine_assisted_rule_review,create,,,,0.429,2,专业技术人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,文物展陈专业人员
CN,China_2026_Directory,china_occupation_directory_2026,3-01-01-01,行政办事员,行 政 办 事 worker,machine_assisted_rule_review,create,,,,0.444,3,办事人员和有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,行政办事员
CN,China_2026_Directory,china_occupation_directory_2026,3-01-01-02,政务服务办事员,政 务 服 务 办 事 worker,machine_assisted_rule_review,create,,,,0.615,3,办事人员和有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,政务服务办事员
CN,China_2026_Directory,china_occupation_directory_2026,3-01-01-03,统计调查员,Statistics 调 查 worker,machine_assisted_rule_review,create,,,,0.600,3,办事人员和有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,统计调查员
CN,China_2026_Directory,china_occupation_directory_2026,3-01-01-04,社团会员管理员,社 团 会 worker administrator,machine_assisted_rule_review,create,,,,0.375,3,办事人员和有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,社团会员管理员
CN,China_2026_Directory,china_occupation_directory_2026,3-01-01-05,劝募员,劝 募 worker,machine_assisted_rule_review,create,,,,0.571,3,办事人员和有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,劝募员
CN,China_2026_Directory,china_occupation_directory_2026,3-01-02-01,机要员,机 要 worker,machine_assisted_rule_review,create,,,,0.444,3,办事人员和有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,机要员
CN,China_2026_Directory,china_occupation_directory_2026,3-01-02-02,秘书,秘 书,machine_assisted_rule_review,create,,,,0.444,3,办事人员和有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,秘书
CN,China_2026_Directory,china_occupation_directory_2026,3-01-02-03,公关员,公 关 worker,machine_assisted_rule_review,create,,,,0.667,3,办事人员和有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,公关员
CN,China_2026_Directory,china_occupation_directory_2026,3-01-02-04,收发员,收 发 worker,machine_assisted_rule_review,create,,,,0.667,3,办事人员和有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,收发员
CN,China_2026_Directory,china_occupation_directory_2026,3-01-02-05,打字员,打 字 worker,machine_assisted_rule_review,create,,,,0.400,3,办事人员和有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,打字员
CN,China_2026_Directory,china_occupation_directory_2026,3-01-02-06,速录师,速 录 specialist,machine_assisted_rule_review,create,,,,0.400,3,办事人员和有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,速录师
CN,China_2026_Directory,china_occupation_directory_2026,3-01-02-07,制图员,Drafters,from_existing_match,skip,drafters,制图员,Drafters,1.000,3,办事人员和有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,,,制图员
CN,China_2026_Directory,china_occupation_directory_2026,3-01-02-08,后勤管理员,后 勤 administrator,machine_assisted_rule_review,create,,,,0.400,3,办事人员和有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,后勤管理员
CN,China_2026_Directory,china_occupation_directory_2026,3-01-03-01,行政执法员,行 政 执 法 worker,machine_assisted_rule_review,create,,,,0.444,3,办事人员和有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,行政执法员
CN,China_2026_Directory,china_occupation_directory_2026,3-01-03-02,劳动人事争议仲裁员,劳 动 人 事 争 议 仲 裁 worker,machine_assisted_rule_review,create,,,,0.400,3,办事人员和有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,劳动人事争议仲裁员
CN,China_2026_Directory,china_occupation_directory_2026,3-01-03-03,农村土地承包仲裁员,农 村 土 地 承 包 仲 裁 worker,machine_assisted_rule_review,create,,,,0.316,3,办事人员和有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,农村土地承包仲裁员
CN,China_2026_Directory,china_occupation_directory_2026,3-01-04-01,村务和社区工作者,村 务 和 社 区 工 作 者,machine_assisted_rule_review,create,,,,0.667,3,办事人员和有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,村务和社区工作者
CN,China_2026_Directory,china_occupation_directory_2026,3-01-04-02,城市管理网格员,城 市 管 理 网 格 worker,machine_assisted_rule_review,create,,,,0.353,3,办事人员和有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,城市管理网格员
CN,China_2026_Directory,china_occupation_directory_2026,3-01-04-03,劳动保障协理员,劳 动 保 障 协 理 worker,machine_assisted_rule_review,create,,,,0.462,3,办事人员和有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,劳动保障协理员
CN,China_2026_Directory,china_occupation_directory_2026,3-01-04-04,退役军人事务员,退 役 军 人 事 务 worker,machine_assisted_rule_review,create,,,,0.462,3,办事人员和有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,退役军人事务员
CN,China_2026_Directory,china_occupation_directory_2026,3-01-04-05,基层法律服务工作者,基 层 legal 服 务 工 作 者,machine_assisted_rule_review,create,,,,0.429,3,办事人员和有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,基层法律服务工作者
CN,China_2026_Directory,china_occupation_directory_2026,3-01-04-06,医疗保障专理员,医 疗 保 障 专 理 worker,machine_assisted_rule_review,create,,,,0.545,3,办事人员和有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,医疗保障专理员
CN,China_2026_Directory,china_occupation_directory_2026,3-02-01-00,人民警察,人 民 警 察,machine_assisted_rule_review,create,,,,0.444,3,办事人员和有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,人民警察
CN,China_2026_Directory,china_occupation_directory_2026,3-02-02-01,保卫管理员,保 卫 administrator,machine_assisted_rule_review,create,,,,0.400,3,办事人员和有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,保卫管理员
CN,China_2026_Directory,china_occupation_directory_2026,3-02-02-02,辅警,辅 警,machine_assisted_rule_review,create,,,,0.286,3,办事人员和有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,辅警
CN,China_2026_Directory,china_occupation_directory_2026,3-02-03-01,消防员,Firefighters,from_existing_match,skip,firefighters,消防员,Firefighters,1.000,3,办事人员和有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,,,消防员
CN,China_2026_Directory,china_occupation_directory_2026,3-02-03-02,消防指挥员,Firefighting 指 挥 worker,machine_assisted_rule_review,create,,,,0.750,3,办事人员和有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,消防指挥员
CN,China_2026_Directory,china_occupation_directory_2026,3-02-03-03,消防装备管理员,Firefighting 装 备 administrator,machine_assisted_rule_review,create,,,,0.600,3,办事人员和有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,消防装备管理员
CN,China_2026_Directory,china_occupation_directory_2026,3-02-03-04,消防安全管理员,Firefighting 安 全 administrator,machine_assisted_rule_review,create,,,,0.600,3,办事人员和有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,消防安全管理员
CN,China_2026_Directory,china_occupation_directory_2026,3-02-03-05,消防监督检查员,Firefighting 监 督 检 查 worker,machine_assisted_rule_review,create,,,,0.833,3,办事人员和有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,消防监督检查员
CN,China_2026_Directory,china_occupation_directory_2026,3-02-03-06,森林消防员,森 林 firefighting worker,machine_assisted_rule_review,create,,,,0.750,3,办事人员和有关人员,2022,2022_official_base,L,绿色职业,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,森林消防员
CN,China_2026_Directory,china_occupation_directory_2026,3-02-03-07,森林火情瞭望观察员,森 林 火 情 瞭 望 观 察 worker,machine_assisted_rule_review,create,,,,0.300,3,办事人员和有关人员,2022,2022_official_base,L,绿色职业,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,森林火情瞭望观察员
CN,China_2026_Directory,china_occupation_directory_2026,3-02-03-08,应急救援员,Emergency rescue worker,machine_assisted_rule_review,create,,,,0.364,3,办事人员和有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,应急救援员
CN,China_2026_Directory,china_occupation_directory_2026,3-03-01-01,仲裁员,仲 裁 worker,machine_assisted_rule_review,create,,,,0.462,3,办事人员和有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,仲裁员
CN,China_2026_Directory,china_occupation_directory_2026,3-03-01-02,仲裁秘书,仲 裁 秘 书,machine_assisted_rule_review,create,,,,0.364,3,办事人员和有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,仲裁秘书
CN,China_2026_Directory,china_occupation_directory_2026,3-03-01-03,调解员,调 解 worker,machine_assisted_rule_review,create,,,,0.500,3,办事人员和有关人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,调解员
CN,China_2026_Directory,china_occupation_directory_2026,4-01-01-00,采购员,采 购 worker,machine_assisted_rule_review,create,,,,0.400,4,社会生产服务和生活服务人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,采购员
CN,China_2026_Directory,china_occupation_directory_2026,4-01-02-01,营销员,Marketing worker,machine_assisted_rule_review,create,,,,0.444,4,社会生产服务和生活服务人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,营销员
CN,China_2026_Directory,china_occupation_directory_2026,4-01-02-03,商品营业员,商 品 营 业 worker,machine_assisted_rule_review,create,,,,0.400,4,社会生产服务和生活服务人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,商品营业员
CN,China_2026_Directory,china_occupation_directory_2026,4-01-02-04,收银员,Cashiers,from_existing_match,skip,cashiers,收银员,Cashiers,1.000,4,社会生产服务和生活服务人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,,,收银员
CN,China_2026_Directory,china_occupation_directory_2026,4-01-02-05,摊商,摊 商,machine_assisted_rule_review,create,,,,0.167,4,社会生产服务和生活服务人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,摊商
CN,China_2026_Directory,china_occupation_directory_2026,4-01-02-06,连锁经营管理师,连 锁 经 营 manager,machine_assisted_rule_review,create,,,,0.364,4,社会生产服务和生活服务人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,连锁经营管理师
CN,China_2026_Directory,china_occupation_directory_2026,4-01-03-01,农产品经纪人,农 产 品 经 纪 人,machine_assisted_rule_review,create,,,,0.471,4,社会生产服务和生活服务人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,农产品经纪人
CN,China_2026_Directory,china_occupation_directory_2026,4-01-03-02,粮油竞价交易员,粮 油 竞 价 交 易 worker,machine_assisted_rule_review,create,,,,0.286,4,社会生产服务和生活服务人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,粮油竞价交易员
CN,China_2026_Directory,china_occupation_directory_2026,4-01-03-03,易货师,易 货 specialist,machine_assisted_rule_review,create,,,,0.400,4,社会生产服务和生活服务人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,易货师
CN,China_2026_Directory,china_occupation_directory_2026,4-01-03-04,二手车经纪人,二 手 车 经 纪 人,machine_assisted_rule_review,create,,,,0.353,4,社会生产服务和生活服务人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,二手车经纪人
CN,China_2026_Directory,china_occupation_directory_2026,4-01-04-00,再生物资回收挑选工,再 生 物 资 回 收 挑 选 工,machine_assisted_rule_review,create,,,,0.286,4,社会生产服务和生活服务人员,2022,2022_official_base,L,绿色职业,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,再生物资回收挑选工
CN,China_2026_Directory,china_occupation_directory_2026,4-01-05-01,农产品购销员,农 产 品 购 销 worker,machine_assisted_rule_review,create,,,,0.375,4,社会生产服务和生活服务人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,农产品购销员
CN,China_2026_Directory,china_occupation_directory_2026,4-01-05-02,医药商品购销员,医 药 商 品 购 销 worker,machine_assisted_rule_review,create,,,,0.333,4,社会生产服务和生活服务人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,医药商品购销员
CN,China_2026_Directory,china_occupation_directory_2026,4-01-05-03,出版物发行员,出 版 物 发 行 worker,machine_assisted_rule_review,create,,,,0.500,4,社会生产服务和生活服务人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,出版物发行员
CN,China_2026_Directory,china_occupation_directory_2026,4-01-05-04,烟草制品购销员,烟 草 制 品 购 销 worker,machine_assisted_rule_review,create,,,,0.400,4,社会生产服务和生活服务人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,烟草制品购销员
CN,China_2026_Directory,china_occupation_directory_2026,4-01-06-01,电子商务师,E-commerce specialist,machine_assisted_rule_review,create,,,,0.462,4,社会生产服务和生活服务人员,2022,2022_official_base,S,数字职业,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,电子商务师
CN,China_2026_Directory,china_occupation_directory_2026,4-01-06-02,互联网营销师,互 联 网 marketing specialist,machine_assisted_rule_review,create,,,,0.364,4,社会生产服务和生活服务人员,2022,2022_official_base,S,数字职业,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,互联网营销师
CN,China_2026_Directory,china_occupation_directory_2026,4-02-01-01,轨道交通列车司机,轨 道 交 通 列 车 司 机,machine_assisted_rule_review,create,,,,0.353,4,社会生产服务和生活服务人员,2022,2022_official_base,L,绿色职业,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,轨道交通列车司机
CN,China_2026_Directory,china_occupation_directory_2026,4-02-01-02,铁路列车乘务员,Railway 列 车 乘 务 worker,machine_assisted_rule_review,create,,,,0.462,4,社会生产服务和生活服务人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,铁路列车乘务员
CN,China_2026_Directory,china_occupation_directory_2026,4-02-01-03,铁路车站客运服务员,Railway 车 站 客 运 服 务 worker,machine_assisted_rule_review,create,,,,0.500,4,社会生产服务和生活服务人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,铁路车站客运服务员
CN,China_2026_Directory,china_occupation_directory_2026,4-02-01-04,铁路行包运输服务员,Railway 行 包 运 输 服 务 worker,machine_assisted_rule_review,create,,,,0.500,4,社会生产服务和生活服务人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,铁路行包运输服务员
CN,China_2026_Directory,china_occupation_directory_2026,4-02-01-05,铁路车站货运服务员,Railway 车 站 货 运 服 务 worker,machine_assisted_rule_review,create,,,,0.500,4,社会生产服务和生活服务人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,铁路车站货运服务员
CN,China_2026_Directory,china_occupation_directory_2026,4-02-01-06,轨道交通调度员,轨 道 交 通 调 度 worker,machine_assisted_rule_review,create,,,,0.500,4,社会生产服务和生活服务人员,2022,2022_official_base,,,,https://file.m12333.cn/upfile/download/23b1a542-8338-13d3-f826-2719db3f8dcb.pdf,Do not publish final English title without CMS/editorial review.,,轨道交通调度员
