market,source_sheet,authority_source,authority_code,source_title_en,suggested_title_zh,translation_status,action,matched_current_slug,matched_current_title_en,matched_current_title_zh,match_score,major_group_code,major_group_title_en,minor_group_code,minor_group_title_en,broad_occupation_code,broad_occupation_title_en,detailed_soc_code,detailed_soc_title_en,description,source_status,source_url,review_notes,source_title_zh,suggested_title_en
US,US_English_Directory,onet_soc_2019,19-1013.00,Soil and Plant Scientists,科学家,machine_assisted_rule_review,create,,,,0.650,19-0000,"Life, Physical, and Social Science Occupations",19-1000,Life Scientists,19-1010,Agricultural and Food Scientists,19-1013,Soil and Plant Scientists,"Conduct research in breeding, physiology, production, yield, and management of crops and agricultural plants or trees, shrubs, and nursery stock, their growth in soils, and control of pests; or study the chemical, physical, biological, and mineralogical composition of soils as they relate to plant or crop growth. May classify and map soils and investigate effects of alternative practices on soil and crop productivity.",official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,Do not publish final Chinese title without CMS/editorial review.,,Soil and Plant Scientists
US,US_English_Directory,onet_soc_2019,19-1021.00,Biochemists and Biophysicists,生物化学家与生物物理学家,from_existing_match,skip,biochemists-and-biophysicists,Biochemists and biophysicists,生物化学家与生物物理学家,1.000,19-0000,"Life, Physical, and Social Science Occupations",19-1000,Life Scientists,19-1020,Biological Scientists,19-1021,Biochemists and Biophysicists,"Study the chemical composition or physical principles of living cells and organisms, their electrical and mechanical energy, and related phenomena. May conduct research to further understanding of the complex chemical combinations and reactions involved in metabolism, reproduction, growth, and heredity. May determine the effects of foods, drugs, serums, hormones, and other substances on tissues and vital processes of living organisms.",official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,,,Biochemists and Biophysicists
US,US_English_Directory,onet_soc_2019,19-1022.00,Microbiologists,微生物学家,from_existing_match,skip,microbiologists,Microbiologists,微生物学家,1.000,19-0000,"Life, Physical, and Social Science Occupations",19-1000,Life Scientists,19-1020,Biological Scientists,19-1022,Microbiologists,"Investigate the growth, structure, development, and other characteristics of microscopic organisms, such as bacteria, algae, or fungi. Includes medical microbiologists who study the relationship between organisms and disease or the effects of antibiotics on microorganisms.",official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,,,Microbiologists
US,US_English_Directory,onet_soc_2019,19-1023.00,Zoologists and Wildlife Biologists,动物学家与野生生物学家,from_existing_match,skip,zoologists-and-wildlife-biologists,Zoologists and wildlife biologists,动物学家与野生生物学家,1.000,19-0000,"Life, Physical, and Social Science Occupations",19-1000,Life Scientists,19-1020,Biological Scientists,19-1023,Zoologists and Wildlife Biologists,"Study the origins, behavior, diseases, genetics, and life processes of animals and wildlife. May specialize in wildlife research and management. May collect and analyze biological data to determine the environmental effects of present and potential use of land and water habitats.",official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,,,Zoologists and Wildlife Biologists
US,US_English_Directory,onet_soc_2019,19-1029.00,"Biological Scientists, All Other",科学家,machine_assisted_rule_review,create,,,,0.667,19-0000,"Life, Physical, and Social Science Occupations",19-1000,Life Scientists,19-1020,Biological Scientists,19-1029,"Biological Scientists, All Other",All biological scientists not listed separately.,official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,Do not publish final Chinese title without CMS/editorial review.,,"Biological Scientists, All Other"
US,US_English_Directory,onet_soc_2019,19-1029.01,Bioinformatics Scientists,科学家,machine_assisted_rule_review,create,,,,0.667,19-0000,"Life, Physical, and Social Science Occupations",19-1000,Life Scientists,19-1020,Biological Scientists,19-1029,"Biological Scientists, All Other","Conduct research using bioinformatics theory and methods in areas such as pharmaceuticals, medical technology, biotechnology, computational biology, proteomics, computer information science, biology and medical informatics. May design databases and develop algorithms for processing and analyzing genomic information, or other biological information.",official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,Do not publish final Chinese title without CMS/editorial review.,,Bioinformatics Scientists
US,US_English_Directory,onet_soc_2019,19-1029.02,Molecular and Cellular Biologists,,needs_translation,create,,,,0.567,19-0000,"Life, Physical, and Social Science Occupations",19-1000,Life Scientists,19-1020,Biological Scientists,19-1029,"Biological Scientists, All Other",Research and study cellular molecules and organelles to understand cell function and organization.,official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,Do not publish final Chinese title without CMS/editorial review.,,Molecular and Cellular Biologists
US,US_English_Directory,onet_soc_2019,19-1029.03,Geneticists,,needs_translation,create,,,,0.737,19-0000,"Life, Physical, and Social Science Occupations",19-1000,Life Scientists,19-1020,Biological Scientists,19-1029,"Biological Scientists, All Other","Research and study the inheritance of traits at the molecular, organism or population level. May evaluate or treat patients with genetic disorders.",official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,Do not publish final Chinese title without CMS/editorial review.,,Geneticists
US,US_English_Directory,onet_soc_2019,19-1029.04,Biologists,,needs_translation,create,,,,0.818,19-0000,"Life, Physical, and Social Science Occupations",19-1000,Life Scientists,19-1020,Biological Scientists,19-1029,"Biological Scientists, All Other","Research or study basic principles of plant and animal life, such as origin, relationship, development, anatomy, and functions.",official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,Do not publish final Chinese title without CMS/editorial review.,,Biologists
US,US_English_Directory,onet_soc_2019,19-1031.00,Conservation Scientists,科学家,machine_assisted_rule_review,create,,,,0.767,19-0000,"Life, Physical, and Social Science Occupations",19-1000,Life Scientists,19-1030,Conservation Scientists and Foresters,19-1031,Conservation Scientists,"Manage, improve, and protect natural resources to maximize their use without damaging the environment. May conduct soil surveys and develop plans to eliminate soil erosion or to protect rangelands. May instruct farmers, agricultural production managers, or ranchers in best ways to use crop rotation, contour plowing, or terracing to conserve soil and water; in the number and kind of livestock and forage plants best suited to particular ranges; and in range and farm improvements, such as fencing and reservoirs for stock watering.",official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,Do not publish final Chinese title without CMS/editorial review.,,Conservation Scientists
US,US_English_Directory,onet_soc_2019,19-1031.02,Range Managers,经理,machine_assisted_rule_review,create,,,,0.786,19-0000,"Life, Physical, and Social Science Occupations",19-1000,Life Scientists,19-1030,Conservation Scientists and Foresters,19-1031,Conservation Scientists,"Research or study range land management practices to provide sustained production of forage, livestock, and wildlife.",official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,Do not publish final Chinese title without CMS/editorial review.,,Range Managers
US,US_English_Directory,onet_soc_2019,19-1031.03,Park Naturalists,,needs_translation,create,,,,0.593,19-0000,"Life, Physical, and Social Science Occupations",19-1000,Life Scientists,19-1030,Conservation Scientists and Foresters,19-1031,Conservation Scientists,"Plan, develop, and conduct programs to inform public of historical, natural, and scientific features of national, state, or local park.",official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,Do not publish final Chinese title without CMS/editorial review.,,Park Naturalists
US,US_English_Directory,onet_soc_2019,19-1032.00,Foresters,,needs_translation,create,,,,0.667,19-0000,"Life, Physical, and Social Science Occupations",19-1000,Life Scientists,19-1030,Conservation Scientists and Foresters,19-1032,Foresters,"Manage public and private forested lands for economic, recreational, and conservation purposes. May inventory the type, amount, and location of standing timber, appraise the timber's worth, negotiate the purchase, and draw up contracts for procurement. May determine how to conserve wildlife habitats, creek beds, water quality, and soil stability, and how best to comply with environmental regulations. May devise plans for planting and growing new trees, monitor trees for healthy growth, and determine optimal harvesting schedules.",official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,Do not publish final Chinese title without CMS/editorial review.,,Foresters
US,US_English_Directory,onet_soc_2019,19-1041.00,Epidemiologists,流行病学家,from_existing_match,skip,epidemiologists,Epidemiologists,流行病学家,1.000,19-0000,"Life, Physical, and Social Science Occupations",19-1000,Life Scientists,19-1040,Medical Scientists,19-1041,Epidemiologists,"Investigate and describe the determinants and distribution of disease, disability, or health outcomes. May develop the means for prevention and control.",official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,,,Epidemiologists
US,US_English_Directory,onet_soc_2019,19-1042.00,"Medical Scientists, Except Epidemiologists",科学家,machine_assisted_rule_review,create,,,,0.610,19-0000,"Life, Physical, and Social Science Occupations",19-1000,Life Scientists,19-1040,Medical Scientists,19-1042,"Medical Scientists, Except Epidemiologists","Conduct research dealing with the understanding of human diseases and the improvement of human health. Engage in clinical investigation, research and development, or other related activities.",official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,Do not publish final Chinese title without CMS/editorial review.,,"Medical Scientists, Except Epidemiologists"
US,US_English_Directory,onet_soc_2019,19-1099.00,"Life Scientists, All Other",科学家,machine_assisted_rule_review,create,,,,0.613,19-0000,"Life, Physical, and Social Science Occupations",19-1000,Life Scientists,19-1090,Miscellaneous Life Scientists,19-1099,"Life Scientists, All Other",All life scientists not listed separately.,official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,Do not publish final Chinese title without CMS/editorial review.,,"Life Scientists, All Other"
US,US_English_Directory,onet_soc_2019,19-2011.00,Astronomers,,needs_translation,create,,,,0.667,19-0000,"Life, Physical, and Social Science Occupations",19-2000,Physical Scientists,19-2010,Astronomers and Physicists,19-2011,Astronomers,"Observe, research, and interpret astronomical phenomena to increase basic knowledge or apply such information to practical problems.",official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,Do not publish final Chinese title without CMS/editorial review.,,Astronomers
US,US_English_Directory,onet_soc_2019,19-2012.00,Physicists,,needs_translation,create,,,,0.690,19-0000,"Life, Physical, and Social Science Occupations",19-2000,Physical Scientists,19-2010,Astronomers and Physicists,19-2012,Physicists,"Conduct research into physical phenomena, develop theories on the basis of observation and experiments, and devise methods to apply physical laws and theories.",official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,Do not publish final Chinese title without CMS/editorial review.,,Physicists
US,US_English_Directory,onet_soc_2019,19-2021.00,Atmospheric and Space Scientists,科学家,machine_assisted_rule_review,create,,,,0.640,19-0000,"Life, Physical, and Social Science Occupations",19-2000,Physical Scientists,19-2020,Atmospheric and Space Scientists,19-2021,Atmospheric and Space Scientists,"Investigate atmospheric phenomena and interpret meteorological data, gathered by surface and air stations, satellites, and radar to prepare reports and forecasts for public and other uses. Includes weather analysts and forecasters whose functions require the detailed knowledge of meteorology.",official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,Do not publish final Chinese title without CMS/editorial review.,,Atmospheric and Space Scientists
US,US_English_Directory,onet_soc_2019,19-2031.00,Chemists,,needs_translation,create,,,,0.667,19-0000,"Life, Physical, and Social Science Occupations",19-2000,Physical Scientists,19-2030,Chemists and Materials Scientists,19-2031,Chemists,Conduct qualitative and quantitative chemical analyses or experiments in laboratories for quality or process control or to develop new products or knowledge.,official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,Do not publish final Chinese title without CMS/editorial review.,,Chemists
US,US_English_Directory,onet_soc_2019,19-2032.00,Materials Scientists,科学家,machine_assisted_rule_review,create,,,,0.842,19-0000,"Life, Physical, and Social Science Occupations",19-2000,Physical Scientists,19-2030,Chemists and Materials Scientists,19-2032,Materials Scientists,"Research and study the structures and chemical properties of various natural and synthetic or composite materials, including metals, alloys, rubber, ceramics, semiconductors, polymers, and glass. Determine ways to strengthen or combine materials or develop new materials with new or specific properties for use in a variety of products and applications. Includes glass scientists, ceramic scientists, metallurgical scientists, and polymer scientists.",official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,Do not publish final Chinese title without CMS/editorial review.,,Materials Scientists
US,US_English_Directory,onet_soc_2019,19-2041.00,"Environmental Scientists and Specialists, Including Health",专家科学家,machine_assisted_rule_review,create,,,,0.825,19-0000,"Life, Physical, and Social Science Occupations",19-2000,Physical Scientists,19-2040,Environmental Scientists and Geoscientists,19-2041,"Environmental Scientists and Specialists, Including Health","Conduct research or perform investigation for the purpose of identifying, abating, or eliminating sources of pollutants or hazards that affect either the environment or public health. Using knowledge of various scientific disciplines, may collect, synthesize, study, report, and recommend action based on data derived from measurements or observations of air, food, soil, water, and other sources.",official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,Do not publish final Chinese title without CMS/editorial review.,,"Environmental Scientists and Specialists, Including Health"
US,US_English_Directory,onet_soc_2019,19-2041.01,Climate Change Policy Analysts,分析师,machine_assisted_rule_review,create,,,,0.576,19-0000,"Life, Physical, and Social Science Occupations",19-2000,Physical Scientists,19-2040,Environmental Scientists and Geoscientists,19-2041,"Environmental Scientists and Specialists, Including Health","Research and analyze policy developments related to climate change. Make climate-related recommendations for actions such as legislation, awareness campaigns, or fundraising approaches.",official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,Do not publish final Chinese title without CMS/editorial review.,,Climate Change Policy Analysts
US,US_English_Directory,onet_soc_2019,19-2041.02,Environmental Restoration Planners,,needs_translation,create,,,,0.702,19-0000,"Life, Physical, and Social Science Occupations",19-2000,Physical Scientists,19-2040,Environmental Scientists and Geoscientists,19-2041,"Environmental Scientists and Specialists, Including Health","Collaborate with field and biology staff to oversee the implementation of restoration projects and to develop new products. Process and synthesize complex scientific data into practical strategies for restoration, monitoring or management.",official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,Do not publish final Chinese title without CMS/editorial review.,,Environmental Restoration Planners
US,US_English_Directory,onet_soc_2019,19-2041.03,Industrial Ecologists,,needs_translation,create,,,,0.732,19-0000,"Life, Physical, and Social Science Occupations",19-2000,Physical Scientists,19-2040,Environmental Scientists and Geoscientists,19-2041,"Environmental Scientists and Specialists, Including Health",Apply principles and processes of natural ecosystems to develop models for efficient industrial systems. Use knowledge from the physical and social sciences to maximize effective use of natural resources in the production and use of goods and services. Examine societal issues and their relationship with both technical systems and the environment.,official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,Do not publish final Chinese title without CMS/editorial review.,,Industrial Ecologists
US,US_English_Directory,onet_soc_2019,19-2042.00,"Geoscientists, Except Hydrologists and Geographers",科学家,machine_assisted_rule_review,create,,,,0.533,19-0000,"Life, Physical, and Social Science Occupations",19-2000,Physical Scientists,19-2040,Environmental Scientists and Geoscientists,19-2042,"Geoscientists, Except Hydrologists and Geographers","Study the composition, structure, and other physical aspects of the Earth. May use geological, physics, and mathematics knowledge in exploration for oil, gas, minerals, or underground water; or in waste disposal, land reclamation, or other environmental problems. May study the Earth's internal composition, atmospheres, and oceans, and its magnetic, electrical, and gravitational forces. Includes mineralogists, paleontologists, stratigraphers, geodesists, and seismologists.",official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,Do not publish final Chinese title without CMS/editorial review.,,"Geoscientists, Except Hydrologists and Geographers"
US,US_English_Directory,onet_soc_2019,19-2043.00,Hydrologists,水文学家,from_existing_match,skip,hydrologists,Hydrologists,水文学家,1.000,19-0000,"Life, Physical, and Social Science Occupations",19-2000,Physical Scientists,19-2040,Environmental Scientists and Geoscientists,19-2043,Hydrologists,"Research the distribution, circulation, and physical properties of underground and surface waters; and study the form and intensity of precipitation and its rate of infiltration into the soil, movement through the earth, and return to the ocean and atmosphere.",official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,,,Hydrologists
US,US_English_Directory,onet_soc_2019,19-2099.00,"Physical Scientists, All Other",科学家,machine_assisted_rule_review,create,,,,0.653,19-0000,"Life, Physical, and Social Science Occupations",19-2000,Physical Scientists,19-2090,Miscellaneous Physical Scientists,19-2099,"Physical Scientists, All Other",All physical scientists not listed separately.,official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,Do not publish final Chinese title without CMS/editorial review.,,"Physical Scientists, All Other"
US,US_English_Directory,onet_soc_2019,19-2099.01,Remote Sensing Scientists and Technologists,科学家,machine_assisted_rule_review,create,,,,0.651,19-0000,"Life, Physical, and Social Science Occupations",19-2000,Physical Scientists,19-2090,Miscellaneous Physical Scientists,19-2099,"Physical Scientists, All Other","Apply remote sensing principles and methods to analyze data and solve problems in areas such as natural resource management, urban planning, or homeland security. May develop new sensor systems, analytical techniques, or new applications for existing systems.",official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,Do not publish final Chinese title without CMS/editorial review.,,Remote Sensing Scientists and Technologists
US,US_English_Directory,onet_soc_2019,19-3011.00,Economists,经济学家,from_existing_match,skip,economists,Economists,经济学家,1.000,19-0000,"Life, Physical, and Social Science Occupations",19-3000,Social Scientists and Related Workers,19-3010,Economists,19-3011,Economists,"Conduct research, prepare reports, or formulate plans to address economic problems related to the production and distribution of goods and services or monetary and fiscal policy. May collect and process economic and statistical data using sampling techniques and econometric methods.",official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,,,Economists
US,US_English_Directory,onet_soc_2019,19-3011.01,Environmental Economists,,needs_translation,create,,,,0.766,19-0000,"Life, Physical, and Social Science Occupations",19-3000,Social Scientists and Related Workers,19-3010,Economists,19-3011,Economists,"Conduct economic analysis related to environmental protection and use of the natural environment, such as water, air, land, and renewable energy resources. Evaluate and quantify benefits, costs, incentives, and impacts of alternative options using economic principles and statistical techniques.",official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,Do not publish final Chinese title without CMS/editorial review.,,Environmental Economists
US,US_English_Directory,onet_soc_2019,19-3022.00,Survey Researchers,调查研究员,from_existing_match,skip,survey-researchers,Survey researchers,调查研究员,1.000,19-0000,"Life, Physical, and Social Science Occupations",19-3000,Social Scientists and Related Workers,19-3020,Survey Researchers,19-3022,Survey Researchers,"Plan, develop, or conduct surveys. May analyze and interpret the meaning of survey data, determine survey objectives, or suggest or test question wording. Includes social scientists who primarily design questionnaires or supervise survey teams.",official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,,,Survey Researchers
US,US_English_Directory,onet_soc_2019,19-3032.00,Industrial-Organizational Psychologists,,needs_translation,create,,,,0.527,19-0000,"Life, Physical, and Social Science Occupations",19-3000,Social Scientists and Related Workers,19-3030,Psychologists,19-3032,Industrial-Organizational Psychologists,"Apply principles of psychology to human resources, administration, management, sales, and marketing problems. Activities may include policy planning; employee testing and selection, training, and development; and organizational development and analysis. May work with management to organize the work setting to improve worker productivity.",official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,Do not publish final Chinese title without CMS/editorial review.,,Industrial-Organizational Psychologists
US,US_English_Directory,onet_soc_2019,19-3033.00,Clinical and Counseling Psychologists,,needs_translation,create,,,,0.556,19-0000,"Life, Physical, and Social Science Occupations",19-3000,Social Scientists and Related Workers,19-3030,Psychologists,19-3033,Clinical and Counseling Psychologists,"Assess, diagnose, and treat mental and emotional disorders of individuals through observation, interview, and psychological tests. Help individuals with distress or maladjustment understand their problems through their knowledge of case history, interviews with patients, and theory. Provide individual or group counseling services to assist individuals in achieving more effective personal, social, educational, and vocational development and adjustment. May design behavior modification programs and consult with medical personnel regarding the best treatment for patients.",official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,Do not publish final Chinese title without CMS/editorial review.,,Clinical and Counseling Psychologists
US,US_English_Directory,onet_soc_2019,19-3034.00,School Psychologists,,needs_translation,create,,,,0.788,19-0000,"Life, Physical, and Social Science Occupations",19-3000,Social Scientists and Related Workers,19-3030,Psychologists,19-3034,School Psychologists,"Diagnose and implement individual or schoolwide interventions or strategies to address educational, behavioral, or developmental issues that adversely impact educational functioning in a school. May address student learning and behavioral problems and counsel students or families. May design and implement performance plans, and evaluate performance. May consult with other school-based personnel.",official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,Do not publish final Chinese title without CMS/editorial review.,,School Psychologists
US,US_English_Directory,onet_soc_2019,19-3039.00,"Psychologists, All Other",,needs_translation,create,,,,0.722,19-0000,"Life, Physical, and Social Science Occupations",19-3000,Social Scientists and Related Workers,19-3030,Psychologists,19-3039,"Psychologists, All Other",All psychologists not listed separately.,official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,Do not publish final Chinese title without CMS/editorial review.,,"Psychologists, All Other"
US,US_English_Directory,onet_soc_2019,19-3039.02,Neuropsychologists,,needs_translation,create,,,,0.839,19-0000,"Life, Physical, and Social Science Occupations",19-3000,Social Scientists and Related Workers,19-3030,Psychologists,19-3039,"Psychologists, All Other","Apply theories and principles of neuropsychology to evaluate and diagnose disorders of higher cerebral functioning, often in research and medical settings. Study the human brain and the effect of physiological states on human cognition and behavior. May formulate and administer programs of treatment.",official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,Do not publish final Chinese title without CMS/editorial review.,,Neuropsychologists
US,US_English_Directory,onet_soc_2019,19-3039.03,Clinical Neuropsychologists,,needs_translation,create,,,,0.650,19-0000,"Life, Physical, and Social Science Occupations",19-3000,Social Scientists and Related Workers,19-3030,Psychologists,19-3039,"Psychologists, All Other","Assess and diagnose patients with neurobehavioral problems related to acquired or developmental disorders of the nervous system, such as neurodegenerative disorders, traumatic brain injury, seizure disorders, and learning disabilities. Recommend treatment after diagnosis, such as therapy, medication, or surgery. Assist with evaluation before and after neurosurgical procedures, such as deep brain stimulation.",official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,Do not publish final Chinese title without CMS/editorial review.,,Clinical Neuropsychologists
US,US_English_Directory,onet_soc_2019,19-3041.00,Sociologists,社会学家,from_existing_match,skip,sociologists,Sociologists,社会学家,1.000,19-0000,"Life, Physical, and Social Science Occupations",19-3000,Social Scientists and Related Workers,19-3040,Sociologists,19-3041,Sociologists,"Study human society and social behavior by examining the groups and social institutions that people form, as well as various social, religious, political, and business organizations. May study the behavior and interaction of groups, trace their origin and growth, and analyze the influence of group activities on individual members.",official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,,,Sociologists
US,US_English_Directory,onet_soc_2019,19-3051.00,Urban and Regional Planners,城市与区域规划师,from_existing_match,skip,urban-and-regional-planners,Urban and regional planners,城市与区域规划师,1.000,19-0000,"Life, Physical, and Social Science Occupations",19-3000,Social Scientists and Related Workers,19-3050,Urban and Regional Planners,19-3051,Urban and Regional Planners,"Develop comprehensive plans and programs for use of land and physical facilities of jurisdictions, such as towns, cities, counties, and metropolitan areas.",official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,,,Urban and Regional Planners
US,US_English_Directory,onet_soc_2019,19-3091.00,Anthropologists and Archeologists,人类学家与考古学家,from_existing_match,skip,anthropologists-and-archeologists,Anthropologists and archeologists,人类学家与考古学家,1.000,19-0000,"Life, Physical, and Social Science Occupations",19-3000,Social Scientists and Related Workers,19-3090,Miscellaneous Social Scientists and Related Workers,19-3091,Anthropologists and Archeologists,"Study the origin, development, and behavior of human beings. May study the way of life, language, or physical characteristics of people in various parts of the world. May engage in systematic recovery and examination of material evidence, such as tools or pottery remaining from past human cultures, in order to determine the history, customs, and living habits of earlier civilizations.",official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,,,Anthropologists and Archeologists
US,US_English_Directory,onet_soc_2019,19-3092.00,Geographers,地理学家,from_existing_match,skip,geographers,Geographers,地理学家,1.000,19-0000,"Life, Physical, and Social Science Occupations",19-3000,Social Scientists and Related Workers,19-3090,Miscellaneous Social Scientists and Related Workers,19-3092,Geographers,"Study the nature and use of areas of the Earth's surface, relating and interpreting interactions of physical and cultural phenomena. Conduct research on physical aspects of a region, including land forms, climates, soils, plants, and animals, and conduct research on the spatial implications of human activities within a given area, including social characteristics, economic activities, and political organization, as well as researching interdependence between regions at scales ranging from local to global.",official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,,,Geographers
US,US_English_Directory,onet_soc_2019,19-3093.00,Historians,历史学家,from_existing_match,skip,historians,Historians,历史学家,1.000,19-0000,"Life, Physical, and Social Science Occupations",19-3000,Social Scientists and Related Workers,19-3090,Miscellaneous Social Scientists and Related Workers,19-3093,Historians,"Research, analyze, record, and interpret the past as recorded in sources, such as government and institutional records, newspapers and other periodicals, photographs, interviews, films, electronic media, and unpublished manuscripts, such as personal diaries and letters.",official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,,,Historians
US,US_English_Directory,onet_soc_2019,19-3094.00,Political Scientists,政治学家,from_existing_match,skip,political-scientists,Political scientists,政治学家,1.000,19-0000,"Life, Physical, and Social Science Occupations",19-3000,Social Scientists and Related Workers,19-3090,Miscellaneous Social Scientists and Related Workers,19-3094,Political Scientists,"Study the origin, development, and operation of political systems. May study topics, such as public opinion, political decisionmaking, and ideology. May analyze the structure and operation of governments, as well as various political entities. May conduct public opinion surveys, analyze election results, or analyze public documents.",official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,,,Political Scientists
US,US_English_Directory,onet_soc_2019,19-3099.00,"Social Scientists and Related Workers, All Other",科学家工人,machine_assisted_rule_review,create,,,,0.571,19-0000,"Life, Physical, and Social Science Occupations",19-3000,Social Scientists and Related Workers,19-3090,Miscellaneous Social Scientists and Related Workers,19-3099,"Social Scientists and Related Workers, All Other",All social scientists and related workers not listed separately.,official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,Do not publish final Chinese title without CMS/editorial review.,,"Social Scientists and Related Workers, All Other"
US,US_English_Directory,onet_soc_2019,19-3099.01,Transportation Planners,运输,machine_assisted_rule_review,create,,,,0.706,19-0000,"Life, Physical, and Social Science Occupations",19-3000,Social Scientists and Related Workers,19-3090,Miscellaneous Social Scientists and Related Workers,19-3099,"Social Scientists and Related Workers, All Other","Prepare studies for proposed transportation projects. Gather, compile, and analyze data. Study the use and operation of transportation systems. Develop transportation models or simulations.",official_current_onet_soc_2019_taxonomy,https://www.onetcenter.org/taxonomy/2019/list/2019_Occupations.csv?fmt=csv,Do not publish final Chinese title without CMS/editorial review.,,Transportation Planners
