slug,locale,url,status,ok,has_preview_block,internal_leakage,raw_enum,unsafe_outcome,en_contains_cjk,snippet
electricians,en,https://staging.fermatmind.com/en/career/jobs/electricians,200,true,true,false,false,false,false,"enter justify-center rounded-lg border border-slate-300 bg-white px-4 py-2 text-sm font-semibold text-slate-950 hover:bg-slate-100"">Review preparation checklist Risks and change AI Impact 4 /10 AI task exposure augmentat"
plumbers-pipefitters-and-steamfitters,zh-CN,https://staging.fermatmind.com/zh/career/jobs/plumbers-pipefitters-and-steamfitters,200,true,true,false,false,false,false,"st"" class=""mt-5 inline-flex min-h-11 items-center justify-center rounded-lg border border-slate-300 bg-white px-4 py-2 text-sm font-semibold text-slate-950 hover:bg-slate-100"">查看准备清单 风险与变化 AI 影响 4 /10 AI 任务暴露 辅助增强 中等置信 F"
plumbers-pipefitters-and-steamfitters,en,https://staging.fermatmind.com/en/career/jobs/plumbers-pipefitters-and-steamfitters,200,true,true,false,false,false,false,"enter justify-center rounded-lg border border-slate-300 bg-white px-4 py-2 text-sm font-semibold text-slate-950 hover:bg-slate-100"">Review preparation checklist Risks and change AI Impact 4 /10 AI task exposure augmentat"
firefighters,zh-CN,https://staging.fermatmind.com/zh/career/jobs/firefighters,200,true,true,false,false,false,false,"st"" class=""mt-5 inline-flex min-h-11 items-center justify-center rounded-lg border border-slate-300 bg-white px-4 py-2 text-sm font-semibold text-slate-950 hover:bg-slate-100"">查看准备清单 风险与变化 AI 影响 4 /10 AI 任务暴露 辅助增强 高置信 Fe"
firefighters,en,https://staging.fermatmind.com/en/career/jobs/firefighters,200,true,true,false,false,false,false,"enter justify-center rounded-lg border border-slate-300 bg-white px-4 py-2 text-sm font-semibold text-slate-950 hover:bg-slate-100"">Review preparation checklist Risks and change AI Impact 4 /10 AI task exposure augmentat"
police-and-sheriff-s-patrol-officers,zh-CN,https://staging.fermatmind.com/zh/career/jobs/police-and-sheriff-s-patrol-officers,200,true,true,false,false,false,false,"st"" class=""mt-5 inline-flex min-h-11 items-center justify-center rounded-lg border border-slate-300 bg-white px-4 py-2 text-sm font-semibold text-slate-950 hover:bg-slate-100"">查看准备清单 风险与变化 AI 影响 5 /10 AI 任务暴露 辅助增强 中等置信 F"
police-and-sheriff-s-patrol-officers,en,https://staging.fermatmind.com/en/career/jobs/police-and-sheriff-s-patrol-officers,200,true,true,false,false,false,false,"enter justify-center rounded-lg border border-slate-300 bg-white px-4 py-2 text-sm font-semibold text-slate-950 hover:bg-slate-100"">Review preparation checklist Risks and change AI Impact 5 /10 AI task exposure augmentat"
heavy-and-tractor-trailer-truck-drivers,zh-CN,https://staging.fermatmind.com/zh/career/jobs/heavy-and-tractor-trailer-truck-drivers,200,true,true,false,false,false,false,"st"" class=""mt-5 inline-flex min-h-11 items-center justify-center rounded-lg border border-slate-300 bg-white px-4 py-2 text-sm font-semibold text-slate-950 hover:bg-slate-100"">查看准备清单 风险与变化 AI 影响 4 /10 AI 任务暴露 辅助增强 高置信 Fe"
heavy-and-tractor-trailer-truck-drivers,en,https://staging.fermatmind.com/en/career/jobs/heavy-and-tractor-trailer-truck-drivers,200,true,true,false,false,false,false,"enter justify-center rounded-lg border border-slate-300 bg-white px-4 py-2 text-sm font-semibold text-slate-950 hover:bg-slate-100"">Review preparation checklist Risks and change AI Impact 4 /10 AI task exposure augmentat"
construction-and-building-inspectors,zh-CN,https://staging.fermatmind.com/zh/career/jobs/construction-and-building-inspectors,200,true,true,false,false,false,false,"st"" class=""mt-5 inline-flex min-h-11 items-center justify-center rounded-lg border border-slate-300 bg-white px-4 py-2 text-sm font-semibold text-slate-950 hover:bg-slate-100"">查看准备清单 风险与变化 AI 影响 6 /10 AI 任务暴露 辅助增强 高置信 Fe"
construction-and-building-inspectors,en,https://staging.fermatmind.com/en/career/jobs/construction-and-building-inspectors,200,true,true,false,false,false,false,"enter justify-center rounded-lg border border-slate-300 bg-white px-4 py-2 text-sm font-semibold text-slate-950 hover:bg-slate-100"">Review preparation checklist Risks and change AI Impact 6 /10 AI task exposure augmentat"
web-developers,zh-CN,https://staging.fermatmind.com/zh/career/jobs/web-developers,200,true,true,false,false,false,false,"st"" class=""mt-5 inline-flex min-h-11 items-center justify-center rounded-lg border border-slate-300 bg-white px-4 py-2 text-sm font-semibold text-slate-950 hover:bg-slate-100"">查看准备清单 风险与变化 AI 影响 8 /10 AI 任务暴露 混合暴露 高置信 Fe"
web-developers,en,https://staging.fermatmind.com/en/career/jobs/web-developers,200,true,true,false,false,false,false,"enter justify-center rounded-lg border border-slate-300 bg-white px-4 py-2 text-sm font-semibold text-slate-950 hover:bg-slate-100"">Review preparation checklist Risks and change AI Impact 8 /10 AI task exposure mixed hig"
data-scientists,zh-CN,https://staging.fermatmind.com/zh/career/jobs/data-scientists,200,true,true,false,false,false,false,"st"" class=""mt-5 inline-flex min-h-11 items-center justify-center rounded-lg border border-slate-300 bg-white px-4 py-2 text-sm font-semibold text-slate-950 hover:bg-slate-100"">查看准备清单 风险与变化 AI 影响 8 /10 AI 任务暴露 混合暴露 高置信 Fe"
data-scientists,en,https://staging.fermatmind.com/en/career/jobs/data-scientists,200,true,true,false,false,false,false,"enter justify-center rounded-lg border border-slate-300 bg-white px-4 py-2 text-sm font-semibold text-slate-950 hover:bg-slate-100"">Review preparation checklist Risks and change AI Impact 8 /10 AI task exposure mixed hig"
information-security-analysts,zh-CN,https://staging.fermatmind.com/zh/career/jobs/information-security-analysts,200,true,true,false,false,false,false,"st"" class=""mt-5 inline-flex min-h-11 items-center justify-center rounded-lg border border-slate-300 bg-white px-4 py-2 text-sm font-semibold text-slate-950 hover:bg-slate-100"">查看准备清单 风险与变化 AI 影响 8 /10 AI 任务暴露 混合暴露 高置信 Fe"
information-security-analysts,en,https://staging.fermatmind.com/en/career/jobs/information-security-analysts,200,true,true,false,false,false,false,"enter justify-center rounded-lg border border-slate-300 bg-white px-4 py-2 text-sm font-semibold text-slate-950 hover:bg-slate-100"">Review preparation checklist Risks and change AI Impact 8 /10 AI task exposure mixed hig"
civil-engineers,zh-CN,https://staging.fermatmind.com/zh/career/jobs/civil-engineers,200,true,true,false,false,false,false,"st"" class=""mt-5 inline-flex min-h-11 items-center justify-center rounded-lg border border-slate-300 bg-white px-4 py-2 text-sm font-semibold text-slate-950 hover:bg-slate-100"">查看准备清单 风险与变化 AI 影响 6 /10 AI 任务暴露 辅助增强 中等置信 F"
civil-engineers,en,https://staging.fermatmind.com/en/career/jobs/civil-engineers,200,true,true,false,false,false,false,"enter justify-center rounded-lg border border-slate-300 bg-white px-4 py-2 text-sm font-semibold text-slate-950 hover:bg-slate-100"">Review preparation checklist Risks and change AI Impact 6 /10 AI task exposure augmentat"
biomedical-engineers,zh-CN,https://staging.fermatmind.com/zh/career/jobs/biomedical-engineers,200,true,true,false,false,false,false,"st"" class=""mt-5 inline-flex min-h-11 items-center justify-center rounded-lg border border-slate-300 bg-white px-4 py-2 text-sm font-semibold text-slate-950 hover:bg-slate-100"">查看准备清单 风险与变化 AI 影响 6 /10 AI 任务暴露 辅助增强 中等置信 F"
biomedical-engineers,en,https://staging.fermatmind.com/en/career/jobs/biomedical-engineers,200,true,true,false,false,false,false,"enter justify-center rounded-lg border border-slate-300 bg-white px-4 py-2 text-sm font-semibold text-slate-950 hover:bg-slate-100"">Review preparation checklist Risks and change AI Impact 6 /10 AI task exposure augmentat"
computer-systems-engineers-architects,zh-CN,https://staging.fermatmind.com/zh/career/jobs/computer-systems-engineers-architects,200,true,true,false,false,false,false,"st"" class=""mt-5 inline-flex min-h-11 items-center justify-center rounded-lg border border-slate-300 bg-white px-4 py-2 text-sm font-semibold text-slate-950 hover:bg-slate-100"">查看准备清单 风险与变化 AI 影响 8 /10 AI 任务暴露 混合暴露 高置信 Fe"
computer-systems-engineers-architects,en,https://staging.fermatmind.com/en/career/jobs/computer-systems-engineers-architects,200,true,true,false,false,false,false,"enter justify-center rounded-lg border border-slate-300 bg-white px-4 py-2 text-sm font-semibold text-slate-950 hover:bg-slate-100"">Review preparation checklist Risks and change AI Impact 8 /10 AI task exposure mixed hig"
