slug,locale,candidate_index,anchor_candidate,candidate_only,runtime_approved
budget-analysts,en,1,Budget analysts career overview,true,false
budget-analysts,en,2,Budget analysts skills and entry path,true,false
budget-analysts,en,3,Budget analysts AI impact and fit,true,false
bus-and-truck-mechanics-and-diesel-engine-specialists,zh-CN,1,公交卡车机械师发动机专员职业介绍,true,false
bus-and-truck-mechanics-and-diesel-engine-specialists,zh-CN,2,公交卡车机械师发动机专员技能与入行路径,true,false
bus-and-truck-mechanics-and-diesel-engine-specialists,zh-CN,3,公交卡车机械师发动机专员AI 影响与职业匹配,true,false
bus-and-truck-mechanics-and-diesel-engine-specialists,en,1,Bus And Truck Mechanics And Diesel Engine Specialists career overview,true,false
bus-and-truck-mechanics-and-diesel-engine-specialists,en,2,Bus And Truck Mechanics And Diesel Engine Specialists skills and entry path,true,false
bus-and-truck-mechanics-and-diesel-engine-specialists,en,3,Bus And Truck Mechanics And Diesel Engine Specialists AI impact and fit,true,false
bus-drivers,zh-CN,1,公交与城际巴士司机职业介绍,true,false
bus-drivers,zh-CN,2,公交与城际巴士司机技能与入行路径,true,false
bus-drivers,zh-CN,3,公交与城际巴士司机AI 影响与职业匹配,true,false
bus-drivers,en,1,"Bus Drivers, Transit And Intercity career overview",true,false
bus-drivers,en,2,"Bus Drivers, Transit And Intercity skills and entry path",true,false
bus-drivers,en,3,"Bus Drivers, Transit And Intercity AI impact and fit",true,false
bus-drivers-school,zh-CN,1,公交司机职业介绍,true,false
bus-drivers-school,zh-CN,2,公交司机技能与入行路径,true,false
bus-drivers-school,zh-CN,3,公交司机AI 影响与职业匹配,true,false
bus-drivers-school,en,1,"Bus Drivers, School career overview",true,false
bus-drivers-school,en,2,"Bus Drivers, School skills and entry path",true,false
bus-drivers-school,en,3,"Bus Drivers, School AI impact and fit",true,false
bus-drivers-transit-and-intercity,zh-CN,1,公交司机、公交职业介绍,true,false
bus-drivers-transit-and-intercity,zh-CN,2,公交司机、公交技能与入行路径,true,false
bus-drivers-transit-and-intercity,zh-CN,3,公交司机、公交AI 影响与职业匹配,true,false
bus-drivers-transit-and-intercity,en,1,"Bus Drivers, Transit And Intercity career overview",true,false
bus-drivers-transit-and-intercity,en,2,"Bus Drivers, Transit And Intercity skills and entry path",true,false
bus-drivers-transit-and-intercity,en,3,"Bus Drivers, Transit And Intercity AI impact and fit",true,false
business-continuity-planners,zh-CN,1,业务连续性规划师职业介绍,true,false
business-continuity-planners,zh-CN,2,业务连续性规划师技能与入行路径,true,false
business-continuity-planners,zh-CN,3,业务连续性规划师AI 影响与职业匹配,true,false
business-continuity-planners,en,1,Business Continuity Planners career overview,true,false
business-continuity-planners,en,2,Business Continuity Planners skills and entry path,true,false
business-continuity-planners,en,3,Business Continuity Planners AI impact and fit,true,false
business-intelligence-analysts,zh-CN,1,分析师商业职业介绍,true,false
business-intelligence-analysts,zh-CN,2,分析师商业技能与入行路径,true,false
business-intelligence-analysts,zh-CN,3,分析师商业AI 影响与职业匹配,true,false
business-intelligence-analysts,en,1,Business Intelligence Analysts career overview,true,false
business-intelligence-analysts,en,2,Business Intelligence Analysts skills and entry path,true,false
business-intelligence-analysts,en,3,Business Intelligence Analysts AI impact and fit,true,false
business-teachers-postsecondary,zh-CN,1,教师商业职业介绍,true,false
business-teachers-postsecondary,zh-CN,2,教师商业技能与入行路径,true,false
business-teachers-postsecondary,zh-CN,3,教师商业AI 影响与职业匹配,true,false
business-teachers-postsecondary,en,1,"Business Teachers, Postsecondary career overview",true,false
business-teachers-postsecondary,en,2,"Business Teachers, Postsecondary skills and entry path",true,false
business-teachers-postsecondary,en,3,"Business Teachers, Postsecondary AI impact and fit",true,false
butchers-and-meat-cutters,zh-CN,1,屠宰工肉类切割工职业介绍,true,false
butchers-and-meat-cutters,zh-CN,2,屠宰工肉类切割工技能与入行路径,true,false
butchers-and-meat-cutters,zh-CN,3,屠宰工肉类切割工AI 影响与职业匹配,true,false
butchers-and-meat-cutters,en,1,Butchers And Meat Cutters career overview,true,false
butchers-and-meat-cutters,en,2,Butchers And Meat Cutters skills and entry path,true,false
butchers-and-meat-cutters,en,3,Butchers And Meat Cutters AI impact and fit,true,false
buyers-and-purchasing-agents-farm-products,zh-CN,1,采购员采购、农场产品职业介绍,true,false
buyers-and-purchasing-agents-farm-products,zh-CN,2,采购员采购、农场产品技能与入行路径,true,false
buyers-and-purchasing-agents-farm-products,zh-CN,3,采购员采购、农场产品AI 影响与职业匹配,true,false
buyers-and-purchasing-agents-farm-products,en,1,"Buyers And Purchasing Agents, Farm Products career overview",true,false
buyers-and-purchasing-agents-farm-products,en,2,"Buyers And Purchasing Agents, Farm Products skills and entry path",true,false
buyers-and-purchasing-agents-farm-products,en,3,"Buyers And Purchasing Agents, Farm Products AI impact and fit",true,false
cabinetmakers-and-bench-carpenters,zh-CN,1,橱柜制造工台架木工职业介绍,true,false
cabinetmakers-and-bench-carpenters,zh-CN,2,橱柜制造工台架木工技能与入行路径,true,false
cabinetmakers-and-bench-carpenters,zh-CN,3,橱柜制造工台架木工AI 影响与职业匹配,true,false
cabinetmakers-and-bench-carpenters,en,1,Cabinetmakers And Bench Carpenters career overview,true,false
cabinetmakers-and-bench-carpenters,en,2,Cabinetmakers And Bench Carpenters skills and entry path,true,false
cabinetmakers-and-bench-carpenters,en,3,Cabinetmakers And Bench Carpenters AI impact and fit,true,false
calibration-technologists-and-technicians,zh-CN,1,校准技术员职业介绍,true,false
calibration-technologists-and-technicians,zh-CN,2,校准技术员技能与入行路径,true,false
calibration-technologists-and-technicians,zh-CN,3,校准技术员AI 影响与职业匹配,true,false
calibration-technologists-and-technicians,en,1,Calibration Technologists And Technicians career overview,true,false
calibration-technologists-and-technicians,en,2,Calibration Technologists And Technicians skills and entry path,true,false
calibration-technologists-and-technicians,en,3,Calibration Technologists And Technicians AI impact and fit,true,false
camera-and-photographic-equipment-repairers,zh-CN,1,摄像设备职业介绍,true,false
camera-and-photographic-equipment-repairers,zh-CN,2,摄像设备技能与入行路径,true,false
camera-and-photographic-equipment-repairers,zh-CN,3,摄像设备AI 影响与职业匹配,true,false
camera-and-photographic-equipment-repairers,en,1,Camera And Photographic Equipment Repairers career overview,true,false
camera-and-photographic-equipment-repairers,en,2,Camera And Photographic Equipment Repairers skills and entry path,true,false
camera-and-photographic-equipment-repairers,en,3,Camera And Photographic Equipment Repairers AI impact and fit,true,false
camera-operators-television-video-and-film,zh-CN,1,摄像操作员、电视、视频、电影职业介绍,true,false
camera-operators-television-video-and-film,zh-CN,2,摄像操作员、电视、视频、电影技能与入行路径,true,false
camera-operators-television-video-and-film,zh-CN,3,摄像操作员、电视、视频、电影AI 影响与职业匹配,true,false
camera-operators-television-video-and-film,en,1,"Camera Operators, Television, Video, And Film career overview",true,false
camera-operators-television-video-and-film,en,2,"Camera Operators, Television, Video, And Film skills and entry path",true,false
camera-operators-television-video-and-film,en,3,"Camera Operators, Television, Video, And Film AI impact and fit",true,false
captains-mates-and-pilots-of-water-vessels,zh-CN,1,大副、船舶职业介绍,true,false
captains-mates-and-pilots-of-water-vessels,zh-CN,2,大副、船舶技能与入行路径,true,false
captains-mates-and-pilots-of-water-vessels,zh-CN,3,大副、船舶AI 影响与职业匹配,true,false
captains-mates-and-pilots-of-water-vessels,en,1,"Captains, Mates, And Pilots Of Water Vessels career overview",true,false
captains-mates-and-pilots-of-water-vessels,en,2,"Captains, Mates, And Pilots Of Water Vessels skills and entry path",true,false
captains-mates-and-pilots-of-water-vessels,en,3,"Captains, Mates, And Pilots Of Water Vessels AI impact and fit",true,false
cardiovascular-technologists-and-technicians,zh-CN,1,心血管技术员适合谁？职业介绍,true,false
cardiovascular-technologists-and-technicians,zh-CN,2,心血管技术员适合谁？技能与入行路径,true,false
cardiovascular-technologists-and-technicians,zh-CN,3,心血管技术员适合谁？AI 影响与职业匹配,true,false
cardiovascular-technologists-and-technicians,en,1,Cardiovascular technologists and technicians career overview,true,false
cardiovascular-technologists-and-technicians,en,2,Cardiovascular technologists and technicians skills and entry path,true,false
cardiovascular-technologists-and-technicians,en,3,Cardiovascular technologists and technicians AI impact and fit,true,false
career-and-technical-education-teachers,zh-CN,1,中学职业/技术教育教师职业诊断职业介绍,true,false
career-and-technical-education-teachers,zh-CN,2,中学职业/技术教育教师职业诊断技能与入行路径,true,false
career-and-technical-education-teachers,zh-CN,3,中学职业/技术教育教师职业诊断AI 影响与职业匹配,true,false
career-and-technical-education-teachers,en,1,"Career/Technical Education Teachers, Secondary School career overview",true,false
career-and-technical-education-teachers,en,2,"Career/Technical Education Teachers, Secondary School skills and entry path",true,false
career-and-technical-education-teachers,en,3,"Career/Technical Education Teachers, Secondary School AI impact and fit",true,false
career-technical-education-teachers-middle-school,zh-CN,1,教育教师职业介绍,true,false
career-technical-education-teachers-middle-school,zh-CN,2,教育教师技能与入行路径,true,false
career-technical-education-teachers-middle-school,zh-CN,3,教育教师AI 影响与职业匹配,true,false
career-technical-education-teachers-middle-school,en,1,"Career/Technical Education Teachers, Middle School career overview",true,false
career-technical-education-teachers-middle-school,en,2,"Career/Technical Education Teachers, Middle School skills and entry path",true,false
career-technical-education-teachers-middle-school,en,3,"Career/Technical Education Teachers, Middle School AI impact and fit",true,false
career-technical-education-teachers-postsecondary,zh-CN,1,教育教师职业介绍,true,false
career-technical-education-teachers-postsecondary,zh-CN,2,教育教师技能与入行路径,true,false
career-technical-education-teachers-postsecondary,zh-CN,3,教育教师AI 影响与职业匹配,true,false
career-technical-education-teachers-postsecondary,en,1,"Career/Technical Education Teachers, Postsecondary career overview",true,false
career-technical-education-teachers-postsecondary,en,2,"Career/Technical Education Teachers, Postsecondary skills and entry path",true,false
career-technical-education-teachers-postsecondary,en,3,"Career/Technical Education Teachers, Postsecondary AI impact and fit",true,false
career-technical-education-teachers-secondary-school,zh-CN,1,教育教师职业介绍,true,false
career-technical-education-teachers-secondary-school,zh-CN,2,教育教师技能与入行路径,true,false
career-technical-education-teachers-secondary-school,zh-CN,3,教育教师AI 影响与职业匹配,true,false
career-technical-education-teachers-secondary-school,en,1,"Career/Technical Education Teachers, Secondary School career overview",true,false
career-technical-education-teachers-secondary-school,en,2,"Career/Technical Education Teachers, Secondary School skills and entry path",true,false
career-technical-education-teachers-secondary-school,en,3,"Career/Technical Education Teachers, Secondary School AI impact and fit",true,false
cargo-and-freight-agents,zh-CN,1,货物与货运职业介绍,true,false
cargo-and-freight-agents,zh-CN,2,货物与货运技能与入行路径,true,false
cargo-and-freight-agents,zh-CN,3,货物与货运AI 影响与职业匹配,true,false
cargo-and-freight-agents,en,1,Cargo And Freight Agents career overview,true,false
cargo-and-freight-agents,en,2,Cargo And Freight Agents skills and entry path,true,false
cargo-and-freight-agents,en,3,Cargo And Freight Agents AI impact and fit,true,false
carpenters,zh-CN,1,木工适合谁？职业介绍,true,false
carpenters,zh-CN,2,木工适合谁？技能与入行路径,true,false
carpenters,zh-CN,3,木工适合谁？AI 影响与职业匹配,true,false
carpenters,en,1,Carpenters career overview,true,false
carpenters,en,2,Carpenters skills and entry path,true,false
carpenters,en,3,Carpenters AI impact and fit,true,false
carpet-installers,zh-CN,1,地毯安装工职业介绍,true,false
carpet-installers,zh-CN,2,地毯安装工技能与入行路径,true,false
carpet-installers,zh-CN,3,地毯安装工AI 影响与职业匹配,true,false
carpet-installers,en,1,Carpet Installers career overview,true,false
carpet-installers,en,2,Carpet Installers skills and entry path,true,false
carpet-installers,en,3,Carpet Installers AI impact and fit,true,false
cartographers-and-photogrammetrists,zh-CN,1,制图师与摄影测量师职业介绍,true,false
cartographers-and-photogrammetrists,zh-CN,2,制图师与摄影测量师技能与入行路径,true,false
cartographers-and-photogrammetrists,zh-CN,3,制图师与摄影测量师AI 影响与职业匹配,true,false
cartographers-and-photogrammetrists,en,1,Cartographers And Photogrammetrists career overview,true,false
cartographers-and-photogrammetrists,en,2,Cartographers And Photogrammetrists skills and entry path,true,false
cartographers-and-photogrammetrists,en,3,Cartographers And Photogrammetrists AI impact and fit,true,false
cashiers,zh-CN,1,收银员适合谁？职业介绍,true,false
cashiers,zh-CN,2,收银员适合谁？技能与入行路径,true,false
cashiers,zh-CN,3,收银员适合谁？AI 影响与职业匹配,true,false
cashiers,en,1,Cashiers career overview,true,false
cashiers,en,2,Cashiers skills and entry path,true,false
cashiers,en,3,Cashiers AI impact and fit,true,false
cement-masons-and-concrete-finishers,zh-CN,1,水泥泥瓦工混凝土修整工职业介绍,true,false
cement-masons-and-concrete-finishers,zh-CN,2,水泥泥瓦工混凝土修整工技能与入行路径,true,false
cement-masons-and-concrete-finishers,zh-CN,3,水泥泥瓦工混凝土修整工AI 影响与职业匹配,true,false
cement-masons-and-concrete-finishers,en,1,Cement Masons And Concrete Finishers career overview,true,false
cement-masons-and-concrete-finishers,en,2,Cement Masons And Concrete Finishers skills and entry path,true,false
cement-masons-and-concrete-finishers,en,3,Cement Masons And Concrete Finishers AI impact and fit,true,false
chefs-and-head-cooks,zh-CN,1,主厨与厨师长适合谁？职业介绍,true,false
chefs-and-head-cooks,zh-CN,2,主厨与厨师长适合谁？技能与入行路径,true,false
chefs-and-head-cooks,zh-CN,3,主厨与厨师长适合谁？AI 影响与职业匹配,true,false
chefs-and-head-cooks,en,1,Chefs and head cooks career overview,true,false
chefs-and-head-cooks,en,2,Chefs and head cooks skills and entry path,true,false
chefs-and-head-cooks,en,3,Chefs and head cooks AI impact and fit,true,false
chemical-engineers,zh-CN,1,化学工程师职业介绍,true,false
chemical-engineers,zh-CN,2,化学工程师技能与入行路径,true,false
chemical-engineers,zh-CN,3,化学工程师AI 影响与职业匹配,true,false
chemical-engineers,en,1,Chemical Engineers career overview,true,false
chemical-engineers,en,2,Chemical Engineers skills and entry path,true,false
chemical-engineers,en,3,Chemical Engineers AI impact and fit,true,false
chemical-equipment-operators-and-tenders,zh-CN,1,设备操作员看护员职业介绍,true,false
chemical-equipment-operators-and-tenders,zh-CN,2,设备操作员看护员技能与入行路径,true,false
chemical-equipment-operators-and-tenders,zh-CN,3,设备操作员看护员AI 影响与职业匹配,true,false
chemical-equipment-operators-and-tenders,en,1,Chemical Equipment Operators And Tenders career overview,true,false
chemical-equipment-operators-and-tenders,en,2,Chemical Equipment Operators And Tenders skills and entry path,true,false
chemical-equipment-operators-and-tenders,en,3,Chemical Equipment Operators And Tenders AI impact and fit,true,false
chemical-plant-and-system-operators,zh-CN,1,操作员职业介绍,true,false
chemical-plant-and-system-operators,zh-CN,2,操作员技能与入行路径,true,false
chemical-plant-and-system-operators,zh-CN,3,操作员AI 影响与职业匹配,true,false
chemical-plant-and-system-operators,en,1,Chemical Plant And System Operators career overview,true,false
chemical-plant-and-system-operators,en,2,Chemical Plant And System Operators skills and entry path,true,false
chemical-plant-and-system-operators,en,3,Chemical Plant And System Operators AI impact and fit,true,false
chemical-technicians,zh-CN,1,化学技术员职业介绍,true,false
chemical-technicians,zh-CN,2,化学技术员技能与入行路径,true,false
chemical-technicians,zh-CN,3,化学技术员AI 影响与职业匹配,true,false
chemical-technicians,en,1,Chemical Technicians career overview,true,false
chemical-technicians,en,2,Chemical Technicians skills and entry path,true,false
chemical-technicians,en,3,Chemical Technicians AI impact and fit,true,false
chemistry-teachers-postsecondary,zh-CN,1,高校化学教师职业介绍,true,false
chemistry-teachers-postsecondary,zh-CN,2,高校化学教师技能与入行路径,true,false
chemistry-teachers-postsecondary,zh-CN,3,高校化学教师AI 影响与职业匹配,true,false
chemistry-teachers-postsecondary,en,1,"Chemistry Teachers, Postsecondary career overview",true,false
chemistry-teachers-postsecondary,en,2,"Chemistry Teachers, Postsecondary skills and entry path",true,false
chemistry-teachers-postsecondary,en,3,"Chemistry Teachers, Postsecondary AI impact and fit",true,false
chemists,zh-CN,1,化学家职业介绍,true,false
chemists,zh-CN,2,化学家技能与入行路径,true,false
chemists,zh-CN,3,化学家AI 影响与职业匹配,true,false
chemists,en,1,Chemists career overview,true,false
chemists,en,2,Chemists skills and entry path,true,false
chemists,en,3,Chemists AI impact and fit,true,false
chemists-and-materials-scientists,zh-CN,1,化学家职业诊断职业介绍,true,false
chemists-and-materials-scientists,zh-CN,2,化学家职业诊断技能与入行路径,true,false
chemists-and-materials-scientists,zh-CN,3,化学家职业诊断AI 影响与职业匹配,true,false
chemists-and-materials-scientists,en,1,Chemists career overview,true,false
chemists-and-materials-scientists,en,2,Chemists skills and entry path,true,false
chemists-and-materials-scientists,en,3,Chemists AI impact and fit,true,false
chief-executives,zh-CN,1,首席执行官职业介绍,true,false
chief-executives,zh-CN,2,首席执行官技能与入行路径,true,false
chief-executives,zh-CN,3,首席执行官AI 影响与职业匹配,true,false
chief-executives,en,1,Chief Executives career overview,true,false
chief-executives,en,2,Chief Executives skills and entry path,true,false
chief-executives,en,3,Chief Executives AI impact and fit,true,false
chief-sustainability-officers,zh-CN,1,首席可持续发展官职业介绍,true,false
chief-sustainability-officers,zh-CN,2,首席可持续发展官技能与入行路径,true,false
chief-sustainability-officers,zh-CN,3,首席可持续发展官AI 影响与职业匹配,true,false
chief-sustainability-officers,en,1,Chief Sustainability Officers career overview,true,false
chief-sustainability-officers,en,2,Chief Sustainability Officers skills and entry path,true,false
chief-sustainability-officers,en,3,Chief Sustainability Officers AI impact and fit,true,false
child-family-and-school-social-workers,zh-CN,1,儿童、家庭与学校社会工作者职业介绍,true,false
child-family-and-school-social-workers,zh-CN,2,儿童、家庭与学校社会工作者技能与入行路径,true,false
child-family-and-school-social-workers,zh-CN,3,儿童、家庭与学校社会工作者AI 影响与职业匹配,true,false
child-family-and-school-social-workers,en,1,"Child, Family, And School Social Workers career overview",true,false
child-family-and-school-social-workers,en,2,"Child, Family, And School Social Workers skills and entry path",true,false
child-family-and-school-social-workers,en,3,"Child, Family, And School Social Workers AI impact and fit",true,false
childcare-workers,zh-CN,1,儿童照护人员职业介绍,true,false
childcare-workers,zh-CN,2,儿童照护人员技能与入行路径,true,false
childcare-workers,zh-CN,3,儿童照护人员AI 影响与职业匹配,true,false
childcare-workers,en,1,Childcare Workers career overview,true,false
childcare-workers,en,2,Childcare Workers skills and entry path,true,false
childcare-workers,en,3,Childcare Workers AI impact and fit,true,false
chiropractors,zh-CN,1,整脊医师适合谁？职业介绍,true,false
chiropractors,zh-CN,2,整脊医师适合谁？技能与入行路径,true,false
chiropractors,zh-CN,3,整脊医师适合谁？AI 影响与职业匹配,true,false
chiropractors,en,1,Chiropractors career overview,true,false
chiropractors,en,2,Chiropractors skills and entry path,true,false
chiropractors,en,3,Chiropractors AI impact and fit,true,false
choreographers,zh-CN,1,编舞师职业介绍,true,false
choreographers,zh-CN,2,编舞师技能与入行路径,true,false
choreographers,zh-CN,3,编舞师AI 影响与职业匹配,true,false
choreographers,en,1,Choreographers career overview,true,false
choreographers,en,2,Choreographers skills and entry path,true,false
choreographers,en,3,Choreographers AI impact and fit,true,false
civil-engineering-technicians,zh-CN,1,土木工程技师与技术员职业介绍,true,false
civil-engineering-technicians,zh-CN,2,土木工程技师与技术员技能与入行路径,true,false
civil-engineering-technicians,zh-CN,3,土木工程技师与技术员AI 影响与职业匹配,true,false
civil-engineering-technicians,en,1,Civil Engineering Technologists And Technicians career overview,true,false
civil-engineering-technicians,en,2,Civil Engineering Technologists And Technicians skills and entry path,true,false
civil-engineering-technicians,en,3,Civil Engineering Technologists And Technicians AI impact and fit,true,false
civil-engineers,zh-CN,1,土木工程师职业诊断职业介绍,true,false
civil-engineers,zh-CN,2,土木工程师职业诊断技能与入行路径,true,false
civil-engineers,zh-CN,3,土木工程师职业诊断AI 影响与职业匹配,true,false
civil-engineers,en,1,Civil engineers career overview,true,false
civil-engineers,en,2,Civil engineers skills and entry path,true,false
civil-engineers,en,3,Civil engineers AI impact and fit,true,false
claims-adjusters-appraisers-examiners-and-investigators,zh-CN,1,理赔核损员、审查员与调查员职业介绍,true,false
claims-adjusters-appraisers-examiners-and-investigators,zh-CN,2,理赔核损员、审查员与调查员技能与入行路径,true,false
claims-adjusters-appraisers-examiners-and-investigators,zh-CN,3,理赔核损员、审查员与调查员AI 影响与职业匹配,true,false
claims-adjusters-appraisers-examiners-and-investigators,en,1,"Claims Adjusters, Examiners, And Investigators career overview",true,false
claims-adjusters-appraisers-examiners-and-investigators,en,2,"Claims Adjusters, Examiners, And Investigators skills and entry path",true,false
claims-adjusters-appraisers-examiners-and-investigators,en,3,"Claims Adjusters, Examiners, And Investigators AI impact and fit",true,false
cleaners-of-vehicles-and-equipment,zh-CN,1,清洁工设备职业介绍,true,false
cleaners-of-vehicles-and-equipment,zh-CN,2,清洁工设备技能与入行路径,true,false
cleaners-of-vehicles-and-equipment,zh-CN,3,清洁工设备AI 影响与职业匹配,true,false
cleaners-of-vehicles-and-equipment,en,1,Cleaners Of Vehicles And Equipment career overview,true,false
cleaners-of-vehicles-and-equipment,en,2,Cleaners Of Vehicles And Equipment skills and entry path,true,false
cleaners-of-vehicles-and-equipment,en,3,Cleaners Of Vehicles And Equipment AI impact and fit,true,false
cleaning-washing-and-metal-pickling-equipment-operators-and-tenders,zh-CN,1,金属设备操作员看护员职业介绍,true,false
cleaning-washing-and-metal-pickling-equipment-operators-and-tenders,zh-CN,2,金属设备操作员看护员技能与入行路径,true,false
cleaning-washing-and-metal-pickling-equipment-operators-and-tenders,zh-CN,3,金属设备操作员看护员AI 影响与职业匹配,true,false
cleaning-washing-and-metal-pickling-equipment-operators-and-tenders,en,1,"Cleaning, Washing, And Metal Pickling Equipment Operators And Tenders career overview",true,false
cleaning-washing-and-metal-pickling-equipment-operators-and-tenders,en,2,"Cleaning, Washing, And Metal Pickling Equipment Operators And Tenders skills and entry path",true,false
cleaning-washing-and-metal-pickling-equipment-operators-and-tenders,en,3,"Cleaning, Washing, And Metal Pickling Equipment Operators And Tenders AI impact and fit",true,false
clergy,zh-CN,1,神职人员职业介绍,true,false
clergy,zh-CN,2,神职人员技能与入行路径,true,false
clergy,zh-CN,3,神职人员AI 影响与职业匹配,true,false
clergy,en,1,Clergy career overview,true,false
clergy,en,2,Clergy skills and entry path,true,false
clergy,en,3,Clergy AI impact and fit,true,false
climate-change-policy-analysts,zh-CN,1,气候变化政策分析师职业介绍,true,false
climate-change-policy-analysts,zh-CN,2,气候变化政策分析师技能与入行路径,true,false
climate-change-policy-analysts,zh-CN,3,气候变化政策分析师AI 影响与职业匹配,true,false
climate-change-policy-analysts,en,1,Climate Change Policy Analysts career overview,true,false
climate-change-policy-analysts,en,2,Climate Change Policy Analysts skills and entry path,true,false
climate-change-policy-analysts,en,3,Climate Change Policy Analysts AI impact and fit,true,false
clinical-and-counseling-psychologists,zh-CN,1,临床与咨询心理学家职业介绍,true,false
clinical-and-counseling-psychologists,zh-CN,2,临床与咨询心理学家技能与入行路径,true,false
clinical-and-counseling-psychologists,zh-CN,3,临床与咨询心理学家AI 影响与职业匹配,true,false
clinical-and-counseling-psychologists,en,1,Clinical And Counseling Psychologists career overview,true,false
clinical-and-counseling-psychologists,en,2,Clinical And Counseling Psychologists skills and entry path,true,false
clinical-and-counseling-psychologists,en,3,Clinical And Counseling Psychologists AI impact and fit,true,false
clinical-data-managers,zh-CN,1,临床数据经理职业介绍,true,false
clinical-data-managers,zh-CN,2,临床数据经理技能与入行路径,true,false
clinical-data-managers,zh-CN,3,临床数据经理AI 影响与职业匹配,true,false
clinical-data-managers,en,1,Clinical Data Managers career overview,true,false
clinical-data-managers,en,2,Clinical Data Managers skills and entry path,true,false
clinical-data-managers,en,3,Clinical Data Managers AI impact and fit,true,false
clinical-laboratory-technologists-and-technicians,zh-CN,1,医学与临床实验室技师职业诊断职业介绍,true,false
clinical-laboratory-technologists-and-technicians,zh-CN,2,医学与临床实验室技师职业诊断技能与入行路径,true,false
clinical-laboratory-technologists-and-technicians,zh-CN,3,医学与临床实验室技师职业诊断AI 影响与职业匹配,true,false
clinical-laboratory-technologists-and-technicians,en,1,Medical and Clinical Laboratory Technologists career overview,true,false
clinical-laboratory-technologists-and-technicians,en,2,Medical and Clinical Laboratory Technologists skills and entry path,true,false
clinical-laboratory-technologists-and-technicians,en,3,Medical and Clinical Laboratory Technologists AI impact and fit,true,false
clinical-neuropsychologists,zh-CN,1,临床神经心理学家职业介绍,true,false
clinical-neuropsychologists,zh-CN,2,临床神经心理学家技能与入行路径,true,false
clinical-neuropsychologists,zh-CN,3,临床神经心理学家AI 影响与职业匹配,true,false
clinical-neuropsychologists,en,1,Clinical Neuropsychologists career overview,true,false
clinical-neuropsychologists,en,2,Clinical Neuropsychologists skills and entry path,true,false
clinical-neuropsychologists,en,3,Clinical Neuropsychologists AI impact and fit,true,false
clinical-nurse-specialists,zh-CN,1,临床护士专员职业介绍,true,false
clinical-nurse-specialists,zh-CN,2,临床护士专员技能与入行路径,true,false
clinical-nurse-specialists,zh-CN,3,临床护士专员AI 影响与职业匹配,true,false
clinical-nurse-specialists,en,1,Clinical Nurse Specialists career overview,true,false
clinical-nurse-specialists,en,2,Clinical Nurse Specialists skills and entry path,true,false
clinical-nurse-specialists,en,3,Clinical Nurse Specialists AI impact and fit,true,false
clinical-research-coordinators,zh-CN,1,临床研究协调员职业介绍,true,false
clinical-research-coordinators,zh-CN,2,临床研究协调员技能与入行路径,true,false
clinical-research-coordinators,zh-CN,3,临床研究协调员AI 影响与职业匹配,true,false
clinical-research-coordinators,en,1,Clinical Research Coordinators career overview,true,false
clinical-research-coordinators,en,2,Clinical Research Coordinators skills and entry path,true,false
clinical-research-coordinators,en,3,Clinical Research Coordinators AI impact and fit,true,false
coaches-and-scouts,zh-CN,1,教练与球探职业介绍,true,false
coaches-and-scouts,zh-CN,2,教练与球探技能与入行路径,true,false
coaches-and-scouts,zh-CN,3,教练与球探AI 影响与职业匹配,true,false
coaches-and-scouts,en,1,Coaches And Scouts career overview,true,false
coaches-and-scouts,en,2,Coaches And Scouts skills and entry path,true,false
coaches-and-scouts,en,3,Coaches And Scouts AI impact and fit,true,false
coating-painting-and-spraying-machine-setters-operators-and-tenders,zh-CN,1,机器铺设工、操作员、看护员职业介绍,true,false
coating-painting-and-spraying-machine-setters-operators-and-tenders,zh-CN,2,机器铺设工、操作员、看护员技能与入行路径,true,false
coating-painting-and-spraying-machine-setters-operators-and-tenders,zh-CN,3,机器铺设工、操作员、看护员AI 影响与职业匹配,true,false
coating-painting-and-spraying-machine-setters-operators-and-tenders,en,1,"Coating, Painting, And Spraying Machine Setters, Operators, And Tenders career overview",true,false
coating-painting-and-spraying-machine-setters-operators-and-tenders,en,2,"Coating, Painting, And Spraying Machine Setters, Operators, And Tenders skills and entry path",true,false
coating-painting-and-spraying-machine-setters-operators-and-tenders,en,3,"Coating, Painting, And Spraying Machine Setters, Operators, And Tenders AI impact and fit",true,false
coil-winders-tapers-and-finishers,zh-CN,1,线圈绕线工、包扎工、修整工职业介绍,true,false
coil-winders-tapers-and-finishers,zh-CN,2,线圈绕线工、包扎工、修整工技能与入行路径,true,false
coil-winders-tapers-and-finishers,zh-CN,3,线圈绕线工、包扎工、修整工AI 影响与职业匹配,true,false
coil-winders-tapers-and-finishers,en,1,"Coil Winders, Tapers, And Finishers career overview",true,false
coil-winders-tapers-and-finishers,en,2,"Coil Winders, Tapers, And Finishers skills and entry path",true,false
coil-winders-tapers-and-finishers,en,3,"Coil Winders, Tapers, And Finishers AI impact and fit",true,false
coin-vending-and-amusement-machine-servicers-and-repairers,zh-CN,1,自动售货、机器维修员职业介绍,true,false
coin-vending-and-amusement-machine-servicers-and-repairers,zh-CN,2,自动售货、机器维修员技能与入行路径,true,false
coin-vending-and-amusement-machine-servicers-and-repairers,zh-CN,3,自动售货、机器维修员AI 影响与职业匹配,true,false
coin-vending-and-amusement-machine-servicers-and-repairers,en,1,"Coin, Vending, And Amusement Machine Servicers And Repairers career overview",true,false
