block,slug,locale,overall_editorial_score,occupation_specificity_score,workflow_density_score,reader_usefulness_score,template_reuse_score,locale_naturalness_score,conversion_clarity_score,competitive_depth_score,source_backed_claim_density_score,block_relevance_score,reader_safe_boundary_score,status,row_ref,source_baseline_ref,source_traceability_boundary,generated_at
career-page-assembly,air-crew-officers,zh-CN,3.63,3.1,2.33,2.95,3.6,2.5,2.8,3.99,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#air-crew-officers:zh-CN,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,air-crew-officers,en,3.6,2.9,2.33,2.95,3.6,2.5,2.8,3.93,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#air-crew-officers:en,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,air-traffic-controllers,zh-CN,3.63,3.1,2.33,2.95,3.6,2.5,2.8,3.99,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#air-traffic-controllers:zh-CN,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,air-traffic-controllers,en,3.6,2.9,2.33,2.95,3.6,2.5,2.8,3.93,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#air-traffic-controllers:en,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,aircraft-and-avionics-equipment-mechanics-and-technicians,zh-CN,4.13,5.0,3.45,3.95,3.6,2.5,2.8,5.0,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#aircraft-and-avionics-equipment-mechanics-and-technicians:zh-CN,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,aircraft-and-avionics-equipment-mechanics-and-technicians,en,4.12,4.9,3.45,3.95,3.6,2.5,2.8,5.0,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#aircraft-and-avionics-equipment-mechanics-and-technicians:en,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,aircraft-cargo-handling-supervisors,zh-CN,3.89,4.0,2.89,3.45,3.6,2.5,2.8,4.65,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#aircraft-cargo-handling-supervisors:zh-CN,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,aircraft-cargo-handling-supervisors,en,3.86,3.8,2.89,3.45,3.6,2.5,2.8,4.58,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#aircraft-cargo-handling-supervisors:en,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,aircraft-launch-and-recovery-officers,zh-CN,3.92,4.2,2.89,3.45,3.6,2.5,2.8,4.71,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#aircraft-launch-and-recovery-officers:zh-CN,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,aircraft-launch-and-recovery-officers,en,3.89,4.0,2.89,3.45,3.6,2.5,2.8,4.65,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#aircraft-launch-and-recovery-officers:en,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,aircraft-launch-and-recovery-specialists,zh-CN,3.92,4.2,2.89,3.45,3.6,2.5,2.8,4.71,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#aircraft-launch-and-recovery-specialists:zh-CN,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,aircraft-launch-and-recovery-specialists,en,3.89,4.0,2.89,3.45,3.6,2.5,2.8,4.65,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#aircraft-launch-and-recovery-specialists:en,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,aircraft-mechanics-and-service-technicians,zh-CN,3.92,4.2,2.89,3.45,3.6,2.5,2.8,4.71,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#aircraft-mechanics-and-service-technicians:zh-CN,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,aircraft-mechanics-and-service-technicians,en,3.89,4.0,2.89,3.45,3.6,2.5,2.8,4.65,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#aircraft-mechanics-and-service-technicians:en,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,aircraft-service-attendants,zh-CN,3.86,3.8,2.89,3.45,3.6,2.5,2.8,4.58,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#aircraft-service-attendants:zh-CN,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,aircraft-service-attendants,en,3.83,3.6,2.89,3.45,3.6,2.5,2.8,4.51,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#aircraft-service-attendants:en,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,aircraft-structure-surfaces-rigging-and-systems-assemblers,zh-CN,4.2,5.0,3.45,3.95,4.3,2.5,2.8,5.0,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#aircraft-structure-surfaces-rigging-and-systems-assemblers:zh-CN,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,aircraft-structure-surfaces-rigging-and-systems-assemblers,en,4.2,5.0,3.45,3.95,4.3,2.5,2.8,5.0,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#aircraft-structure-surfaces-rigging-and-systems-assemblers:en,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,airfield-operations-specialists,zh-CN,3.63,3.1,2.33,2.95,3.6,2.5,2.8,3.99,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#airfield-operations-specialists:zh-CN,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,airfield-operations-specialists,en,3.6,2.9,2.33,2.95,3.6,2.5,2.8,3.93,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#airfield-operations-specialists:en,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,airline-and-commercial-pilots,zh-CN,3.72,3.3,2.33,2.95,4.3,2.5,2.8,4.06,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#airline-and-commercial-pilots:zh-CN,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,airline-and-commercial-pilots,en,3.7,3.1,2.33,2.95,4.3,2.5,2.8,3.99,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#airline-and-commercial-pilots:en,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,airline-pilots-copilots-and-flight-engineers,zh-CN,3.78,3.7,2.33,2.95,4.3,2.5,2.8,4.19,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#airline-pilots-copilots-and-flight-engineers:zh-CN,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,airline-pilots-copilots-and-flight-engineers,en,3.75,3.5,2.33,2.95,4.3,2.5,2.8,4.13,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#airline-pilots-copilots-and-flight-engineers:en,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,allergists-and-immunologists,zh-CN,3.63,3.1,2.33,2.95,3.6,2.5,2.8,3.99,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#allergists-and-immunologists:zh-CN,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,allergists-and-immunologists,en,3.6,2.9,2.33,2.95,3.6,2.5,2.8,3.93,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#allergists-and-immunologists:en,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,ambulance-drivers-and-attendants-except-emergency-medical-technicians,zh-CN,3.79,4.3,2.33,2.95,3.6,2.5,2.8,4.39,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#ambulance-drivers-and-attendants-except-emergency-medical-technicians:zh-CN,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,ambulance-drivers-and-attendants-except-emergency-medical-technicians,en,3.73,3.9,2.33,2.95,3.6,2.5,2.8,4.26,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#ambulance-drivers-and-attendants-except-emergency-medical-technicians:en,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,anesthesiologist-assistants,zh-CN,3.6,2.9,2.33,2.95,3.6,2.5,2.8,3.93,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#anesthesiologist-assistants:zh-CN,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,anesthesiologist-assistants,en,3.57,2.7,2.33,2.95,3.6,2.5,2.8,3.86,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#anesthesiologist-assistants:en,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,anesthesiologists,zh-CN,3.64,2.7,2.33,2.95,4.3,2.5,2.8,3.86,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#anesthesiologists:zh-CN,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,anesthesiologists,en,3.62,2.5,2.33,2.95,4.3,2.5,2.8,3.79,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#anesthesiologists:en,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,animal-scientists,zh-CN,3.6,2.9,2.33,2.95,3.6,2.5,2.8,3.93,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#animal-scientists:zh-CN,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,animal-scientists,en,3.57,2.7,2.33,2.95,3.6,2.5,2.8,3.86,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#animal-scientists:en,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,animal-trainers,zh-CN,3.6,2.9,2.33,2.95,3.6,2.5,2.8,3.93,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#animal-trainers:zh-CN,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,animal-trainers,en,3.57,2.7,2.33,2.95,3.6,2.5,2.8,3.86,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#animal-trainers:en,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,announcers,zh-CN,3.64,2.7,2.33,2.95,4.3,2.5,2.8,3.86,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#announcers:zh-CN,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,announcers,en,3.75,3.5,2.33,2.95,4.3,2.5,2.8,4.13,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#announcers:en,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,anthropologists-and-archeologists,zh-CN,3.63,3.1,2.33,2.95,3.6,2.5,2.8,3.99,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#anthropologists-and-archeologists:zh-CN,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,anthropologists-and-archeologists,en,3.6,2.9,2.33,2.95,3.6,2.5,2.8,3.93,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#anthropologists-and-archeologists:en,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,anthropology-and-archeology-teachers-postsecondary,zh-CN,3.78,3.7,2.33,2.95,4.3,2.5,2.8,4.19,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#anthropology-and-archeology-teachers-postsecondary:zh-CN,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
career-page-assembly,anthropology-and-archeology-teachers-postsecondary,en,3.72,3.3,2.33,2.95,4.3,2.5,2.8,4.06,5.0,5.0,5.0,editorial_repair_required,generated/career-page-assembly-v1-1046-pass-baseline/career_page_assembly_1046_v1.jsonl#anthropology-and-archeology-teachers-postsecondary:en,generated/career-adjacent-comparison-v1-1046-pass-baseline-final;generated/career-fit-v1-1046-pass-baseline-final;generated/career-identity-v1-1046-pass-baseline-final;generated/career-skills-entry-v1-1046-pass-baseline-final;generated/career-work-activities-v1-1046-pass-baseline-final-repaired;mature_registered,Use completed PASS block refs only; do not add new facts in page assembly.,2026-06-21T09:37:25.252464+00:00
