id,type,cluster,label,discoverabilityState,graphReadiness,duplicateEntityRisk,authorityRisk,paths,routeFamilies,evidenceReadiness,orphanState
"personality:isfp-t","personality_type","mbti","isfp-t","public_inventory","weak","p2","none","/en/personality/isfp-t|/zh/personality/isfp-t","personality_detail","partial","{""true_orphan"":2}"
"personality:istj-a","personality_type","mbti","istj-a","public_inventory","weak","p2","none","/en/personality/istj-a|/zh/personality/istj-a","personality_detail","partial","{""true_orphan"":2}"
"personality:istj-t","personality_type","mbti","istj-t","public_inventory","weak","p2","none","/en/personality/istj-t|/zh/personality/istj-t","personality_detail","partial","{""true_orphan"":2}"
"personality:istp-a","personality_type","mbti","istp-a","public_inventory","weak","p2","none","/en/personality/istp-a|/zh/personality/istp-a","personality_detail","partial","{""true_orphan"":2}"
"personality:istp-t","personality_type","mbti","istp-t","public_inventory","weak","p2","none","/en/personality/istp-t|/zh/personality/istp-t","personality_detail","partial","{""true_orphan"":2}"
"riasec:artistic","riasec_type","riasec","artistic","missing_public_route","blocked","none","none","/en/career/interests/artistic|/zh/career/interests/artistic","","","{}"
"riasec:conventional","riasec_type","riasec","conventional","missing_public_route","blocked","none","none","/en/career/interests/conventional|/zh/career/interests/conventional","","","{}"
"riasec:enterprising","riasec_type","riasec","enterprising","missing_public_route","blocked","none","none","/en/career/interests/enterprising|/zh/career/interests/enterprising","","","{}"
"riasec:investigative","riasec_type","riasec","investigative","missing_public_route","blocked","none","none","/en/career/interests/investigative|/zh/career/interests/investigative","","","{}"
"riasec:realistic","riasec_type","riasec","realistic","missing_public_route","blocked","none","none","/en/career/interests/realistic|/zh/career/interests/realistic","","","{}"
"riasec:social","riasec_type","riasec","social","missing_public_route","blocked","none","none","/en/career/interests/social|/zh/career/interests/social","","","{}"
"test:big-five-personality-test-ocean-model","test","big-five","big-five-personality-test-ocean-model","public_inventory","partial","p2","none","/en/tests/big-five-personality-test-ocean-model|/zh/tests/big-five-personality-test-ocean-model","test_detail","partial","{""weakly_connected"":2}"
"test:mbti-personality-test-16-personality-types","test","mbti","mbti-personality-test-16-personality-types","public_inventory","partial","p2","none","/en/tests/mbti-personality-test-16-personality-types|/zh/tests/mbti-personality-test-16-personality-types","test_detail","partial","{""weakly_connected"":2}"
"test:holland-career-interest-test-riasec","test","riasec","holland-career-interest-test-riasec","public_inventory","partial","p2","none","/en/tests/holland-career-interest-test-riasec|/zh/tests/holland-career-interest-test-riasec","test_detail","partial","{""weakly_connected"":2}"
"topic:big-five","topic","big-five","big-five","public_inventory","weak","p2","none","/en/topics/big-five|/zh/topics/big-five","topic_detail","partial","{""true_orphan"":2}"
"topic:mbti","topic","mbti","mbti","public_inventory","weak","p2","none","/en/topics/mbti|/zh/topics/mbti","topic_detail","partial","{""true_orphan"":2}"
"topic:riasec","topic","riasec","riasec","missing_public_route","blocked","none","none","/en/topics/riasec|/zh/topics/riasec","","","{}"
"trait:agreeableness","trait_dimension","big-five","agreeableness","missing_public_route","blocked","none","none","/en/personality/traits/agreeableness|/zh/personality/traits/agreeableness","","","{}"
"trait:conscientiousness","trait_dimension","big-five","conscientiousness","missing_public_route","blocked","none","none","/en/personality/traits/conscientiousness|/zh/personality/traits/conscientiousness","","","{}"
"trait:extraversion","trait_dimension","big-five","extraversion","missing_public_route","blocked","none","none","/en/personality/traits/extraversion|/zh/personality/traits/extraversion","","","{}"
"trait:neuroticism","trait_dimension","big-five","neuroticism","missing_public_route","blocked","none","none","/en/personality/traits/neuroticism|/zh/personality/traits/neuroticism","","","{}"
"trait:openness","trait_dimension","big-five","openness","missing_public_route","blocked","none","none","/en/personality/traits/openness|/zh/personality/traits/openness","","","{}"
