seed_ordinal,slug,locale,title_en,title_zh,primary_detected_intent,secondary_detected_intents,what-is,salary,career-path,skills,AI-impact,fit,adjacent,education,certification,page_status,api_status,h1,title,description_present,faq_signal_count,source_signal_count
226,couriers-and-messengers,zh-CN,Couriers And Messengers,快递员,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,200,快递员,快递员 | FermatMind,true,12,8
226,couriers-and-messengers,en,Couriers And Messengers,快递员,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,Couriers And Messengers,Couriers And Messengers | FermatMind,true,12,10
227,court-reporters,zh-CN,Court reporters and simultaneous captioners,法庭记录员与实时字幕员适合谁？,what-is,,false,false,false,false,false,false,false,false,false,0,200,,,false,0,2
227,court-reporters,en,Court reporters and simultaneous captioners,法庭记录员与实时字幕员适合谁？,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,Court reporters and simultaneous captioners,Court reporters and simultaneous captioners | FermatMind,true,12,10
228,court-municipal-and-license-clerks,zh-CN,"Court, Municipal, And License Clerks",法院、市政、执照文员,what-is,,false,false,false,false,false,false,false,false,false,0,200,,,false,0,2
228,court-municipal-and-license-clerks,en,"Court, Municipal, And License Clerks",法院、市政、执照文员,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,"Court, Municipal, And License Clerks","Court, Municipal, And License Clerks | FermatMind",true,12,10
229,craft-and-fine-artists,zh-CN,"Fine Artists, Including Painters, Sculptors, And Illustrators",美术艺术家（画家、雕塑家与插画师）,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,200,美术艺术家（画家、雕塑家与插画师）,美术艺术家（画家、雕塑家与插画师） | FermatMind,true,12,8
229,craft-and-fine-artists,en,"Fine Artists, Including Painters, Sculptors, And Illustrators",美术艺术家（画家、雕塑家与插画师）,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,200,"Fine Artists, Including Painters, Sculptors, and Illustrators","Fine Artists, Including Painters, Sculptors, And Illustrators | FermatMind",true,12,9
230,craft-artists,zh-CN,Craft Artists,工艺艺术家,what-is,,false,false,false,false,false,false,false,false,false,0,200,,,false,0,2
230,craft-artists,en,Craft Artists,工艺艺术家,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,Craft Artists,Craft Artists | FermatMind,true,12,10
231,crane-and-tower-operators,zh-CN,Crane And Tower Operators,操作员,what-is,,false,false,false,false,false,false,false,false,false,0,200,,,false,0,2
231,crane-and-tower-operators,en,Crane And Tower Operators,操作员,what-is,,false,false,false,false,false,false,false,false,false,0,200,,,false,0,2
232,credit-analysts,zh-CN,Credit Analysts,信用分析师,what-is,,false,false,false,false,false,false,false,false,false,0,200,,,false,0,2
232,credit-analysts,en,Credit Analysts,信用分析师,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,Credit Analysts,Credit Analysts | FermatMind,true,12,10
233,credit-authorizers-checkers-and-clerks,zh-CN,"Credit Authorizers, Checkers, And Clerks",信贷授权员、核查员、文员,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,200,信贷授权员、核查员、文员,信贷授权员、核查员、文员 | FermatMind,true,12,8
233,credit-authorizers-checkers-and-clerks,en,"Credit Authorizers, Checkers, And Clerks",信贷授权员、核查员、文员,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,"Credit Authorizers, Checkers, And Clerks","Credit Authorizers, Checkers, And Clerks | FermatMind",true,12,10
234,credit-counselors,zh-CN,Credit counselors,信贷咨询顾问适合谁？,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,200,信贷咨询顾问,信贷咨询顾问适合谁？ | FermatMind,true,12,8
234,credit-counselors,en,Credit counselors,信贷咨询顾问适合谁？,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,Credit counselors,Credit counselors | FermatMind,true,12,10
235,crematory-operators,zh-CN,Crematory Operators,火化设备操作员,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,200,火化设备操作员,火化设备操作员 | FermatMind,true,12,8
235,crematory-operators,en,Crematory Operators,火化设备操作员,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,Crematory Operators,Crematory Operators | FermatMind,true,12,10
236,criminal-justice-and-law-enforcement-teachers-postsecondary,zh-CN,"Criminal Justice And Law Enforcement Teachers, Postsecondary",高校刑事司法与执法教师,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,高校刑事司法与执法教师,高校刑事司法与执法教师 | FermatMind,true,12,8
236,criminal-justice-and-law-enforcement-teachers-postsecondary,en,"Criminal Justice And Law Enforcement Teachers, Postsecondary",高校刑事司法与执法教师,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,0,"Criminal Justice And Law Enforcement Teachers, Postsecondary","Criminal Justice And Law Enforcement Teachers, Postsecondary | FermatMind",true,12,8
237,critical-care-nurses,zh-CN,Critical Care Nurses,重症护理护士,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,0,重症护理护士,重症护理护士 | FermatMind,true,12,6
237,critical-care-nurses,en,Critical Care Nurses,重症护理护士,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,Critical Care Nurses,Critical Care Nurses | FermatMind,true,12,10
238,crossing-guards-and-flaggers,zh-CN,Crossing Guards And Flaggers,交通路口警卫旗手,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,200,交通路口警卫旗手,交通路口警卫旗手 | FermatMind,true,12,8
238,crossing-guards-and-flaggers,en,Crossing Guards And Flaggers,交通路口警卫旗手,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,Crossing Guards And Flaggers,Crossing Guards And Flaggers | FermatMind,true,12,10
239,crushing-grinding-and-polishing-machine-setters-operators-and-tenders,zh-CN,"Crushing, Grinding, And Polishing Machine Setters, Operators, And Tenders",机器铺设工、操作员、看护员,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,200,机器铺设工、操作员、看护员,机器铺设工、操作员、看护员 | FermatMind,true,12,8
239,crushing-grinding-and-polishing-machine-setters-operators-and-tenders,en,"Crushing, Grinding, And Polishing Machine Setters, Operators, And Tenders",机器铺设工、操作员、看护员,what-is,,false,false,false,false,false,false,false,false,false,0,200,,,false,0,2
240,curators,zh-CN,Curators,策展人,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,策展人,策展人 | FermatMind,true,12,8
240,curators,en,Curators,策展人,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,Curators,Curators | FermatMind,true,12,10
241,customer-service-representatives,zh-CN,Customer Service Representatives,客户服务代表,what-is,,false,false,false,false,false,false,false,false,false,0,200,,,false,0,2
241,customer-service-representatives,en,Customer Service Representatives,客户服务代表,what-is,,false,false,false,false,false,false,false,false,false,0,200,,,false,0,2
242,customs-and-border-protection-officers,zh-CN,Customs And Border Protection Officers,海关官,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,200,海关官,海关官 | FermatMind,true,12,8
242,customs-and-border-protection-officers,en,Customs And Border Protection Officers,海关官,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,Customs And Border Protection Officers,Customs And Border Protection Officers | FermatMind,true,12,10
243,customs-brokers,zh-CN,Customs Brokers,海关经纪人,what-is,,false,false,false,false,false,false,false,false,false,0,200,,,false,0,2
243,customs-brokers,en,Customs Brokers,海关经纪人,what-is,,false,false,false,false,false,false,false,false,false,0,200,,,false,0,2
244,cutters-and-trimmers-hand,zh-CN,"Cutters And Trimmers, Hand",切割工布置员、手工,what-is,,false,false,false,false,false,false,false,false,false,0,200,,,false,0,2
244,cutters-and-trimmers-hand,en,"Cutters And Trimmers, Hand",切割工布置员、手工,what-is,,false,false,false,false,false,false,false,false,false,0,200,,,false,0,2
245,cutting-and-slicing-machine-setters-operators-and-tenders,zh-CN,"Cutting And Slicing Machine Setters, Operators, And Tenders",机器铺设工、操作员、看护员,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,200,机器铺设工、操作员、看护员,机器铺设工、操作员、看护员 | FermatMind,true,12,8
245,cutting-and-slicing-machine-setters-operators-and-tenders,en,"Cutting And Slicing Machine Setters, Operators, And Tenders",机器铺设工、操作员、看护员,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,0,"Cutting And Slicing Machine Setters, Operators, And Tenders","Cutting And Slicing Machine Setters, Operators, And Tenders | FermatMind",true,12,8
246,cutting-punching-and-press-machine-setters-operators-and-tenders-metal-and-plastic,zh-CN,"Cutting, Punching, And Press Machine Setters, Operators, And Tenders, Metal And Plastic",机器铺设工、操作员、看护员、金属塑料,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,200,机器铺设工、操作员、看护员、金属塑料,机器铺设工、操作员、看护员、金属塑料 | FermatMind,true,12,8
246,cutting-punching-and-press-machine-setters-operators-and-tenders-metal-and-plastic,en,"Cutting, Punching, And Press Machine Setters, Operators, And Tenders, Metal And Plastic",机器铺设工、操作员、看护员、金属塑料,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,0,"Cutting, Punching, And Press Machine Setters, Operators, And Tenders, Metal And Plastic","Cutting, Punching, And Press Machine Setters, Operators, And Tenders, Metal And Plastic | FermatMind",true,12,8
247,cytogenetic-technologists,zh-CN,Cytogenetic Technologists,技术专家,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,200,技术专家,技术专家 | FermatMind,true,12,8
247,cytogenetic-technologists,en,Cytogenetic Technologists,技术专家,what-is,,false,false,false,false,false,false,false,false,false,0,200,,,false,0,2
248,cytotechnologists,zh-CN,Cytotechnologists,细胞技术专家,what-is,,false,false,false,false,false,false,false,false,false,0,200,,,false,0,2
248,cytotechnologists,en,Cytotechnologists,细胞技术专家,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,Cytotechnologists,Cytotechnologists | FermatMind,true,12,10
249,dancers,zh-CN,Dancers,舞者,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,200,舞者,舞者 | FermatMind,true,12,8
249,dancers,en,Dancers,舞者,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,Dancers,Dancers | FermatMind,true,12,10
250,dancers-and-choreographers,zh-CN,Dancers,舞者,what-is,salary|career-path|skills|AI-impact|fit|adjacent,true,true,true,true,true,true,true,false,false,200,0,舞者,舞者 | FermatMind,true,12,6
250,dancers-and-choreographers,en,Dancers,舞者,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,200,Dancers,Dancers | FermatMind,true,12,9
251,data-entry-keyers,zh-CN,Data Entry Keyers,数据录入员,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,200,数据录入员,数据录入员 | FermatMind,true,12,8
251,data-entry-keyers,en,Data Entry Keyers,数据录入员,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,Data Entry Keyers,Data Entry Keyers | FermatMind,true,12,10
252,data-scientists,zh-CN,Data scientists,数据科学家,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,200,数据科学家,数据科学家 | FermatMind,true,12,8
252,data-scientists,en,Data scientists,数据科学家,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,Data scientists,Data scientists | FermatMind,true,12,10
253,data-warehousing-specialists,zh-CN,Data Warehousing Specialists,数据专员,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,200,数据专员,数据专员 | FermatMind,true,12,8
253,data-warehousing-specialists,en,Data Warehousing Specialists,数据专员,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,Data Warehousing Specialists,Data Warehousing Specialists | FermatMind,true,12,10
254,database-administrators,zh-CN,Database Administrators,数据库管理员,what-is,,false,false,false,false,false,false,false,false,false,0,200,,,false,0,2
254,database-administrators,en,Database Administrators,数据库管理员,what-is,,false,false,false,false,false,false,false,false,false,0,200,,,false,0,2
255,database-architects,zh-CN,Database Architects,建筑师,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,0,建筑师,建筑师 | FermatMind,true,12,6
255,database-architects,en,Database Architects,建筑师,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,Database Architects,Database Architects | FermatMind,true,12,10
256,delivery-truck-drivers-and-driver-sales-workers,zh-CN,Light Truck Drivers,轻型卡车司机,what-is,,false,false,false,false,false,false,false,false,false,0,200,,,false,0,2
256,delivery-truck-drivers-and-driver-sales-workers,en,Light Truck Drivers,轻型卡车司机,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,200,Light Truck Drivers,Light Truck Drivers | FermatMind,true,12,9
257,demonstrators-and-product-promoters,zh-CN,Demonstrators And Product Promoters,演示员推广员,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,200,演示员推广员,演示员推广员 | FermatMind,true,12,8
257,demonstrators-and-product-promoters,en,Demonstrators And Product Promoters,演示员推广员,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,Demonstrators And Product Promoters,Demonstrators And Product Promoters | FermatMind,true,12,10
258,dental-and-ophthalmic-laboratory-technicians-and-medical-appliance-technicians,zh-CN,Dental Laboratory Technicians,牙科实验室技术员,what-is,salary|career-path|skills|AI-impact|fit|adjacent,true,true,true,true,true,true,true,false,false,200,200,牙科实验室技术员,牙科实验室技术员 | FermatMind,true,12,8
258,dental-and-ophthalmic-laboratory-technicians-and-medical-appliance-technicians,en,Dental Laboratory Technicians,牙科实验室技术员,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,200,Dental Laboratory Technicians,Dental Laboratory Technicians | FermatMind,true,12,9
259,dental-assistants,zh-CN,Dental assistants,牙科助理适合谁？,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,200,牙科助理,牙科助理适合谁？ | FermatMind,true,12,8
259,dental-assistants,en,Dental assistants,牙科助理适合谁？,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,Dental assistants,Dental assistants | FermatMind,true,12,10
260,dental-hygienists,zh-CN,Dental hygienists,口腔卫生师适合谁？,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,200,口腔卫生师,口腔卫生师适合谁？ | FermatMind,true,12,8
260,dental-hygienists,en,Dental hygienists,口腔卫生师适合谁？,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,Dental hygienists,Dental hygienists | FermatMind,true,12,10
261,dental-laboratory-technicians,zh-CN,Dental Laboratory Technicians,牙科技工室技术员,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,200,牙科技工室技术员,牙科技工室技术员 | FermatMind,true,12,8
261,dental-laboratory-technicians,en,Dental Laboratory Technicians,牙科技工室技术员,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,0,Dental Laboratory Technicians,Dental Laboratory Technicians | FermatMind,true,12,8
262,dentists,zh-CN,"Dentists, General",普通牙医职业诊断,what-is,salary|career-path|skills|AI-impact|fit|adjacent,true,true,true,true,true,true,true,false,false,200,200,普通牙医,普通牙医职业诊断 | FermatMind,true,12,8
262,dentists,en,"Dentists, General",普通牙医职业诊断,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,200,"Dentists, General","Dentists, General | FermatMind",true,12,9
263,dentists-all-other-specialists,zh-CN,"Dentists, All Other Specialists",专家牙医,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,0,专家牙医,专家牙医 | FermatMind,true,12,6
263,dentists-all-other-specialists,en,"Dentists, All Other Specialists",专家牙医,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,"Dentists, All Other Specialists","Dentists, All Other Specialists | FermatMind",true,12,10
264,dentists-general,zh-CN,"Dentists, General",牙医、普通,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,200,牙医、普通,牙医、普通 | FermatMind,true,12,8
264,dentists-general,en,"Dentists, General",牙医、普通,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,"Dentists, General","Dentists, General | FermatMind",true,12,10
265,dermatologists,zh-CN,Dermatologists,皮肤科医师,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,200,皮肤科医师,皮肤科医师 | FermatMind,true,12,8
265,dermatologists,en,Dermatologists,皮肤科医师,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,Dermatologists,Dermatologists | FermatMind,true,12,10
266,derrick-operators-oil-and-gas,zh-CN,"Derrick Operators, Oil And Gas",操作员、石油天然气,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,200,操作员、石油天然气,操作员、石油天然气 | FermatMind,true,12,8
266,derrick-operators-oil-and-gas,en,"Derrick Operators, Oil And Gas",操作员、石油天然气,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,"Derrick Operators, Oil And Gas","Derrick Operators, Oil And Gas | FermatMind",true,12,10
267,desktop-publishers,zh-CN,Desktop publishers,桌面出版专员适合谁？,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,200,桌面出版专员,桌面出版专员适合谁？ | FermatMind,true,12,8
267,desktop-publishers,en,Desktop publishers,桌面出版专员适合谁？,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,Desktop publishers,Desktop publishers | FermatMind,true,12,10
268,detectives-and-criminal-investigators,zh-CN,Detectives And Criminal Investigators,侦探刑事调查员,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,200,侦探刑事调查员,侦探刑事调查员 | FermatMind,true,12,8
268,detectives-and-criminal-investigators,en,Detectives And Criminal Investigators,侦探刑事调查员,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,Detectives And Criminal Investigators,Detectives And Criminal Investigators | FermatMind,true,12,10
269,diagnostic-medical-sonographers,zh-CN,Diagnostic medical sonographers,医学超声诊断师适合谁？,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,200,医学超声诊断师,医学超声诊断师适合谁？ | FermatMind,true,12,8
269,diagnostic-medical-sonographers,en,Diagnostic medical sonographers,医学超声诊断师适合谁？,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,Diagnostic medical sonographers,Diagnostic medical sonographers | FermatMind,true,12,10
270,diesel-service-technicians-and-mechanics,zh-CN,Diesel Service Technicians And Mechanics,柴油设备维修技师与机械师,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,200,柴油设备维修技师与机械师,柴油设备维修技师与机械师 | FermatMind,true,12,8
270,diesel-service-technicians-and-mechanics,en,Diesel Service Technicians And Mechanics,柴油设备维修技师与机械师,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,Diesel service technicians and mechanics,Diesel Service Technicians And Mechanics | FermatMind,true,12,10
271,dietetic-technicians,zh-CN,Dietetic Technicians,膳食技术员,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,200,膳食技术员,膳食技术员 | FermatMind,true,12,8
271,dietetic-technicians,en,Dietetic Technicians,膳食技术员,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,Dietetic Technicians,Dietetic Technicians | FermatMind,true,12,10
272,dietitians-and-nutritionists,zh-CN,Dietitians And Nutritionists,膳食与营养师,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,200,膳食与营养师,膳食与营养师 | FermatMind,true,12,8
272,dietitians-and-nutritionists,en,Dietitians And Nutritionists,膳食与营养师,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,Dietitians and nutritionists,Dietitians And Nutritionists | FermatMind,true,12,10
273,dining-room-and-cafeteria-attendants-and-bartender-helpers,zh-CN,Dining Room And Cafeteria Attendants And Bartender Helpers,餐厅与食堂服务员帮工,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,200,餐厅与食堂服务员帮工,餐厅与食堂服务员帮工 | FermatMind,true,12,8
273,dining-room-and-cafeteria-attendants-and-bartender-helpers,en,Dining Room And Cafeteria Attendants And Bartender Helpers,餐厅与食堂服务员帮工,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,Dining Room And Cafeteria Attendants And Bartender Helpers,Dining Room And Cafeteria Attendants And Bartender Helpers | FermatMind,true,12,10
274,directors-religious-activities-and-education,zh-CN,"Directors, Religious Activities And Education",总监、教育,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,总监、教育,总监、教育 | FermatMind,true,12,8
274,directors-religious-activities-and-education,en,"Directors, Religious Activities And Education",总监、教育,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,"Directors, Religious Activities And Education","Directors, Religious Activities And Education | FermatMind",true,12,10
275,disc-jockeys-except-radio,zh-CN,"Disc Jockeys, Except Radio",非电台唱片骑师,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,200,非电台唱片骑师,非电台唱片骑师 | FermatMind,true,12,8
275,disc-jockeys-except-radio,en,"Disc Jockeys, Except Radio",非电台唱片骑师,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,"Disc Jockeys, Except Radio","Disc Jockeys, Except Radio | FermatMind",true,12,10
276,dishwashers,zh-CN,Dishwashers,洗碗工,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,200,洗碗工,洗碗工 | FermatMind,true,12,8
276,dishwashers,en,Dishwashers,洗碗工,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,Dishwashers,Dishwashers | FermatMind,true,12,10
277,dispatchers-except-police-fire-and-ambulance,zh-CN,"Dispatchers, Except Police, Fire, And Ambulance",调度员、警察、消防、救护车,what-is,,false,false,false,false,false,false,false,false,false,0,200,,,false,0,2
277,dispatchers-except-police-fire-and-ambulance,en,"Dispatchers, Except Police, Fire, And Ambulance",调度员、警察、消防、救护车,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,"Dispatchers, Except Police, Fire, And Ambulance","Dispatchers, Except Police, Fire, And Ambulance | FermatMind",true,12,10
278,document-management-specialists,zh-CN,Document Management Specialists,管理专员,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,200,管理专员,管理专员 | FermatMind,true,12,8
278,document-management-specialists,en,Document Management Specialists,管理专员,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,Document Management Specialists,Document Management Specialists | FermatMind,true,12,10
279,door-to-door-sales-workers-news-and-street-vendors-and-related-workers,zh-CN,"Door To Door Sales Workers, News And Street Vendors, And Related Workers",工人销售,what-is,,false,false,false,false,false,false,false,false,false,0,200,,,false,0,2
279,door-to-door-sales-workers-news-and-street-vendors-and-related-workers,en,"Door To Door Sales Workers, News And Street Vendors, And Related Workers",工人销售,what-is,,false,false,false,false,false,false,false,false,false,0,200,,,false,0,2
280,drafters,zh-CN,Architectural And Civil Drafters,建筑与土木制图员,what-is,salary|career-path|skills|AI-impact|fit|adjacent,true,true,true,true,true,true,true,false,false,200,200,建筑与土木制图员,建筑与土木制图员 | FermatMind,true,12,8
280,drafters,en,Architectural And Civil Drafters,建筑与土木制图员,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,200,Architectural and Civil Drafters,Architectural And Civil Drafters | FermatMind,true,12,9
281,dredge-operators,zh-CN,Dredge Operators,挖泥船操作员,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,200,挖泥船操作员,挖泥船操作员 | FermatMind,true,12,8
281,dredge-operators,en,Dredge Operators,挖泥船操作员,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,Dredge Operators,Dredge Operators | FermatMind,true,12,10
282,drilling-and-boring-machine-tool-setters-operators-and-tenders-metal-and-plastic,zh-CN,"Drilling And Boring Machine Tool Setters, Operators, And Tenders, Metal And Plastic",机器工具铺设工、操作员、看护员、金属塑料,what-is,salary|career-path|skills|AI-impact|fit|adjacent|certification,true,true,true,true,true,true,true,false,true,200,0,机器工具铺设工、操作员、看护员、金属塑料,机器工具铺设工、操作员、看护员、金属塑料 | FermatMind,true,12,6
282,drilling-and-boring-machine-tool-setters-operators-and-tenders-metal-and-plastic,en,"Drilling And Boring Machine Tool Setters, Operators, And Tenders, Metal And Plastic",机器工具铺设工、操作员、看护员、金属塑料,what-is,salary|career-path|skills|AI-impact|fit|adjacent|education|certification,true,true,true,true,true,true,true,true,true,200,200,"Drilling And Boring Machine Tool Setters, Operators, And Tenders, Metal And Plastic","Drilling And Boring Machine Tool Setters, Operators, And Tenders, Metal And Plastic | FermatMind",true,12,10
