slug,locale,page_status,api_status,h1_present,title_present,description_present,faq_signal_count,source_signals,canonical_ok,noindex
couriers-and-messengers,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
court-reporters,zh-CN,0,200,false,false,false,0,api:sources|api:source,false,false
court-reporters,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
court-municipal-and-license-clerks,zh-CN,0,200,false,false,false,0,api:sources|api:source,false,false
court-municipal-and-license-clerks,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
craft-and-fine-artists,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
craft-and-fine-artists,en,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
craft-artists,zh-CN,0,200,false,false,false,0,api:sources|api:source,false,false
craft-artists,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
crane-and-tower-operators,zh-CN,0,200,false,false,false,0,api:sources|api:source,false,false
crane-and-tower-operators,en,0,200,false,false,false,0,api:sources|api:source,false,false
credit-analysts,zh-CN,0,200,false,false,false,0,api:sources|api:source,false,false
credit-analysts,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
credit-authorizers-checkers-and-clerks,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
credit-authorizers-checkers-and-clerks,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
credit-counselors,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
credit-counselors,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
crematory-operators,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
crematory-operators,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
criminal-justice-and-law-enforcement-teachers-postsecondary,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
criminal-justice-and-law-enforcement-teachers-postsecondary,en,200,0,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI,true,false
critical-care-nurses,zh-CN,200,0,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI,true,false
critical-care-nurses,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
crossing-guards-and-flaggers,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
crossing-guards-and-flaggers,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
crushing-grinding-and-polishing-machine-setters-operators-and-tenders,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
crushing-grinding-and-polishing-machine-setters-operators-and-tenders,en,0,200,false,false,false,0,api:sources|api:source,false,false
curators,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
curators,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
customer-service-representatives,zh-CN,0,200,false,false,false,0,api:sources|api:source,false,false
customer-service-representatives,en,0,200,false,false,false,0,api:sources|api:source,false,false
customs-and-border-protection-officers,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
customs-and-border-protection-officers,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
customs-brokers,zh-CN,0,200,false,false,false,0,api:sources|api:source,false,false
customs-brokers,en,0,200,false,false,false,0,api:sources|api:source,false,false
cutters-and-trimmers-hand,zh-CN,0,200,false,false,false,0,api:sources|api:source,false,false
cutters-and-trimmers-hand,en,0,200,false,false,false,0,api:sources|api:source,false,false
cutting-and-slicing-machine-setters-operators-and-tenders,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
cutting-and-slicing-machine-setters-operators-and-tenders,en,200,0,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI,true,false
cutting-punching-and-press-machine-setters-operators-and-tenders-metal-and-plastic,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
cutting-punching-and-press-machine-setters-operators-and-tenders-metal-and-plastic,en,200,0,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI,true,false
cytogenetic-technologists,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
cytogenetic-technologists,en,0,200,false,false,false,0,api:sources|api:source,false,false
cytotechnologists,zh-CN,0,200,false,false,false,0,api:sources|api:source,false,false
cytotechnologists,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
dancers,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
dancers,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
dancers-and-choreographers,zh-CN,200,0,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI,true,false
dancers-and-choreographers,en,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
data-entry-keyers,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
data-entry-keyers,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
data-scientists,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
data-scientists,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
data-warehousing-specialists,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
data-warehousing-specialists,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
database-administrators,zh-CN,0,200,false,false,false,0,api:sources|api:source,false,false
database-administrators,en,0,200,false,false,false,0,api:sources|api:source,false,false
database-architects,zh-CN,200,0,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI,true,false
database-architects,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
delivery-truck-drivers-and-driver-sales-workers,zh-CN,0,200,false,false,false,0,api:sources|api:source,false,false
delivery-truck-drivers-and-driver-sales-workers,en,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
demonstrators-and-product-promoters,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
demonstrators-and-product-promoters,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
dental-and-ophthalmic-laboratory-technicians-and-medical-appliance-technicians,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
dental-and-ophthalmic-laboratory-technicians-and-medical-appliance-technicians,en,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
dental-assistants,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
dental-assistants,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
dental-hygienists,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
dental-hygienists,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
dental-laboratory-technicians,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
dental-laboratory-technicians,en,200,0,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI,true,false
dentists,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
dentists,en,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
dentists-all-other-specialists,zh-CN,200,0,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI,true,false
dentists-all-other-specialists,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
dentists-general,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
dentists-general,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
dermatologists,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
dermatologists,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
derrick-operators-oil-and-gas,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
derrick-operators-oil-and-gas,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
desktop-publishers,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
desktop-publishers,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
detectives-and-criminal-investigators,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
detectives-and-criminal-investigators,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
diagnostic-medical-sonographers,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
diagnostic-medical-sonographers,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
diesel-service-technicians-and-mechanics,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
diesel-service-technicians-and-mechanics,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
dietetic-technicians,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
dietetic-technicians,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
dietitians-and-nutritionists,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
dietitians-and-nutritionists,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
dining-room-and-cafeteria-attendants-and-bartender-helpers,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
dining-room-and-cafeteria-attendants-and-bartender-helpers,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
directors-religious-activities-and-education,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
directors-religious-activities-and-education,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
disc-jockeys-except-radio,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
disc-jockeys-except-radio,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
dishwashers,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
dishwashers,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
dispatchers-except-police-fire-and-ambulance,zh-CN,0,200,false,false,false,0,api:sources|api:source,false,false
dispatchers-except-police-fire-and-ambulance,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
document-management-specialists,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
document-management-specialists,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
door-to-door-sales-workers-news-and-street-vendors-and-related-workers,zh-CN,0,200,false,false,false,0,api:sources|api:source,false,false
door-to-door-sales-workers-news-and-street-vendors-and-related-workers,en,0,200,false,false,false,0,api:sources|api:source,false,false
drafters,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
drafters,en,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
dredge-operators,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
dredge-operators,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
drilling-and-boring-machine-tool-setters-operators-and-tenders-metal-and-plastic,zh-CN,200,0,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI,true,false
drilling-and-boring-machine-tool-setters-operators-and-tenders-metal-and-plastic,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
driver-sales-workers,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
driver-sales-workers,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
drywall-and-ceiling-tile-installers,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
drywall-and-ceiling-tile-installers,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
drywall-and-ceiling-tile-installers-and-tapers,zh-CN,0,0,false,false,false,0,,false,false
drywall-and-ceiling-tile-installers-and-tapers,en,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
earth-drillers-except-oil-and-gas,zh-CN,200,0,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI,true,false
earth-drillers-except-oil-and-gas,en,0,200,false,false,false,0,api:sources|api:source,false,false
economics-teachers-postsecondary,zh-CN,200,0,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI,true,false
economics-teachers-postsecondary,en,0,200,false,false,false,0,api:sources|api:source,false,false
economists,zh-CN,200,200,true,true,true,9,O*NET|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
economists,en,200,200,true,true,true,7,O*NET|SOC|BLS|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
editors,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
editors,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
education-administrators-kindergarten-through-secondary,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
education-administrators-kindergarten-through-secondary,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
education-administrators-postsecondary,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
education-administrators-postsecondary,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
education-and-childcare-administrators-preschool-and-daycare,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
education-and-childcare-administrators-preschool-and-daycare,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
education-teachers-postsecondary,zh-CN,0,200,false,false,false,0,api:sources|api:source,false,false
education-teachers-postsecondary,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
educational-guidance-and-career-counselors-and-advisors,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
educational-guidance-and-career-counselors-and-advisors,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
electric-motor-power-tool-and-related-repairers,zh-CN,0,200,false,false,false,0,api:sources|api:source,false,false
electric-motor-power-tool-and-related-repairers,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
electrical-and-electronics-engineering-technicians,zh-CN,200,0,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI,true,false
electrical-and-electronics-engineering-technicians,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
electrical-and-electronic-equipment-assemblers,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
electrical-and-electronic-equipment-assemblers,en,200,0,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI,true,false
electrical-and-electronics-drafters,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
electrical-and-electronics-drafters,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
electrical-and-electronics-engineers,zh-CN,200,200,true,true,true,9,O*NET|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
electrical-and-electronics-engineers,en,200,200,true,true,true,7,O*NET|SOC|BLS|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
electrical-and-electronics-installers-and-repairers,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
electrical-and-electronics-installers-and-repairers,en,0,200,false,false,false,0,api:sources|api:source,false,false
electrical-and-electronics-installers-and-repairers-transportation-equipment,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
electrical-and-electronics-installers-and-repairers-transportation-equipment,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
electrical-and-electronics-repairers-commercial-and-industrial-equipment,zh-CN,200,0,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI,true,false
electrical-and-electronics-repairers-commercial-and-industrial-equipment,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
electrical-and-electronics-repairers-powerhouse-substation-and-relay,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
electrical-and-electronics-repairers-powerhouse-substation-and-relay,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
electrical-engineers,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
electrical-engineers,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
line-installers-and-repairers,zh-CN,200,0,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI,true,false
line-installers-and-repairers,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
electricians,zh-CN,0,0,false,false,false,0,,false,false
electricians,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
electro-mechanical-technicians,zh-CN,200,0,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI,true,false
electro-mechanical-technicians,en,200,0,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI,true,false
electromechanical-equipment-assemblers,zh-CN,200,0,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI,true,false
electromechanical-equipment-assemblers,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
electronic-equipment-installers-and-repairers-motor-vehicles,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
electronic-equipment-installers-and-repairers-motor-vehicles,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
electronics-engineers-except-computer,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
electronics-engineers-except-computer,en,0,200,false,false,false,0,api:sources|api:source,false,false
elementary-school-teachers-except-special-education,zh-CN,0,200,false,false,false,0,api:sources|api:source,false,false
elementary-school-teachers-except-special-education,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
elementary-middle-and-high-school-principals,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
elementary-middle-and-high-school-principals,en,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
elevator-installers-and-repairers,zh-CN,0,200,false,false,false,0,api:sources|api:source,false,false
elevator-installers-and-repairers,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
eligibility-interviewers-government-programs,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
eligibility-interviewers-government-programs,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
embalmers,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
embalmers,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
emergency-management-directors,zh-CN,0,200,false,false,false,0,api:sources|api:source,false,false
emergency-management-directors,en,200,0,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI,true,false
emergency-medical-technicians,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
emergency-medical-technicians,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
emergency-medicine-physicians,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
emergency-medicine-physicians,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
emts-and-paramedics,zh-CN,0,200,false,false,false,0,api:sources|api:source,false,false
emts-and-paramedics,en,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
endoscopy-technicians,zh-CN,200,200,true,true,true,12,O*NET|SOC|BLS|FermatMind|RIASEC|MBTI|api:sources|api:source,true,false
endoscopy-technicians,en,200,200,true,true,true,12,O*NET|SOC|BLS|Bureau of Labor Statistics|FermatMind|RIASEC|Big Five|MBTI|api:sources|api:source,true,false
