index,slug,english,chinese,display_zh,entity_level,reviewer_status,index_state,canonical_path,issue_level,issue_reasons,suggested_zh
"693","cn-4-03-02-11","Food Safety Management Specialists","食品安全管理师","食品安全管理师","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"694","food-science-technicians","Food Science Technicians","食品科学技术员","食品科学技术员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"695","food-scientists-and-technologists","Food Scientists And Technologists","科学家","科学家","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","certain_error","too_generic_missing_modifier",""
"696","food-servers-nonrestaurant","Food Servers, Nonrestaurant","食品","食品","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"697","food-service-managers","Food service managers","餐饮服务经理","餐饮服务经理","career_job_detail","docx_baseline_imported","indexable","/career/jobs/food-service-managers","no_obvious_issue_in_title_audit","",""
"698","cn-6-02-03-02","Food Workers","冷冻食品制作工","冷冻食品制作工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"699","foreign-language-and-literature-teachers-postsecondary","Foreign Language And Literature Teachers, Postsecondary","语言和教师、高等教育","语言和教师、高等教育","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"700","forensic-science-technicians","Forensic science technicians","法医科学技术员","法医科学技术员","career_job_detail","docx_baseline_imported","indexable","/career/jobs/forensic-science-technicians","no_obvious_issue_in_title_audit","",""
"701","forest-and-conservation-technicians","Forest And Conservation Technicians","和技术员","和技术员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","certain_error","starts_with_and_in_chinese",""
"702","forest-and-conservation-workers","Forest and conservation workers","森林与自然保护从业人员","森林与自然保护从业人员","career_job_detail","docx_baseline_imported","indexable","/career/jobs/forest-and-conservation-workers","no_obvious_issue_in_title_audit","",""
"703","forest-fire-inspectors-and-prevention-specialists","Forest Fire Inspectors And Prevention Specialists","消防检查员和专员","消防检查员和专员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"704","foresters","Foresters","林务员","林务员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"705","forestry-and-conservation-science-teachers-postsecondary","Forestry And Conservation Science Teachers, Postsecondary","教师林业","教师林业","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"706","cn-5-05-02-02","Forestry Biological Control Workers","林业有害生物防治员","林业有害生物防治员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"707","cn-2-02-20-10","Forestry Engineering Technicians","林业资源调查与监测工程技术人员","林业资源调查与监测工程技术人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"708","forging-machine-setters-operators-and-tenders-metal-and-plastic","Forging Machine Setters, Operators, And Tenders, Metal And Plastic","机器铺设工、操作员、和看护员、金属和塑料","机器铺设工、操作员、和看护员、金属和塑料","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","certain_error","setters_mistranslated_as_pavers; tenders_mistranslated_as_caretakers",""
"709","foundry-mold-and-coremakers","Foundry Mold And Coremakers","铸造模具和型芯工","铸造模具和型芯工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"710","fraud-examiners-investigators-and-analysts","Fraud Examiners, Investigators And Analysts","分析师","分析师","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","certain_error","too_generic_missing_modifier",""
"711","freight-forwarders","Freight Forwarders","货运代理","货运代理","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"712","fuel-cell-engineers","Fuel Cell Engineers","工程师","工程师","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","certain_error","too_generic_missing_modifier",""
"713","fundraisers","Fundraisers","募资专员","募资专员","career_job_detail","docx_baseline_imported","indexable","/career/jobs/fundraisers","no_obvious_issue_in_title_audit","",""
"714","fundraising-managers","Fundraising Managers","经理","经理","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","certain_error","too_generic_missing_modifier",""
"715","funeral-attendants","Funeral Attendants","殡葬服务员","殡葬服务员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"716","funeral-home-managers","Funeral Home Managers","殡葬家庭经理","殡葬家庭经理","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"717","funeral-service-occupations","Funeral service workers","殡葬服务从业人员","殡葬服务从业人员","career_job_detail","docx_baseline_imported","indexable","/career/jobs/funeral-service-occupations","no_obvious_issue_in_title_audit","",""
"718","furnace-kiln-oven-drier-and-kettle-operators-and-tenders","Furnace, Kiln, Oven, Drier, And Kettle Operators And Tenders","和操作员和看护员","和操作员和看护员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","certain_error","starts_with_and_in_chinese; tenders_mistranslated_as_caretakers",""
"719","furniture-finishers","Furniture Finishers","家具修整工","家具修整工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"720","gambling-and-sports-book-writers-and-runners","Gambling And Sports Book Writers And Runners","博彩与体育投注写作者和跑腿员","博彩与体育投注写作者和跑腿员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"721","gambling-cage-workers","Gambling Cage Workers","博彩工人","博彩工人","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"722","gambling-change-persons-and-booth-cashiers","Gambling Change Persons And Booth Cashiers","博彩兑换和柜台收银员","博彩兑换和柜台收银员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"723","gambling-dealers","Gambling Dealers","博彩发牌员","博彩发牌员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"724","gambling-managers","Gambling Managers","博彩经理","博彩经理","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"725","gambling-service-workers-all-other","Gambling Service Workers, All Other","博彩工人、其他","博彩工人、其他","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"726","gaming-services-occupations","Gambling services workers","博彩服务从业人员","博彩服务从业人员","career_job_detail","docx_baseline_imported","indexable","/career/jobs/gaming-services-occupations","no_obvious_issue_in_title_audit","",""
"727","gambling-surveillance-officers-and-gambling-investigators","Gambling Surveillance Officers And Gambling Investigators","博彩官和博彩调查员","博彩官和博彩调查员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"728","gas-compressor-and-gas-pumping-station-operators","Gas Compressor And Gas Pumping Station Operators","天然气和天然气操作员","天然气和天然气操作员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"729","gas-plant-operators","Gas Plant Operators","天然气操作员","天然气操作员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"730","gem-and-diamond-workers","Gem And Diamond Workers","和工人","和工人","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","certain_error","starts_with_and_in_chinese",""
"731","general-and-operations-managers","General And Operations Managers","总经理和运营经理","总经理和运营经理","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"732","general-internal-medicine-physicians","General Internal Medicine Physicians","普通内科医师","普通内科医师","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"733","general-maintenance-and-repair-workers","General maintenance and repair workers","综合维修人员","综合维修人员","career_job_detail","docx_baseline_imported","indexable","/career/jobs/general-maintenance-and-repair-workers","no_obvious_issue_in_title_audit","",""
"734","general-office-clerks","General office clerks","普通办公室文员","普通办公室文员","career_job_detail","docx_baseline_imported","indexable","/career/jobs/general-office-clerks","no_obvious_issue_in_title_audit","",""
"735","genetic-counselors","Genetic counselors","遗传咨询师","遗传咨询师","career_job_detail","docx_baseline_imported","indexable","/career/jobs/genetic-counselors","no_obvious_issue_in_title_audit","",""
"736","geneticists","Geneticists","遗传学家","遗传学家","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"737","geodetic-surveyors","Geodetic Surveyors","大地测量测量员","大地测量测量员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"738","geographers","Geographers","地理学家","地理学家","career_job_detail","docx_baseline_imported","indexable","/career/jobs/geographers","no_obvious_issue_in_title_audit","",""
"739","geographic-information-systems-technologists-and-technicians","Geographic Information Systems Technologists And Technicians","信息系统技术专家和技术员","信息系统技术专家和技术员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"740","geography-teachers-postsecondary","Geography Teachers, Postsecondary","教师、高等教育","教师、高等教育","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"741","geological-and-petroleum-technicians","Geological and hydrologic technicians","地质与水文技术员","地质与水文技术员","career_job_detail","docx_baseline_imported","indexable","/career/jobs/geological-and-petroleum-technicians","no_obvious_issue_in_title_audit","",""
"742","geological-technicians-except-hydrologic-technicians","Geological Technicians, Except Hydrologic Technicians","技术员","技术员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","certain_error","too_generic_missing_modifier",""
"743","geoscientists","Geoscientists","地球科学家","地球科学家","career_job_detail","docx_baseline_imported","indexable","/career/jobs/geoscientists","no_obvious_issue_in_title_audit","",""
"744","geoscientists-except-hydrologists-and-geographers","Geoscientists, Except Hydrologists And Geographers","科学家","科学家","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","certain_error","too_generic_missing_modifier",""
"745","geothermal-production-managers","Geothermal Production Managers","生产经理","生产经理","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"746","geothermal-technicians","Geothermal Technicians","技术员","技术员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","certain_error","too_generic_missing_modifier",""
"747","glass-blowers-molders-benders-and-finishers","Glass Blowers, Molders, Benders, And Finishers","玻璃吹制工、成型工、弯曲工、和修整工","玻璃吹制工、成型工、弯曲工、和修整工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"748","glaziers","Glaziers","玻璃安装工","玻璃安装工","career_job_detail","docx_baseline_imported","indexable","/career/jobs/glaziers","no_obvious_issue_in_title_audit","",""
"749","government-property-inspectors-and-investigators","Government Property Inspectors And Investigators","政府财产检查员和调查员","政府财产检查员和调查员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"750","graders-and-sorters-agricultural-products","Graders And Sorters, Agricultural Products","分级与分拣员、产品","分级与分拣员、产品","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"751","graphic-designers","Graphic designers","平面设计师","平面设计师","career_job_detail","docx_baseline_imported","indexable","/career/jobs/graphic-designers","no_obvious_issue_in_title_audit","",""
"752","grinding-and-polishing-workers-hand","Grinding And Polishing Workers, Hand","和工人、手工","和工人、手工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","certain_error","starts_with_and_in_chinese",""
"753","grinding-lapping-polishing-and-buffing-machine-tool-setters-operators-and-tenders-metal-and-plastic","Grinding, Lapping, Polishing, And Buffing Machine Tool Setters, Operators, And Tenders, Metal And Plastic","和机器工具铺设工、操作员、和看护员、金属和塑料","和机器工具铺设工、操作员、和看护员、金属和塑料","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","certain_error","starts_with_and_in_chinese; tenders_mistranslated_as_caretakers",""
"754","grounds-maintenance-workers","Grounds maintenance workers","场地养护人员","场地养护人员","career_job_detail","docx_baseline_imported","indexable","/career/jobs/grounds-maintenance-workers","no_obvious_issue_in_title_audit","",""
"755","grounds-maintenance-workers-all-other","Grounds Maintenance Workers, All Other","维护工人","维护工人","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"756","hand-laborers-and-material-movers","Hand laborers and material movers","人工搬运与物料转运人员","人工搬运与物料转运人员","career_job_detail","docx_baseline_imported","indexable","/career/jobs/hand-laborers-and-material-movers","no_obvious_issue_in_title_audit","",""
"757","cn-6-25-04-05","Hardware Workers","智能硬件装调员","智能硬件装调员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"758","hazardous-materials-removal-workers","Hazardous materials removal workers","危险材料清除工","危险材料清除工","career_job_detail","docx_baseline_imported","indexable","/career/jobs/hazardous-materials-removal-workers","no_obvious_issue_in_title_audit","",""
"759","health-and-safety-engineers","Health and safety engineers","健康与安全工程师","健康与安全工程师","career_job_detail","docx_baseline_imported","indexable","/career/jobs/health-and-safety-engineers","no_obvious_issue_in_title_audit","",""
"760","health-and-safety-engineers-except-mining-safety-engineers-and-inspectors","Health And Safety Engineers, Except Mining Safety Engineers And Inspectors","工程师","工程师","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","certain_error","too_generic_missing_modifier",""
"761","health-educators","Health education specialists","健康教育专员","健康教育专员","career_job_detail","docx_baseline_imported","indexable","/career/jobs/health-educators","no_obvious_issue_in_title_audit","",""
"762","health-informatics-specialists","Health Informatics Specialists","健康专员","健康专员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"763","health-information-technologists-and-medical-registrars","Health information technologists and medical registrars","健康信息技师与医疗登记专员","健康信息技师与医疗登记专员","career_job_detail","docx_baseline_imported","indexable","/career/jobs/health-information-technologists-and-medical-registrars","no_obvious_issue_in_title_audit","",""
"764","health-specialties-teachers-postsecondary","Health Specialties Teachers, Postsecondary","健康教师、高等教育","健康教师、高等教育","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"765","health-technologists-and-technicians-all-other","Health Technologists And Technicians, All Other","健康技术专家和技术员、其他","健康技术专家和技术员、其他","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"766","cn-6-21-06-01","Healthcare Assemblers","医疗器械装配工","医疗器械装配工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"767","healthcare-diagnosing-or-treating-practitioners-all-other","Healthcare Diagnosing Or Treating Practitioners, All Other","医疗保健","医疗保健","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"768","cn-4-14-01-02","Healthcare Nursing Workers","医疗护理员","医疗护理员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"769","healthcare-practitioners-and-technical-workers-all-other","Healthcare Practitioners And Technical Workers, All Other","医疗保健工人","医疗保健工人","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"770","cn-4-14-01-01","Healthcare Service Workers","医疗临床辅助服务员","医疗临床辅助服务员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"771","healthcare-social-workers","Healthcare Social Workers","医疗保健工人","医疗保健工人","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"772","healthcare-support-workers-all-other","Healthcare Support Workers, All Other","医疗保健工人","医疗保健工人","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"773","cn-2-05-10-00","Healthcare Workers","盲人医疗按摩人员","盲人医疗按摩人员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"774","cn-3-01-04-06","Healthcare Workers","医疗保障专理员","医疗保障专理员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"775","hearing-aid-specialists","Hearing Aid Specialists","专员","专员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","certain_error","too_generic_missing_modifier",""
"776","heat-treating-equipment-setters-operators-and-tenders-metal-and-plastic","Heat Treating Equipment Setters, Operators, And Tenders, Metal And Plastic","设备铺设工、操作员、和看护员、金属和塑料","设备铺设工、操作员、和看护员、金属和塑料","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","certain_error","tenders_mistranslated_as_caretakers",""
"777","heating-air-conditioning-and-refrigeration-mechanics-and-installers","Heating, air conditioning, and refrigeration mechanics and installers","暖通空调与制冷设备机械师及安装工","暖通空调与制冷设备机械师及安装工","career_job_detail","docx_baseline_imported","indexable","/career/jobs/heating-air-conditioning-and-refrigeration-mechanics-and-installers","no_obvious_issue_in_title_audit","",""
"778","heavy-and-tractor-trailer-truck-drivers","Heavy and tractor-trailer truck drivers","重型与半挂卡车司机","重型与半挂卡车司机","career_job_detail","docx_baseline_imported","indexable","/career/jobs/heavy-and-tractor-trailer-truck-drivers","no_obvious_issue_in_title_audit","",""
"779","heavy-vehicle-and-mobile-equipment-service-technicians","Heavy vehicle and mobile equipment service technicians","重型车辆与移动设备维修技术员","重型车辆与移动设备维修技术员","career_job_detail","docx_baseline_imported","indexable","/career/jobs/heavy-vehicle-and-mobile-equipment-service-technicians","no_obvious_issue_in_title_audit","",""
"780","helpers-brickmasons-blockmasons-stonemasons-and-tile-and-marble-setters","Helpers Brickmasons, Blockmasons, Stonemasons, And Tile And Marble Setters","帮工砌砖工、砌块工、石匠、和瓷砖和大理石铺设工","帮工砌砖工、砌块工、石匠、和瓷砖和大理石铺设工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"781","helpers-carpenters","Helpers Carpenters","帮工木工","帮工木工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"782","helpers-electricians","Helpers Electricians","帮工","帮工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"783","helpers-extraction-workers","Helpers Extraction Workers","采掘工人","采掘工人","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"784","helpers-installation-maintenance-and-repair-workers","Helpers Installation, Maintenance, And Repair Workers","安装维护工人修理","安装维护工人修理","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"785","helpers-painters-paperhangers-plasterers-and-stucco-masons","Helpers Painters, Paperhangers, Plasterers, And Stucco Masons","帮工油漆工、裱糊工、抹灰工、和灰泥泥瓦工","帮工油漆工、裱糊工、抹灰工、和灰泥泥瓦工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"786","helpers-pipelayers-plumbers-pipefitters-and-steamfitters","Helpers Pipelayers, Plumbers, Pipefitters, And Steamfitters","帮工管道铺设工、管道工、管道装配工、和蒸汽管道工","帮工管道铺设工、管道工、管道装配工、和蒸汽管道工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"787","helpers-production-workers","Helpers Production Workers","生产工人","生产工人","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"788","helpers-roofers","Helpers Roofers","帮工屋顶工","帮工屋顶工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"789","helpers-construction-trades-all-other","Helpers, Construction Trades, All Other","建筑施工","建筑施工","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"790","high-school-teachers","High school teachers","高中教师","高中教师","career_job_detail","docx_baseline_imported","indexable","/career/jobs/high-school-teachers","no_obvious_issue_in_title_audit","",""
"791","highway-maintenance-workers","Highway Maintenance Workers","维护工人","维护工人","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"792","histology-technicians","Histology Technicians","技术员","技术员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","certain_error","too_generic_missing_modifier",""
"793","historians","Historians","历史学家","历史学家","career_job_detail","docx_baseline_imported","indexable","/career/jobs/historians","no_obvious_issue_in_title_audit","",""
"794","history-teachers-postsecondary","History Teachers, Postsecondary","教师、高等教育","教师、高等教育","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"795","histotechnologists","Histotechnologists","组织技术专家","组织技术专家","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"796","hoist-and-winch-operators","Hoist And Winch Operators","和操作员","和操作员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","certain_error","starts_with_and_in_chinese",""
"797","home-appliance-repairers","Home Appliance Repairers","家电","家电","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"798","home-health-aides","Home Health Aides","家庭健康助理","家庭健康助理","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"799","home-health-aides-and-personal-care-aides","Home health and personal care aides","居家健康与个人照护助理","居家健康与个人照护助理","career_job_detail","docx_baseline_imported","indexable","/career/jobs/home-health-aides-and-personal-care-aides","no_obvious_issue_in_title_audit","",""
"800","hospitalists","Hospitalists","住院医师","住院医师","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"801","hosts-and-hostesses-restaurant-lounge-and-coffee-shop","Hosts And Hostesses, Restaurant, Lounge, And Coffee Shop","接待员和接待员、休息室、和咖啡","接待员和接待员、休息室、和咖啡","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"802","hotel-motel-and-resort-desk-clerks","Hotel, Motel, And Resort Desk Clerks","酒店、汽车旅馆、和度假村文员","酒店、汽车旅馆、和度假村文员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"803","human-factors-engineers-and-ergonomists","Human Factors Engineers And Ergonomists","工程师","工程师","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","certain_error","too_generic_missing_modifier",""
"804","human-resources-assistants-except-payroll-and-timekeeping","Human Resources Assistants, Except Payroll And Timekeeping","人力资源助理","人力资源助理","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"805","human-resources-managers","Human resources managers","人力资源经理","人力资源经理","career_job_detail","docx_baseline_imported","indexable","/career/jobs/human-resources-managers","no_obvious_issue_in_title_audit","",""
"806","human-resources-specialists","Human resources specialists","","Human resources specialists","market_child","approved","indexable","/career/jobs/human-resources-specialists","certain_error","empty_zh_falls_back_to_english; known_manual_correction_needed","人力资源专员"
"807","hydroelectric-plant-technicians","Hydroelectric Plant Technicians","技术员","技术员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","certain_error","too_generic_missing_modifier",""
"808","hydroelectric-production-managers","Hydroelectric Production Managers","生产经理","生产经理","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"809","hydrologic-technicians","Hydrologic Technicians","技术员","技术员","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","certain_error","too_generic_missing_modifier",""
"810","hydrologists","Hydrologists","水文学家","水文学家","career_job_detail","docx_baseline_imported","indexable","/career/jobs/hydrologists","no_obvious_issue_in_title_audit","",""
"811","industrial-designers","Industrial designers","工业设计师","工业设计师","career_job_detail","docx_baseline_imported","indexable","/career/jobs/industrial-designers","no_obvious_issue_in_title_audit","",""
"812","industrial-ecologists","Industrial Ecologists","工业生态学家","工业生态学家","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"813","industrial-engineering-technicians","Industrial engineering technologists and technicians","工业工程技师与技术员","工业工程技师与技术员","career_job_detail","docx_baseline_imported","indexable","/career/jobs/industrial-engineering-technicians","no_obvious_issue_in_title_audit","",""
"814","industrial-engineers","Industrial engineers","工业工程师","工业工程师","career_job_detail","docx_baseline_imported","indexable","/career/jobs/industrial-engineers","no_obvious_issue_in_title_audit","",""
"815","industrial-machinery-mechanics","Industrial Machinery Mechanics","工业机械机械师","工业机械机械师","dataset_candidate","directory_draft_pending_detail","noindex","/career/jobs","needs_manual_bilingual_review","directory_draft_machine_translation_not_strictly_verified",""
"816","industrial-machinery-mechanics-and-maintenance-workers-and-millwrights","Industrial machinery mechanics, machinery maintenance workers, and millwrights","工业机械机械师、设备维护人员与机床安装工","工业机械机械师、设备维护人员与机床安装工","career_job_detail","docx_baseline_imported","indexable","/career/jobs/industrial-machinery-mechanics-and-maintenance-workers-and-millwrights","no_obvious_issue_in_title_audit","",""
