slug,locale,allowed_for_future_review,runtime_approved,allowed_fields_for_future_release_review,release_gate_required
coil-winders-tapers-and-finishers,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
coin-vending-and-amusement-machine-servicers-and-repairers,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
coin-vending-and-amusement-machine-servicers-and-repairers,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
command-and-control-center-officers,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
command-and-control-center-officers,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
command-and-control-center-specialists,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
command-and-control-center-specialists,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
commercial-and-industrial-designers,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
commercial-and-industrial-designers,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
commercial-divers,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
commercial-divers,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
commercial-pilots,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
commercial-pilots,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
communications-teachers-postsecondary,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
communications-teachers-postsecondary,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
community-health-workers,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
community-health-workers,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
compensation-and-benefits-managers,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
compensation-and-benefits-managers,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
compensation-benefits-and-job-analysis-specialists,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
compensation-benefits-and-job-analysis-specialists,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
compliance-managers,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
compliance-managers,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
compliance-officers,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
compliance-officers,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
computer-and-information-research-scientists,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
computer-and-information-research-scientists,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
computer-and-information-systems-managers,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
computer-and-information-systems-managers,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
computer-hardware-engineers,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
computer-hardware-engineers,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
computer-network-architects,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
computer-network-architects,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
computer-network-support-specialists,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
computer-network-support-specialists,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
computer-numerically-controlled-tool-operators,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
computer-numerically-controlled-tool-operators,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
computer-numerically-controlled-tool-programmers,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
computer-numerically-controlled-tool-programmers,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
computer-programmers,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
computer-programmers,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
computer-science-teachers-postsecondary,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
computer-science-teachers-postsecondary,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
computer-support-specialists,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
computer-support-specialists,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
computer-systems-analysts,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
computer-systems-analysts,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
computer-systems-engineers-architects,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
computer-systems-engineers-architects,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
computer-automated-teller-and-office-machine-repairers,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
computer-automated-teller-and-office-machine-repairers,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
concierges,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
concierges,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
conservation-scientists,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
conservation-scientists,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
construction-and-building-inspectors,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
construction-and-building-inspectors,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
construction-equipment-operators,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
construction-equipment-operators,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
construction-laborers,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
construction-laborers,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
construction-laborers-and-helpers,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
construction-laborers-and-helpers,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
construction-managers,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
construction-managers,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
continuous-mining-machine-operators,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
continuous-mining-machine-operators,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
control-and-valve-installers-and-repairers-except-mechanical-door,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
control-and-valve-installers-and-repairers-except-mechanical-door,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
conveyor-operators-and-tenders,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
conveyor-operators-and-tenders,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
cooks,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
cooks,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
cooks-fast-food,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
cooks-fast-food,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
cooks-institution-and-cafeteria,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
cooks-institution-and-cafeteria,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
cooks-private-household,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
cooks-private-household,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
cooks-restaurant,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
cooks-restaurant,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
cooks-short-order,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
cooks-short-order,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
cooling-and-freezing-equipment-operators-and-tenders,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
cooling-and-freezing-equipment-operators-and-tenders,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
coroners,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
coroners,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
correctional-officers,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
correctional-officers,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
correspondence-clerks,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
correspondence-clerks,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
cost-estimators,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
cost-estimators,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
costume-attendants,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
costume-attendants,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
counter-and-rental-clerks,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
counter-and-rental-clerks,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
couriers-and-messengers,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
couriers-and-messengers,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
court-reporters,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
court-reporters,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
court-municipal-and-license-clerks,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
court-municipal-and-license-clerks,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
craft-and-fine-artists,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
craft-and-fine-artists,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
craft-artists,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
craft-artists,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
crane-and-tower-operators,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
crane-and-tower-operators,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
credit-analysts,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
credit-analysts,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
credit-authorizers-checkers-and-clerks,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
credit-authorizers-checkers-and-clerks,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
credit-counselors,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
credit-counselors,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
crematory-operators,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
crematory-operators,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
criminal-justice-and-law-enforcement-teachers-postsecondary,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
criminal-justice-and-law-enforcement-teachers-postsecondary,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
critical-care-nurses,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
critical-care-nurses,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
crossing-guards-and-flaggers,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
crossing-guards-and-flaggers,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
crushing-grinding-and-polishing-machine-setters-operators-and-tenders,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
crushing-grinding-and-polishing-machine-setters-operators-and-tenders,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
curators,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
curators,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
customer-service-representatives,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
customer-service-representatives,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
customs-and-border-protection-officers,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
customs-and-border-protection-officers,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
customs-brokers,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
customs-brokers,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
cutters-and-trimmers-hand,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
cutters-and-trimmers-hand,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
cutting-and-slicing-machine-setters-operators-and-tenders,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
cutting-and-slicing-machine-setters-operators-and-tenders,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
cutting-punching-and-press-machine-setters-operators-and-tenders-metal-and-plastic,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
cutting-punching-and-press-machine-setters-operators-and-tenders-metal-and-plastic,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
cytogenetic-technologists,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
cytogenetic-technologists,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
cytotechnologists,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
cytotechnologists,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
dancers,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
dancers,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
dancers-and-choreographers,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
dancers-and-choreographers,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
data-entry-keyers,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
data-entry-keyers,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
data-scientists,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
data-scientists,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
data-warehousing-specialists,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
data-warehousing-specialists,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
database-administrators,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
database-administrators,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
database-architects,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
database-architects,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
delivery-truck-drivers-and-driver-sales-workers,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
delivery-truck-drivers-and-driver-sales-workers,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
demonstrators-and-product-promoters,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
demonstrators-and-product-promoters,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
dental-and-ophthalmic-laboratory-technicians-and-medical-appliance-technicians,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
dental-and-ophthalmic-laboratory-technicians-and-medical-appliance-technicians,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
dental-assistants,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
dental-assistants,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
dental-hygienists,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
dental-hygienists,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
dental-laboratory-technicians,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
dental-laboratory-technicians,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
dentists,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
dentists,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
dentists-all-other-specialists,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
dentists-all-other-specialists,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
dentists-general,zh-CN,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
dentists-general,en,true,false,primary_query_intent|secondary_query_intents|snippet_candidate|faq_candidates|internal_link_anchor_candidates,separate CMS/API runtime approval PR
